Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.557s)
CreateVariables () DONE !!!
Creating 12 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	38.81	32.32	31.37	9.48	2.86	0.00	7.42	0.02	0.00	0.00	0.00	0.06
3.00	39.10	32.42	31.47	1.70	1.50	6.35	8.33	0.31	0.13	0.00	0.00	0.21
4.00	39.09	32.42	31.47	3.38	0.90	7.74	8.79	0.36	0.17	0.00	0.00	0.10
5.00	39.10	32.42	31.48	3.01	1.16	7.41	7.76	0.20	0.28	0.00	0.00	0.19
6.00	39.10	32.43	31.47	2.96	1.17	8.84	8.82	0.13	0.25	0.00	0.00	0.12
7.00	39.09	32.42	31.47	2.70	1.10	9.96	9.62	0.17	0.31	0.00	0.00	0.18
8.00	39.10	32.42	31.48	2.27	1.72	8.75	9.76	0.00	0.25	0.00	0.00	0.09
9.00	39.10	32.42	31.47	0.00	2.02	7.40	8.71	0.01	0.49	0.00	0.00	0.00
10.00	39.09	32.43	31.47	0.00	3.08	10.92	10.42	0.00	0.62	0.00	0.00	0.00
11.00	39.10	32.42	31.48	0.00	2.31	10.66	9.56	0.01	0.08	0.00	0.00	0.00
12.00	39.10	32.42	31.47	0.00	1.02	9.15	8.86	0.00	0.16	0.00	0.00	0.00
13.00	39.09	32.42	31.47	0.00	3.13	12.19	12.38	0.00	0.00	0.00	0.00	0.00
14.00	39.10	32.43	31.48	0.00	1.93	12.17	12.26	0.01	0.00	0.00	0.00	0.00
15.00	39.10	32.42	31.47	0.00	1.68	13.52	10.73	0.00	0.00	0.00	0.00	0.00
16.00	39.09	32.42	31.47	0.00	1.25	15.95	13.77	0.00	0.00	0.00	0.00	0.00
17.00	39.10	32.42	31.47	0.00	3.66	14.51	10.59	0.00	0.00	0.00	0.00	0.00
18.00	39.10	32.42	31.48	2.28	4.28	13.61	11.59	0.00	0.00	0.00	0.00	0.00
19.00	39.09	32.43	31.47	3.78	3.28	12.35	12.17	0.00	0.00	0.00	0.00	0.00
20.00	39.10	32.42	31.47	3.86	2.67	11.30	12.41	0.00	0.00	0.00	0.00	0.00
21.00	39.10	32.42	31.48	2.73	0.00	14.41	14.42	0.00	0.00	0.00	0.00	0.00
22.00	39.09	32.42	31.47	4.04	0.00	13.03	12.68	0.00	0.00	0.00	0.00	0.00
23.00	39.10	32.43	31.47	0.01	2.61	15.54	6.83	0.00	0.00	0.00	0.00	0.00
24.00	39.10	32.42	31.48	0.00	2.84	8.51	8.62	0.00	0.00	0.00	0.00	0.00
25.00	39.09	32.42	31.47	1.92	2.68	6.40	7.98	0.00	0.00	0.00	0.00	0.00
26.00	39.10	32.42	31.47	2.10	2.40	6.86	7.49	0.00	0.00	0.00	0.00	0.00
27.00	39.10	32.43	31.48	2.91	1.93	11.61	5.17	0.00	0.00	0.00	0.00	0.00
28.00	39.09	32.42	31.47	1.36	2.12	10.34	10.81	0.00	0.00	0.00	0.00	0.00
29.00	39.10	32.42	31.47	4.47	0.00	10.02	14.49	0.00	0.00	0.00	0.00	0.00
30.00	39.10	32.42	31.48	3.85	0.00	9.03	14.17	0.91	0.00	0.00	0.00	0.00
31.00	39.09	32.43	31.47	3.27	0.00	10.07	14.44	1.29	0.00	0.00	0.00	0.00
32.00	39.10	32.42	31.47	3.56	0.00	9.86	14.02	1.33	0.00	0.00	0.00	0.00
33.00	39.10	32.42	31.48	1.63	1.20	9.44	8.00	1.49	0.00	0.00	0.00	0.00
34.00	39.09	32.42	31.47	0.84	2.08	12.35	7.54	1.37	0.00	0.00	0.00	0.00
35.00	39.10	32.43	31.47	1.09	7.75	15.67	13.93	0.00	0.00	0.00	0.00	0.00
36.00	39.10	32.42	31.47	0.00	5.91	15.52	13.39	0.00	0.00	0.00	0.00	0.00
37.00	39.09	32.42	31.48	0.00	7.59	13.84	12.39	0.00	0.00	0.00	0.00	0.00
38.00	39.10	32.42	31.47	0.00	6.85	15.13	13.71	0.00	0.00	0.00	0.00	0.00
39.00	39.10	32.42	31.47	0.08	0.00	15.26	6.01	0.00	0.00	0.00	0.00	0.00
