Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.589s)
CreateVariables () DONE !!!
Creating 19 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18
2.00	41.00	0.00	0.00	0.00	8.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	41.00	10.46	0.00	0.00	8.88	0.00	0.00	0.00	9.31	0.34	0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	41.01	12.31	0.00	0.00	12.38	0.00	0.00	0.00	12.67	0.55	0.51	0.01	0.00	0.00	0.12	0.00	0.00	0.00	0.00
5.00	41.00	12.72	0.00	0.00	10.77	0.00	0.00	0.00	10.67	0.58	0.45	0.03	0.00	0.00	0.38	0.00	0.00	0.00	0.00
6.00	41.01	11.87	0.00	0.00	11.38	0.00	0.00	0.00	10.37	0.13	0.15	0.22	0.00	0.00	0.62	0.00	0.00	0.00	0.00
7.00	41.00	8.69	0.00	0.00	10.95	0.00	0.00	0.00	8.13	0.00	0.00	0.00	1.53	0.00	0.56	0.00	0.00	0.00	0.00
8.00	41.01	8.74	0.00	0.00	11.66	0.00	0.00	0.00	6.32	0.00	0.00	0.00	3.39	0.00	0.12	0.00	0.00	0.00	0.00
9.00	41.00	9.28	0.00	0.00	9.95	0.00	0.00	0.00	6.36	0.00	0.00	0.00	3.41	0.00	0.00	0.00	0.00	0.00	0.00
10.00	41.01	10.20	0.00	0.00	9.77	0.00	0.00	0.00	6.48	0.00	0.00	0.00	3.09	0.00	0.00	0.00	0.00	0.00	0.00
11.00	41.00	10.61	0.00	0.00	10.15	0.00	0.00	0.00	7.34	0.00	0.00	0.00	3.96	0.00	0.00	0.00	0.00	0.00	0.00
12.00	41.01	7.74	0.00	0.00	8.47	0.00	0.00	0.00	6.05	0.00	0.00	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00
13.00	41.00	7.86	0.00	0.00	9.10	0.00	0.00	0.00	5.81	0.00	0.00	0.00	2.11	0.00	0.08	0.00	0.00	0.00	0.16
14.00	41.01	7.59	0.00	0.00	8.29	0.00	0.00	0.00	5.26	0.00	0.00	0.00	1.72	0.00	0.30	0.00	0.00	0.00	0.60
15.00	41.00	7.72	0.00	0.00	8.50	0.00	0.00	0.00	5.26	0.00	0.00	0.00	2.34	0.00	0.16	0.00	0.00	0.00	0.73
16.00	41.01	7.90	0.00	0.00	7.13	0.00	0.00	0.00	4.96	0.00	0.00	0.00	1.28	0.00	0.10	0.02	0.04	0.00	0.27
17.00	41.00	4.03	0.00	0.00	4.75	0.00	0.00	0.00	3.19	0.00	0.00	0.00	1.11	0.06	0.22	0.00	0.00	0.00	0.13
18.00	41.01	5.21	0.00	0.00	0.54	0.00	0.00	0.00	2.73	0.00	0.00	0.00	0.65	0.00	0.15	0.00	0.01	0.00	0.09
19.00	41.00	4.30	0.00	0.00	0.56	0.00	0.00	0.00	2.81	0.00	0.00	0.00	0.97	0.06	0.20	0.02	0.01	0.00	0.08
20.00	41.01	4.37	0.00	0.00	0.56	0.00	0.00	0.00	2.57	0.00	0.00	0.00	1.00	0.02	0.12	0.00	0.00	0.00	0.04
21.00	41.00	3.41	0.00	0.00	0.82	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.84	0.26	0.16	0.02	0.02	0.00	0.03
22.00	41.01	3.84	0.00	0.00	0.56	0.00	0.00	0.00	2.56	0.00	0.00	0.00	0.79	0.07	0.17	0.00	0.00	0.00	0.00
23.00	41.00	7.08	0.00	0.00	7.91	0.00	0.00	0.00	6.46	0.00	0.00	0.00	0.80	0.02	0.16	0.00	0.00	0.00	0.00
24.00	41.01	6.55	0.00	0.00	5.90	0.00	0.00	0.00	4.82	0.00	0.00	0.00	1.50	0.07	0.40	0.00	0.01	0.00	0.11
25.00	41.00	6.44	0.00	0.00	6.48	0.00	0.00	0.00	4.35	0.00	0.00	0.00	1.48	0.08	0.28	0.06	0.11	0.00	0.15
