Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.601s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	37.14	33.24	7.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	37.20	33.38	6.51	0.00	0.10	0.00	0.63	0.00	0.00	0.49	0.49	0.00	2.68	0.00	0.00	0.52	0.00	0.17	0.00	0.00	0.00	0.06
4.00	37.20	33.38	5.66	0.00	0.35	0.00	0.65	0.00	4.99	0.25	0.34	0.00	2.77	0.00	0.00	0.48	0.00	0.09	0.00	0.00	0.00	0.03
5.00	37.20	33.38	5.96	0.03	0.24	0.00	0.47	0.00	5.59	0.22	0.30	0.00	2.88	0.00	0.00	0.49	0.00	0.07	0.00	0.00	0.00	0.01
6.00	37.20	33.38	6.92	0.06	2.84	0.00	0.49	0.00	5.09	0.19	0.27	0.00	2.67	0.00	0.00	0.20	0.00	0.06	0.00	0.00	0.00	0.00
7.00	37.18	33.38	5.10	0.03	2.52	0.00	0.53	0.00	5.29	0.00	0.01	0.00	2.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	37.20	33.39	5.92	0.10	4.50	0.00	0.21	0.00	6.82	0.00	0.00	0.00	3.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	37.20	33.38	5.19	0.37	4.21	0.00	0.66	0.00	4.33	0.00	0.28	0.00	2.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	37.20	33.38	5.24	0.43	3.36	0.00	0.97	0.00	4.99	0.00	0.00	0.00	3.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	37.20	33.38	5.63	0.15	4.18	0.00	1.61	0.00	6.21	0.00	0.00	0.00	4.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	37.20	33.38	7.97	0.00	4.90	0.00	0.90	0.00	5.73	0.00	0.16	0.00	4.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	37.18	33.38	4.73	0.21	3.35	0.00	0.83	0.00	4.65	0.00	0.06	0.00	3.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	37.20	33.38	5.33	0.39	3.71	0.00	0.00	0.00	5.93	0.00	0.19	0.00	3.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	37.20	33.39	5.00	0.34	3.62	0.00	0.00	0.00	4.46	0.00	0.29	0.00	4.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
