Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.588s)
CreateVariables () DONE !!!
Creating 14 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	36.07	0.00	0.00	0.00	0.53	0.00	10.43	0.00	9.89	0.00	0.00	0.00	0.00	0.00
3.00	36.24	6.21	0.09	0.01	0.02	0.00	10.12	0.00	0.79	0.00	0.00	0.00	0.00	0.00
4.00	36.24	4.71	0.11	0.55	0.46	0.00	7.91	0.04	0.16	0.01	0.01	0.00	0.00	0.00
5.00	36.24	3.66	0.06	0.47	0.25	0.00	9.09	0.12	0.12	0.36	0.03	0.00	0.00	0.00
6.00	36.24	4.39	0.12	1.59	0.67	0.00	8.60	0.13	8.36	0.22	0.00	0.00	0.00	0.00
7.00	36.24	6.64	0.57	2.20	0.88	0.00	5.93	0.10	7.74	0.02	0.00	0.00	0.00	0.00
8.00	36.24	5.65	1.57	2.03	0.10	0.00	5.57	0.02	7.13	0.03	0.00	0.00	0.00	0.00
9.00	36.24	4.72	0.94	1.64	0.09	0.00	5.09	0.09	8.12	0.08	0.01	0.00	0.00	0.00
10.00	36.24	7.27	0.36	2.21	2.48	0.00	5.20	0.10	7.78	0.00	0.00	0.00	0.00	0.00
11.00	36.24	7.38	2.12	1.10	0.36	0.00	6.30	0.11	8.97	0.00	0.00	0.00	0.00	0.00
12.00	36.23	5.96	2.37	0.00	0.25	0.00	7.36	0.00	10.07	0.00	0.00	0.00	0.00	0.00
13.00	36.24	3.71	1.74	0.17	0.12	0.00	6.50	0.10	7.61	0.00	0.00	0.00	0.00	0.00
14.00	36.24	3.78	1.12	0.49	0.29	0.00	6.95	0.25	7.37	0.00	0.00	0.00	0.00	0.00
15.00	36.24	2.84	0.03	6.36	0.61	0.00	7.93	0.19	7.39	0.00	0.00	0.00	0.00	0.00
16.00	36.24	4.12	0.53	2.79	1.77	0.00	7.31	0.29	5.42	0.00	0.00	0.00	0.00	0.00
17.00	36.24	4.04	1.89	0.44	1.33	0.00	6.22	0.00	5.40	0.00	0.00	0.00	0.00	0.00
18.00	36.24	5.53	1.57	0.33	1.80	0.00	6.81	0.11	5.19	0.00	0.00	0.00	0.00	0.00
19.00	36.24	6.65	1.25	0.39	2.26	0.00	5.41	0.15	5.72	0.00	0.00	0.00	0.00	0.00
20.00	36.24	4.87	1.36	3.08	2.03	0.00	9.46	0.06	4.02	0.00	0.00	0.00	0.00	0.00
21.00	36.24	4.54	2.48	0.60	0.25	0.00	7.03	0.00	8.95	0.00	0.00	0.00	0.00	0.00
22.00	36.24	5.83	1.82	0.58	0.75	0.00	5.91	0.00	9.41	0.00	0.00	0.00	0.00	0.00
23.00	36.23	9.14	1.43	0.02	1.92	0.00	5.01	0.00	10.03	0.00	0.00	0.00	0.00	0.00
24.00	36.24	9.66	0.89	0.00	2.29	0.00	6.19	0.00	10.55	0.00	0.00	0.00	0.00	0.00
25.00	36.24	8.18	0.00	6.37	0.86	0.00	9.61	0.00	9.83	0.01	0.00	0.00	0.00	0.00
26.00	36.24	5.65	0.00	4.37	3.12	0.00	9.50	0.00	7.84	0.00	0.00	0.00	0.00	0.00
27.00	36.24	6.29	0.00	5.12	2.79	0.00	8.52	0.00	9.07	0.00	0.00	0.00	0.00	0.00
28.00	36.24	5.18	0.00	5.95	2.58	0.00	8.85	0.00	8.32	0.00	0.00	0.00	0.00	0.00
29.00	36.24	11.66	0.00	2.06	1.38	0.00	12.30	0.00	12.16	0.00	0.00	0.00	0.00	0.00
30.00	36.24	10.58	0.00	0.06	0.20	0.00	12.85	0.00	12.22	0.00	0.00	0.00	0.00	0.00
31.00	36.24	9.73	0.00	6.09	0.00	0.00	11.12	0.00	9.95	0.00	0.00	0.00	0.00	0.00
32.00	36.24	6.86	0.00	10.03	0.20	0.00	9.31	0.00	9.11	0.00	0.00	0.00	0.00	0.00
33.00	36.24	6.69	0.00	9.35	0.46	0.00	9.35	0.00	8.71	0.00	0.00	0.00	0.00	0.00
34.00	36.23	2.64	0.00	7.45	0.60	0.00	8.03	0.00	8.39	0.00	0.00	0.00	0.00	0.00
35.00	36.24	2.91	0.00	3.95	1.17	0.00	9.41	0.00	5.00	0.00	0.00	0.00	0.00	0.00
36.00	36.24	5.33	0.00	7.43	0.72	0.00	7.14	0.00	7.22	0.00	0.00	0.00	0.00	0.00
37.00	36.24	5.55	0.00	6.46	1.63	0.00	5.36	0.00	7.68	0.00	0.00	0.00	0.00	0.00
38.00	36.24	4.93	0.00	7.87	2.08	0.00	4.96	0.00	7.75	0.00	0.00	0.00	0.00	0.00
39.00	36.24	4.33	0.00	5.78	1.92	0.00	5.75	0.13	5.48	0.00	0.00	0.00	0.00	0.00
