Waf: Entering directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Waf: Leaving directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (22.979s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	40.70	36.00	32.25	16.34	5.36	0.00	0.00	0.00	0.34	0.00
3.00	41.00	36.24	32.42	9.13	15.22	0.00	0.00	0.00	1.57	0.00
4.00	41.01	36.24	32.42	11.77	15.09	0.00	0.00	0.00	0.76	0.00
5.00	41.00	36.24	32.42	12.51	17.25	0.00	0.00	0.00	0.00	0.00
6.00	41.01	36.24	32.43	12.20	18.00	0.00	0.00	0.00	0.00	0.00
7.00	41.00	36.24	32.42	14.20	7.28	0.00	0.00	0.00	4.17	0.00
8.00	41.01	36.24	32.42	21.42	0.13	0.00	0.00	0.00	10.10	0.00
9.00	41.00	36.24	32.42	18.81	0.00	0.00	0.00	0.00	8.40	0.00
10.00	41.01	36.24	32.43	12.30	0.00	0.00	0.00	0.00	5.85	0.00
11.00	41.00	36.24	32.42	19.93	0.01	0.00	0.00	0.00	9.23	0.00
12.00	41.01	36.23	32.42	22.70	0.00	0.00	0.00	0.00	3.72	0.00
13.00	41.00	36.24	32.42	21.26	0.00	0.00	0.00	0.00	10.43	0.00
14.00	41.01	36.24	32.43	10.61	8.28	1.09	0.00	0.00	2.75	0.00
15.00	41.00	36.24	32.42	8.37	11.11	0.79	0.00	0.00	1.81	0.00
16.00	41.01	36.24	32.42	9.16	11.90	0.86	0.00	0.00	1.13	0.00
17.00	41.00	36.24	32.42	9.30	13.73	0.92	0.00	0.00	0.76	0.00
18.00	41.01	36.24	32.42	10.22	12.53	0.86	0.00	0.00	0.39	0.00
19.00	41.00	36.24	32.43	13.84	1.88	0.16	0.00	0.00	6.21	0.00
20.00	41.01	36.24	32.42	4.20	15.82	0.04	0.00	0.00	1.06	0.00
21.00	41.00	36.24	32.42	9.53	13.91	0.00	0.00	0.00	1.59	0.00
22.00	41.01	36.24	32.42	9.48	14.06	0.00	0.00	0.00	1.73	0.00
23.00	41.00	36.23	32.43	12.13	15.39	0.00	0.00	0.00	0.00	0.00
24.00	41.01	36.24	32.42	12.63	16.52	0.00	0.00	0.00	0.01	0.00
25.00	41.00	36.24	32.42	15.26	10.44	0.00	0.00	0.00	0.11	0.00
26.00	41.01	36.24	32.42	8.95	15.95	0.00	0.00	0.00	1.85	0.00
27.00	41.00	36.24	32.43	7.88	14.45	0.00	0.06	0.00	1.59	0.00
28.00	41.01	36.24	32.42	4.99	11.30	0.00	1.31	0.00	2.43	0.00
29.00	41.00	36.24	32.42	7.11	10.61	0.00	0.33	0.00	0.61	0.00
30.00	41.01	36.24	32.42	16.10	5.14	0.00	0.37	0.00	0.51	0.00
31.00	41.00	35.86	32.43	21.84	0.00	0.00	0.00	0.00	0.00	0.00
32.00	41.01	36.24	32.42	21.26	0.00	0.00	0.03	0.00	0.69	0.00
33.00	41.00	36.24	32.42	20.99	0.00	0.00	0.00	0.00	0.00	0.00
34.00	41.01	36.23	32.42	21.42	0.00	0.00	0.00	0.00	0.01	0.00
35.00	41.00	36.24	32.43	16.80	15.23	0.00	0.02	0.00	0.16	0.00
36.00	41.01	36.24	32.42	13.31	12.94	0.07	0.17	0.04	0.34	0.00
37.00	41.00	36.24	32.42	11.07	10.47	0.07	0.56	0.12	1.21	0.00
38.00	41.01	36.24	32.42	12.02	11.35	0.11	0.40	0.08	0.80	0.00
39.00	41.01	36.24	32.42	15.25	13.11	0.00	0.00	0.00	0.00	0.00
