Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.460s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	39.10	1.76	14.87	11.59	0.00	2.55	0.00	0.00	0.00	0.00	0.00
4.00	39.09	6.02	6.13	2.58	0.00	0.51	0.00	0.00	0.00	0.00	0.00
5.00	39.10	6.08	6.12	3.95	0.00	0.99	0.00	0.00	0.00	0.00	0.00
6.00	39.10	6.63	5.67	5.75	0.00	1.07	0.00	0.00	0.00	0.00	0.00
7.00	39.09	6.83	3.40	7.20	0.00	0.61	0.00	0.00	0.00	0.00	0.00
8.00	39.10	6.01	5.82	6.73	0.00	0.27	0.00	0.00	0.00	0.00	0.00
9.00	39.10	2.58	6.29	5.59	0.00	1.27	0.00	0.00	0.00	0.00	0.00
10.00	39.09	4.41	5.57	7.40	0.00	1.53	0.00	0.00	0.00	0.00	0.00
11.00	39.10	5.17	4.73	6.28	0.00	1.31	0.00	0.00	0.00	0.00	0.00
12.00	39.10	4.54	3.05	6.46	0.00	1.45	0.00	0.00	0.00	0.00	0.00
13.00	39.09	4.96	4.59	7.27	0.00	1.37	0.00	0.00	0.00	0.00	0.00
14.00	39.10	4.76	5.13	6.11	0.00	1.11	0.00	0.00	0.00	0.00	0.00
15.00	39.10	5.10	5.39	6.27	0.00	1.62	0.00	0.00	0.00	0.00	0.00
16.00	39.09	5.40	4.57	6.15	0.00	1.00	0.00	0.00	0.00	0.00	0.00
17.00	39.10	5.17	4.76	6.95	0.00	0.93	0.00	0.00	0.00	0.00	0.00
18.00	39.10	6.30	6.97	7.22	0.00	1.72	0.00	0.00	0.00	0.00	0.00
19.00	39.09	3.82	3.93	4.77	0.00	0.90	0.00	0.00	0.00	0.00	0.00
20.00	39.10	5.37	4.84	6.19	0.00	0.73	0.00	0.00	0.00	0.00	0.00
21.00	39.10	4.91	4.07	5.49	0.00	0.95	0.00	0.00	0.00	0.00	0.00
22.00	39.09	6.04	5.27	7.87	0.00	1.63	0.00	0.00	0.00	0.00	0.00
23.00	39.10	7.15	5.06	7.85	0.00	1.90	0.00	0.00	0.00	0.00	0.00
24.00	39.10	5.33	3.60	9.16	0.00	0.90	0.00	0.00	0.00	0.00	0.00
25.00	39.09	5.66	5.19	6.65	0.00	1.25	0.00	0.00	0.00	0.00	0.00
26.00	39.10	5.04	4.03	5.68	0.00	0.94	0.00	0.00	0.00	0.00	0.00
27.00	39.10	2.55	5.59	9.37	0.00	0.01	0.00	0.00	0.00	0.00	0.00
28.00	39.09	4.53	5.97	9.46	0.00	0.07	0.00	0.00	0.00	0.00	0.00
29.00	39.10	4.60	5.08	9.94	0.00	0.10	0.00	0.00	0.00	0.00	0.00
30.00	39.10	3.75	4.18	8.67	0.00	0.03	0.00	0.00	0.00	0.00	0.00
31.00	39.09	3.62	4.67	7.46	0.00	0.04	0.00	0.00	0.00	0.00	0.00
32.00	39.10	5.54	5.17	8.40	0.00	0.01	0.00	0.00	0.00	0.00	0.00
33.00	39.10	4.54	5.92	9.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	39.09	6.33	5.79	9.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	39.10	6.86	6.61	10.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	39.10	6.49	6.39	12.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	39.09	5.76	2.28	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	39.10	4.40	1.46	6.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00
39.00	39.10	5.51	1.98	7.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00
