Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.621s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	35.20	33.17	29.56	6.92	0.00	0.00	8.59	0.01	0.00	6.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	35.29	33.38	29.56	3.04	0.00	0.00	12.65	0.08	0.00	1.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	35.29	33.38	29.57	5.83	0.08	0.44	8.62	3.38	0.13	0.58	0.00	0.22	0.00	0.00	0.00	0.12	0.00
5.00	35.29	33.38	29.56	4.83	0.07	1.31	7.55	4.25	0.06	0.55	0.00	0.06	0.00	0.00	0.00	0.15	0.00
6.00	35.29	33.38	29.57	6.51	0.06	1.90	5.58	5.20	0.15	0.66	0.28	0.10	0.04	0.00	0.00	0.12	0.00
7.00	35.29	33.38	29.56	6.04	0.01	1.82	6.48	4.05	0.06	0.55	4.12	0.21	0.27	0.00	0.00	0.17	0.00
8.00	35.29	33.39	29.57	6.37	0.00	3.50	7.13	4.65	0.00	1.02	4.27	0.07	0.37	0.00	0.00	0.00	0.00
9.00	35.29	33.38	29.56	4.56	0.00	1.28	8.14	0.85	0.00	3.21	5.29	0.00	0.28	0.00	0.00	0.00	0.00
10.00	35.29	33.38	29.57	6.64	0.00	2.68	4.74	2.98	0.00	2.20	3.96	0.00	0.00	0.00	0.00	0.00	0.00
11.00	35.29	33.38	29.56	6.10	0.00	3.89	4.10	3.03	0.00	3.55	3.26	0.00	0.33	0.00	0.00	0.00	0.00
12.00	35.29	33.38	29.57	5.75	0.00	1.03	4.05	2.98	0.00	2.03	2.40	0.00	0.37	0.00	0.00	0.00	0.00
13.00	35.29	33.38	29.56	6.40	0.00	3.56	4.72	3.11	0.00	3.07	3.21	0.00	0.21	0.00	0.00	0.00	0.00
14.00	35.29	33.38	29.57	5.99	0.00	3.86	5.32	4.27	0.00	1.18	3.47	0.00	0.60	0.00	0.00	0.00	0.00
15.00	35.29	33.39	29.56	4.84	0.00	3.41	6.59	0.00	0.00	0.53	3.45	0.00	0.21	0.00	0.00	0.00	0.00
16.00	35.29	33.38	29.57	5.82	0.00	0.71	7.08	0.00	0.00	2.94	0.08	0.00	0.00	0.00	0.00	0.00	0.00
17.00	35.29	33.38	29.56	4.78	0.00	2.72	7.04	1.71	0.00	3.74	2.86	0.00	0.00	0.00	0.00	0.00	0.00
18.00	35.29	33.38	29.57	3.55	0.00	1.31	7.98	0.00	0.00	2.43	0.39	0.00	0.00	0.00	0.00	0.00	0.00
19.00	35.29	33.38	29.56	4.94	0.00	0.00	7.82	0.00	0.00	2.68	0.28	0.00	0.00	0.00	0.00	0.00	0.00
20.00	35.29	33.38	29.57	5.30	0.00	0.00	7.93	0.00	0.00	3.56	0.38	0.00	0.00	0.00	0.00	0.00	0.00
21.00	35.29	33.38	29.56	5.04	0.00	0.00	7.88	0.00	0.00	3.84	0.75	0.00	0.00	0.00	0.00	0.00	0.00
22.00	35.29	33.39	29.57	4.21	0.00	0.00	7.33	0.00	0.00	3.01	3.30	0.00	0.00	0.00	0.00	0.00	0.00
23.00	35.29	33.38	29.56	5.14	0.00	3.50	6.35	0.00	0.00	2.95	3.78	0.00	0.00	0.00	0.00	0.00	0.00
24.00	35.29	33.38	29.57	0.75	0.00	5.38	7.49	0.00	0.00	0.52	0.52	0.00	0.00	0.00	0.00	0.00	0.00
25.00	35.29	33.38	29.56	0.35	0.00	4.39	6.10	0.00	0.00	0.55	2.94	0.00	0.00	0.00	0.00	0.00	0.00
26.00	35.29	33.38	29.56	0.86	0.00	5.00	6.88	0.00	0.00	1.00	3.30	0.00	0.00	0.00	0.00	0.00	0.00
27.00	35.29	33.38	29.57	0.90	0.00	4.90	7.23	0.00	0.00	1.61	2.71	0.00	0.00	0.00	0.00	0.00	0.00
28.00	35.29	33.38	29.56	1.22	0.00	4.86	8.36	0.00	0.00	1.10	3.77	0.00	0.00	0.00	0.00	0.00	0.00
29.00	35.29	33.39	29.57	0.83	0.00	6.13	6.00	0.00	0.00	1.65	3.95	0.00	0.00	0.00	0.00	0.00	0.00
30.00	35.29	33.38	29.56	4.50	0.00	6.76	4.62	0.00	0.00	0.69	3.35	0.00	0.00	0.00	0.00	0.00	0.00
31.00	35.29	33.38	29.57	7.40	0.00	5.63	4.65	0.00	0.00	0.56	4.53	0.00	0.00	0.00	0.00	0.00	0.00
32.00	35.29	33.38	29.56	6.96	0.00	4.47	5.09	0.00	0.00	0.57	3.56	0.00	0.00	0.00	0.00	0.00	0.00
33.00	35.29	33.38	29.57	7.93	0.00	5.65	4.80	0.00	0.00	0.44	4.48	0.00	0.00	0.00	0.00	0.00	0.00
34.00	35.29	33.38	29.56	7.95	0.00	5.68	5.53	0.00	0.00	0.25	4.38	0.00	0.00	0.00	0.00	0.47	0.00
35.00	35.29	33.39	29.57	6.12	0.02	3.95	6.02	0.00	0.00	2.96	3.74	0.00	0.33	0.00	0.00	0.47	0.00
36.00	35.29	33.38	29.56	7.13	0.38	4.85	6.31	0.00	0.00	4.32	5.28	0.00	0.00	0.00	0.00	0.83	0.00
37.00	35.29	33.38	29.57	8.46	0.47	4.93	6.97	0.00	0.00	3.64	5.75	0.00	0.12	0.00	0.00	0.63	0.00
38.00	35.29	33.38	29.56	7.42	0.36	4.04	7.15	0.00	0.00	2.56	3.93	0.00	0.43	0.00	0.00	0.51	0.00
39.00	35.29	33.38	29.57	8.31	0.25	4.38	6.12	0.00	0.00	3.69	1.57	0.00	0.16	0.00	0.00	0.61	0.00
