Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.627s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	35.25	0.00	2.13	0.00	0.00	5.02	7.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	35.29	3.09	4.22	0.08	0.00	3.69	9.56	3.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	35.29	5.06	3.37	0.55	0.26	1.27	6.75	4.75	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
5.00	35.29	4.81	4.31	0.21	0.62	3.05	6.88	5.47	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00
6.00	35.29	5.54	4.78	0.49	0.46	2.84	8.38	6.19	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00
7.00	35.29	5.86	5.56	0.58	0.52	3.14	6.95	6.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	35.29	5.66	4.04	0.69	0.44	2.21	6.60	4.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	35.29	5.50	3.94	0.34	0.76	3.50	5.72	5.27	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00
10.00	35.29	3.87	4.58	0.44	0.81	2.90	5.45	5.11	0.12	0.00	0.55	0.00	0.00	0.00	0.00	0.00	0.00
11.00	35.29	5.90	3.69	0.51	0.56	2.26	5.31	4.95	0.09	0.00	0.58	0.12	0.00	0.00	0.00	0.00	0.00
12.00	35.29	4.38	4.50	0.58	0.18	2.00	4.81	4.95	0.10	0.00	0.29	0.01	0.00	0.00	0.00	0.00	0.00
13.00	35.29	4.17	4.54	0.84	0.13	2.37	6.04	4.33	0.00	0.00	0.47	0.01	0.00	0.00	0.00	0.00	0.00
14.00	35.29	4.19	4.91	0.40	0.15	2.74	5.19	4.67	0.00	0.00	0.65	0.01	0.00	0.00	0.00	0.00	0.00
15.00	35.29	4.98	4.51	0.00	0.21	2.54	6.22	6.02	0.00	0.00	0.84	0.01	0.00	0.00	0.00	0.00	0.00
16.00	35.29	4.48	2.39	0.00	0.16	2.31	4.63	4.60	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00	0.00
17.00	35.29	5.46	7.09	0.10	0.02	1.65	7.84	8.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	35.29	8.51	8.40	0.30	0.00	5.38	7.88	10.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	35.29	6.28	5.51	0.36	0.29	3.94	6.75	6.02	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00
20.00	35.29	5.27	4.63	0.26	0.34	2.35	4.72	5.60	0.04	0.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00
21.00	35.29	4.03	4.98	0.20	0.33	2.22	5.42	6.35	0.07	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00
22.00	35.29	5.32	2.85	0.13	0.27	2.82	6.29	5.31	0.10	0.00	0.56	0.00	0.00	0.00	0.00	0.00	0.00
23.00	35.29	6.20	4.83	0.31	0.20	4.08	5.20	7.21	0.04	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.00
24.00	35.29	5.09	4.45	0.53	0.00	1.86	6.47	6.64	0.00	0.00	1.15	0.00	0.00	0.00	0.00	0.00	0.00
25.00	35.29	4.26	4.35	0.53	0.19	2.90	5.47	5.97	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00
26.00	35.29	4.04	4.08	0.49	0.00	0.26	5.64	6.33	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00
27.00	35.29	5.41	4.32	0.40	0.20	0.52	3.45	6.30	0.00	0.07	0.21	0.00	0.00	0.00	0.00	0.00	0.00
28.00	35.29	4.44	5.74	0.15	0.43	0.83	6.01	4.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	35.29	5.55	6.00	0.03	0.00	2.59	6.48	8.87	0.00	0.09	0.77	0.00	0.00	0.00	0.00	0.00	0.00
30.00	35.29	4.05	4.99	0.00	0.03	2.35	4.81	6.73	0.00	0.04	0.42	0.00	0.00	0.00	0.00	0.00	0.00
31.00	35.29	3.46	4.14	0.13	0.20	2.65	5.40	5.45	0.00	0.06	0.40	0.00	0.00	0.00	0.00	0.00	0.00
32.00	35.29	3.40	4.36	0.07	0.30	2.74	5.22	4.73	0.00	0.10	0.43	0.00	0.00	0.00	0.00	0.00	0.00
33.00	35.29	4.73	3.96	0.21	0.38	2.08	5.15	4.19	0.00	0.09	0.54	0.00	0.00	0.00	0.00	0.00	0.00
34.00	35.29	4.75	3.48	0.10	0.17	2.39	3.75	7.55	0.00	0.02	0.24	0.00	0.00	0.00	0.00	0.00	0.00
35.00	35.29	5.40	2.56	0.16	0.84	0.00	4.62	7.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	35.29	3.57	1.12	0.10	0.00	0.00	4.98	5.47	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	35.29	4.63	3.31	0.12	0.15	0.00	5.09	6.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	35.29	3.68	4.40	0.24	0.36	0.00	5.62	5.10	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00
39.00	35.29	4.30	4.59	0.24	0.38	0.00	4.83	5.62	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00
