Waf: Entering directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Waf: Leaving directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (11.385s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	36.23	26.59	20.98	2.02	2.57	8.65	0.00	6.85	0.74	0.49	0.00
3.00	36.24	26.71	20.98	11.78	1.31	5.24	0.00	6.19	0.36	2.74	0.00
4.00	36.24	26.71	20.98	10.19	1.07	4.63	0.00	6.85	0.35	4.55	0.00
5.00	36.24	26.69	20.98	10.94	0.53	4.09	0.00	5.81	1.47	3.03	0.00
6.00	36.24	26.71	20.99	12.34	0.21	5.42	0.00	6.09	1.65	3.63	0.00
7.00	36.24	26.71	20.98	11.46	0.08	5.74	0.00	7.24	0.72	3.73	0.00
8.00	36.24	26.71	20.98	15.09	0.18	5.66	0.00	12.17	0.51	0.00	0.00
9.00	36.24	26.69	20.98	16.92	0.21	5.82	0.00	11.43	0.65	0.38	0.00
10.00	36.24	26.71	20.98	17.16	1.68	5.91	0.00	11.44	1.15	0.00	0.00
11.00	36.24	26.71	20.99	7.39	2.17	5.73	0.00	11.41	0.89	0.03	0.00
12.00	36.23	26.69	20.98	13.85	0.90	6.49	0.00	11.48	0.99	0.31	0.00
13.00	36.24	26.71	20.98	14.44	0.00	5.44	0.00	8.39	0.00	2.52	0.00
14.00	36.24	26.71	20.98	11.68	0.29	4.48	0.00	7.42	0.00	4.23	0.00
15.00	36.24	26.71	20.98	11.94	0.84	4.00	0.00	6.42	0.00	4.36	0.00
16.00	36.24	26.69	20.99	13.54	0.88	4.11	0.00	7.43	0.00	5.40	0.00
17.00	36.24	26.71	20.98	6.96	2.21	5.36	0.00	3.59	0.00	6.02	0.00
18.00	36.24	26.71	20.98	0.00	2.43	11.38	0.00	6.50	1.37	0.98	0.00
19.00	36.24	26.69	20.98	17.40	0.00	7.11	0.00	11.44	1.28	0.45	0.00
20.00	36.24	26.71	20.98	15.28	0.00	5.69	0.00	11.41	1.28	0.00	0.00
21.00	36.24	26.71	20.99	18.07	0.00	7.61	0.00	11.48	0.46	0.38	0.00
22.00	36.24	26.71	20.98	16.41	0.13	6.99	0.00	11.34	1.06	0.00	0.00
23.00	36.23	26.69	20.98	9.60	0.00	9.25	0.00	7.39	0.18	0.00	0.00
24.00	36.24	26.71	20.98	0.00	1.21	12.50	0.00	0.00	0.00	0.00	0.00
25.00	36.24	26.71	20.99	0.00	9.31	10.26	0.00	0.00	0.00	0.06	0.00
26.00	36.24	26.69	20.98	0.00	3.16	6.47	0.00	0.00	0.00	5.90	0.00
27.00	36.24	26.71	20.98	0.00	3.05	7.56	0.00	0.00	0.00	9.71	0.00
28.00	36.24	26.71	20.98	0.00	3.59	7.93	0.00	2.72	0.52	8.38	0.00
29.00	36.24	26.71	20.98	3.11	1.44	5.67	0.00	6.67	1.54	4.14	0.00
30.00	36.24	26.69	20.99	11.81	0.19	5.08	0.00	3.99	1.22	2.41	0.00
31.00	36.24	26.71	20.98	13.91	0.39	4.51	0.00	8.00	1.07	1.22	0.00
32.00	36.24	26.71	20.98	10.66	0.38	4.89	0.00	8.16	1.00	1.03	0.00
33.00	36.24	26.71	20.98	9.28	0.30	5.84	0.00	5.32	0.66	2.65	0.00
34.00	36.23	26.69	20.98	15.86	0.16	5.51	0.00	12.05	0.37	0.15	0.00
35.00	36.24	26.71	20.99	17.60	0.10	5.97	0.00	10.88	0.77	0.17	0.00
36.00	36.24	26.71	20.98	9.57	0.00	9.77	0.00	8.40	0.53	3.34	0.00
37.00	36.24	26.69	20.98	13.39	0.00	6.60	0.00	7.92	0.46	5.87	0.00
38.00	36.24	26.71	20.98	15.30	0.00	5.35	0.00	8.23	0.28	6.26	0.00
39.00	36.24	26.71	20.98	13.97	0.00	6.65	0.00	8.20	0.22	6.13	0.00
