Waf: Entering directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Waf: Leaving directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (12.494s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	39.96	36.99	9.25	14.29	1.13	0.00	0.00	4.14	0.00	0.00	0.00
3.00	40.06	37.20	7.96	13.11	0.62	0.00	0.00	3.44	1.28	0.00	0.00
4.00	40.05	37.20	8.06	13.50	0.97	0.00	0.00	3.20	1.10	0.00	0.00
5.00	40.06	37.20	10.39	13.71	0.54	0.00	0.00	3.34	1.97	0.00	0.00
6.00	40.05	37.20	9.96	13.35	0.16	0.00	0.00	3.71	2.81	0.00	0.00
7.00	40.06	37.18	5.10	19.23	0.16	0.00	0.00	7.15	0.89	0.00	0.00
8.00	40.06	37.20	10.73	14.41	0.16	0.00	0.00	0.08	0.66	0.00	0.00
9.00	40.05	37.20	12.74	11.71	0.30	0.00	0.00	4.25	0.86	0.00	0.00
10.00	40.06	37.20	8.18	0.00	2.68	0.00	0.00	6.84	0.00	0.00	0.00
11.00	40.05	37.20	9.56	9.39	1.40	0.00	0.00	5.71	2.83	0.00	0.00
12.00	40.06	37.20	9.22	12.17	0.88	0.00	0.00	4.41	3.32	0.00	0.00
13.00	40.06	37.18	10.11	12.34	0.70	0.00	0.00	4.92	3.27	0.00	0.00
14.00	40.05	37.20	12.80	17.79	0.66	0.00	0.00	5.37	0.90	0.00	0.00
15.00	40.06	37.20	10.03	13.48	0.03	0.00	0.00	0.13	3.26	0.00	0.00
16.00	40.05	37.20	7.61	9.77	1.00	1.58	0.00	4.77	1.56	0.00	0.00
17.00	40.06	37.20	6.61	8.56	1.13	1.81	0.00	6.51	1.50	0.00	0.00
18.00	40.05	37.20	5.71	9.20	1.33	2.00	0.00	6.77	1.98	0.00	0.00
19.00	40.06	37.18	6.82	9.13	1.79	1.61	0.00	5.54	1.61	0.00	0.00
20.00	40.06	37.20	7.21	9.06	1.40	1.99	0.00	6.39	1.50	0.00	0.00
21.00	40.05	37.20	11.20	11.78	0.07	1.08	0.00	0.12	2.74	0.00	0.00
22.00	40.06	37.20	11.41	13.04	1.22	0.00	0.00	4.55	3.09	0.00	0.00
23.00	40.05	37.20	11.39	13.51	1.67	0.00	0.00	4.82	2.82	0.00	0.00
24.00	40.06	37.20	5.73	11.95	3.09	0.00	0.00	8.05	0.36	0.00	0.00
25.00	40.06	37.18	6.06	10.99	3.26	0.00	0.00	7.77	0.00	0.00	0.00
26.00	40.05	37.20	7.30	12.72	0.88	0.00	0.00	8.40	0.00	0.00	0.00
27.00	40.06	37.20	3.93	18.38	0.00	0.00	0.85	0.00	0.00	0.00	0.00
28.00	40.05	37.20	0.48	19.50	1.46	0.00	3.44	4.02	0.00	0.00	0.00
29.00	40.06	37.20	0.52	18.70	2.85	0.00	2.77	5.76	0.00	0.00	0.00
30.00	40.06	37.18	0.56	20.28	2.82	0.00	3.41	5.11	0.00	0.00	0.00
31.00	40.05	37.20	0.57	17.78	2.82	1.34	1.72	5.58	0.00	0.00	0.00
32.00	40.06	37.20	0.48	12.08	3.07	4.26	1.25	6.97	0.00	0.00	0.00
33.00	40.05	37.20	1.71	20.34	2.15	0.39	0.00	9.33	0.10	0.00	0.00
34.00	40.06	37.20	0.61	11.26	2.39	0.63	0.00	6.93	0.98	0.00	0.00
35.00	40.05	37.20	6.94	9.76	0.12	2.45	0.00	0.27	1.27	0.00	0.00
36.00	40.06	37.18	8.74	10.21	0.00	1.55	0.00	0.00	2.04	0.00	0.00
37.00	40.06	37.20	9.62	15.19	0.00	0.00	0.00	0.00	1.27	0.00	0.00
38.00	40.05	37.20	10.64	18.81	0.00	0.00	0.00	0.00	0.51	0.00	0.00
39.00	40.06	37.20	7.54	11.75	0.00	0.00	0.00	0.00	2.79	0.00	0.00
