Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.646s)
CreateVariables () DONE !!!
Creating 20 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	37.03	36.18	2.71	0.00	0.00	0.00	6.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	37.20	36.24	6.10	5.64	7.95	0.00	6.39	0.00	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	37.20	36.24	6.17	4.90	8.60	3.29	6.97	0.00	0.00	2.16	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.20	0.00
5.00	37.20	36.24	5.31	6.55	8.27	3.64	3.03	0.02	0.07	3.20	0.11	0.00	0.00	0.22	0.00	0.00	0.00	0.00	0.27	0.00
6.00	37.20	36.24	4.44	6.26	8.95	3.54	7.61	0.58	0.01	1.72	0.17	0.00	0.00	0.45	0.00	0.00	0.00	0.00	0.20	0.00
7.00	37.18	36.24	4.33	5.44	7.92	3.04	5.90	1.12	0.02	1.91	0.13	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.20	0.00
8.00	37.20	36.24	4.35	4.20	3.29	2.50	6.58	1.38	0.01	2.31	0.16	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.06	0.00
9.00	37.20	36.24	3.32	6.31	8.49	3.69	6.26	0.81	0.12	2.20	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.30	0.00
10.00	37.20	36.24	1.89	6.54	9.47	3.55	4.67	0.94	0.07	1.90	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00
11.00	37.20	36.24	4.83	7.05	9.19	3.40	5.87	0.27	0.00	1.73	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
12.00	37.20	36.23	3.23	5.64	7.76	2.77	5.04	1.15	0.06	1.93	0.08	0.00	0.01	0.00	0.02	0.00	0.00	0.00	0.06	0.00
13.00	37.18	36.24	3.66	4.99	8.11	0.55	4.64	1.17	0.00	1.40	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
14.00	37.20	36.24	3.22	5.47	7.57	0.00	5.29	0.99	0.00	1.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
