Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.646s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	40.67	34.25	5.65	0.00	0.00	4.87	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	41.00	34.33	3.84	3.98	0.00	4.42	3.43	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	3.27	0.00	0.00	0.00	0.00	0.00	0.00
4.00	41.01	34.33	4.19	3.39	0.00	3.22	2.41	3.75	0.00	0.00	1.00	0.00	0.00	0.00	0.00	3.94	0.00	0.00	0.00	0.00	0.00	0.00
5.00	41.00	34.33	3.91	3.93	2.67	4.46	2.63	4.19	0.00	0.00	0.63	0.00	0.00	0.00	0.00	3.22	0.00	0.00	0.00	0.00	0.00	0.00
6.00	41.01	34.33	2.50	5.14	3.82	3.39	3.59	4.55	0.00	0.00	0.95	0.00	0.00	0.00	0.00	4.11	0.00	0.00	0.00	0.00	0.00	0.00
7.00	41.00	34.33	4.12	4.86	4.54	3.45	3.35	5.51	0.00	0.00	1.15	0.00	0.00	0.00	0.00	3.12	0.00	0.00	0.00	0.00	0.00	0.00
8.00	41.01	34.33	1.71	6.02	4.74	4.40	0.12	2.30	0.00	0.00	1.34	0.00	0.00	0.00	0.00	4.64	0.00	0.00	0.00	0.00	0.00	0.00
9.00	41.00	34.33	4.03	5.38	4.76	3.46	2.03	0.58	0.00	0.00	1.22	0.00	0.00	0.00	0.00	3.28	0.00	0.00	0.00	0.00	0.00	0.00
10.00	41.01	34.33	4.13	4.93	4.67	4.33	3.19	3.74	0.02	0.00	0.98	0.00	0.00	0.00	0.00	4.48	0.00	0.00	0.00	0.00	0.00	0.00
11.00	41.00	34.33	3.53	4.19	3.82	4.27	3.43	2.27	0.28	0.00	0.47	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	41.01	34.33	3.21	4.53	3.49	3.25	2.54	2.00	0.21	0.00	0.43	0.00	0.00	0.00	0.00	3.08	0.00	0.00	0.00	0.00	0.00	0.00
13.00	41.00	34.33	1.13	5.69	3.55	2.55	3.50	2.64	0.29	0.00	0.17	0.00	0.00	0.00	0.00	3.87	0.00	0.00	0.00	0.00	0.00	0.00
14.00	41.01	34.33	4.49	4.91	4.50	3.76	2.82	3.60	0.00	0.00	0.54	0.00	0.00	0.00	0.00	3.39	0.00	0.00	0.00	0.00	0.00	0.00
15.00	41.00	34.33	5.06	5.83	4.66	4.32	2.38	3.26	0.02	0.00	1.34	0.00	0.00	0.00	0.00	3.32	0.00	0.00	0.00	0.00	0.00	0.00
16.00	41.01	34.33	4.31	5.90	4.55	3.44	3.22	3.71	0.04	0.00	0.95	0.00	0.00	0.00	0.00	2.56	0.00	0.00	0.00	0.00	0.00	0.00
17.00	41.00	34.34	3.50	4.64	4.10	3.71	2.65	3.68	0.03	0.00	1.33	0.00	0.00	0.00	0.00	3.03	0.00	0.00	0.00	0.00	0.00	0.00
18.00	41.01	34.33	4.25	4.69	5.47	0.24	2.22	4.36	0.00	0.00	0.85	0.00	0.00	0.00	0.00	3.09	0.00	0.00	0.00	0.00	0.00	0.00
19.00	41.00	34.33	3.66	4.21	4.90	0.29	0.00	3.84	0.00	0.00	1.36	0.00	0.00	0.00	0.00	3.25	0.00	0.00	0.00	0.00	0.00	0.00
