Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.639s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	40.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	41.00	0.00	0.00	0.00	13.21	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
4.00	41.01	0.00	0.00	0.00	6.21	0.00	0.58	0.00	0.00	0.00	0.00	1.81	1.57	0.02	0.00	0.00	0.00
5.00	41.00	0.00	10.12	0.00	5.06	0.00	0.40	0.00	0.00	0.00	0.00	1.56	1.37	0.00	0.00	0.00	0.00
6.00	41.01	0.00	6.82	0.00	5.45	0.00	0.09	0.00	0.00	0.00	0.00	0.89	1.06	0.38	0.00	0.00	0.00
7.00	41.00	0.00	6.56	0.00	6.35	0.00	0.06	0.00	0.00	0.00	0.00	0.70	0.81	0.22	0.00	0.00	0.00
8.00	41.01	0.00	8.95	0.00	8.33	0.01	0.19	0.00	0.00	0.00	0.00	2.38	0.08	0.47	0.00	0.00	0.00
9.00	41.00	0.00	6.12	0.00	7.08	0.01	0.00	0.00	0.00	0.10	0.00	1.62	0.44	0.02	0.00	0.00	0.00
10.00	41.01	0.00	3.69	0.00	6.01	0.00	0.00	0.00	0.00	0.13	0.00	0.72	0.26	0.17	0.00	0.00	0.00
11.00	41.00	0.00	5.17	0.00	7.02	0.01	0.03	0.01	0.00	0.09	0.00	0.61	0.26	0.13	0.00	0.00	0.00
12.00	41.01	0.00	2.99	0.00	5.36	0.02	0.01	0.00	0.00	0.08	0.00	0.53	0.10	0.10	0.00	0.00	0.00
13.00	41.00	0.00	4.80	0.00	6.14	0.01	0.00	0.02	0.00	0.04	0.00	0.82	0.20	0.20	0.00	0.00	0.00
14.00	41.01	0.00	6.92	0.00	7.83	0.00	0.00	0.00	0.16	0.04	0.00	1.44	0.18	0.11	0.00	0.00	0.00
15.00	41.00	0.00	0.03	0.00	8.36	0.00	0.00	0.00	0.70	0.18	0.00	1.11	0.38	0.00	0.00	0.00	0.00
16.00	41.01	0.00	3.07	0.00	7.63	0.00	0.00	0.00	0.43	0.16	0.00	0.63	0.52	0.00	0.00	0.00	0.00
17.00	41.00	0.00	5.41	0.00	6.93	0.00	0.00	0.00	0.54	0.18	0.00	0.71	0.35	0.00	0.00	0.00	0.00
18.00	41.01	0.00	4.67	0.00	6.91	0.00	0.00	0.00	0.92	0.13	0.00	1.04	0.42	0.00	0.00	0.00	0.00
19.00	41.00	0.00	5.38	0.00	8.45	0.00	0.00	0.00	1.57	0.12	0.00	0.44	0.24	0.00	0.00	0.00	0.00
20.00	41.01	0.00	5.81	0.00	0.69	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	41.00	0.00	0.19	0.00	3.35	0.00	0.00	0.00	0.00	0.01	0.00	0.51	0.22	0.00	0.00	0.00	0.00
22.00	41.01	0.00	3.74	0.00	6.68	0.00	0.00	0.00	0.08	0.04	0.00	0.30	0.19	0.00	0.00	0.00	0.00
23.00	41.00	0.00	5.49	0.00	8.54	0.00	0.00	0.00	0.11	0.03	0.00	0.45	0.11	0.00	0.00	0.00	0.00
24.00	41.01	0.00	7.17	0.00	6.51	0.00	0.00	0.00	0.24	0.06	0.00	0.57	0.24	0.00	0.00	0.00	0.00
25.00	41.00	0.00	6.68	0.00	6.19	0.00	0.00	0.00	0.40	0.08	0.00	0.74	0.18	0.00	0.00	0.00	0.00
26.00	41.01	0.00	7.36	0.00	6.96	0.00	0.00	0.00	0.42	0.08	0.00	0.79	0.38	0.00	0.00	0.00	0.00
27.00	41.00	0.00	6.33	0.00	6.95	0.00	0.00	0.00	0.27	0.00	0.00	0.61	0.35	0.00	0.00	0.00	0.00
28.00	41.01	0.00	5.95	0.00	6.42	0.00	0.00	0.00	0.25	0.00	0.00	0.51	0.43	0.00	0.00	0.00	0.00
29.00	41.00	0.00	6.37	0.00	6.85	0.00	0.00	0.00	0.20	0.00	0.00	0.48	0.20	0.00	0.00	0.00	0.00
30.00	41.01	0.00	3.64	0.00	11.19	0.00	0.00	0.00	0.06	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00
31.00	41.00	0.00	0.00	0.00	7.96	0.00	0.00	0.00	0.86	0.00	0.00	1.09	0.44	0.00	0.00	0.00	0.00
32.00	41.01	0.00	0.00	0.00	8.55	0.00	0.00	0.00	0.76	0.00	0.00	0.92	0.48	0.00	0.00	0.00	0.00
33.00	41.00	0.00	6.69	0.00	7.02	0.00	0.00	0.00	0.33	0.00	0.00	0.80	0.40	0.00	0.00	0.00	0.00
34.00	41.01	0.00	9.48	0.00	8.58	0.00	0.00	0.00	0.53	0.00	0.00	2.43	0.00	0.00	0.00	0.00	0.00
35.00	41.00	0.00	7.97	0.00	7.12	0.00	0.00	0.00	0.76	0.00	0.00	1.10	0.00	0.00	0.00	0.00	0.00
