Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.598s)
CreateVariables () DONE !!!
Creating 16 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	39.91	38.89	36.12	4.33	5.81	13.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	40.06	39.10	36.24	3.66	4.02	12.02	7.72	6.69	0.00	0.00	0.86	0.00	0.00	0.00	0.00	0.00
4.00	40.05	39.09	36.24	2.38	3.72	13.50	8.42	6.97	0.02	0.00	1.77	0.00	0.00	0.00	0.00	0.00
5.00	40.06	39.10	36.24	1.40	3.21	13.38	8.13	5.72	0.00	0.02	1.74	0.00	0.00	0.00	0.00	0.00
6.00	40.05	39.10	36.24	1.54	1.97	10.19	7.27	5.28	0.00	0.34	1.01	0.07	0.03	0.00	0.00	0.00
7.00	40.06	39.09	36.24	2.10	2.92	9.23	2.25	4.40	0.00	0.13	0.81	0.09	0.02	0.00	0.00	0.00
8.00	40.06	39.10	36.24	1.40	2.58	7.57	0.51	5.02	0.00	0.00	0.53	0.08	0.00	0.00	0.00	0.00
9.00	40.05	39.10	36.24	1.24	5.18	8.51	6.00	4.08	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
10.00	40.06	39.09	36.24	1.10	5.82	8.27	5.49	4.89	0.00	1.10	0.00	0.00	0.00	0.00	0.00	0.00
11.00	40.05	39.10	36.24	2.22	5.19	9.83	6.33	5.81	0.00	1.17	0.01	0.00	0.00	0.00	0.00	0.00
12.00	40.06	39.10	36.23	2.52	7.59	10.04	6.64	6.46	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00
13.00	40.06	39.09	36.24	1.86	3.71	9.61	5.60	3.13	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00
14.00	40.05	39.10	36.24	3.03	5.11	15.53	8.95	0.33	0.00	0.16	0.13	0.00	0.00	0.00	0.00	0.00
15.00	40.06	39.10	36.24	3.36	3.45	15.64	10.73	0.25	0.00	0.24	0.12	0.04	0.00	0.00	0.00	0.00
16.00	40.05	39.09	36.24	2.96	3.07	12.14	7.74	4.86	0.00	0.24	1.26	0.06	0.00	0.00	0.00	0.00
17.00	40.06	39.10	36.24	1.48	0.16	2.66	8.45	5.78	0.00	0.29	0.64	0.07	0.00	0.00	0.00	0.00
18.00	40.05	39.10	36.24	1.39	1.11	8.95	6.20	4.05	0.00	1.61	0.84	0.03	0.00	0.00	0.00	0.00
19.00	40.06	39.09	36.24	2.04	0.70	10.71	7.84	5.92	0.00	2.16	0.90	0.06	0.00	0.00	0.00	0.00
20.00	40.06	39.10	36.24	2.04	0.00	12.42	9.88	2.23	0.00	3.04	0.72	0.07	0.00	0.00	0.00	0.03
