Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.586s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	35.13	27.46	23.64	0.00	1.38	0.00	2.72	0.00	0.00	0.00	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	35.29	27.66	23.84	3.72	1.89	0.33	3.47	0.00	0.00	0.00	0.00	0.00	3.56	4.10	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
4.00	35.29	27.65	23.84	4.28	2.34	2.65	2.93	0.00	0.17	0.00	0.00	0.00	4.51	4.60	0.00	0.00	0.00	0.00	0.40	0.00	0.00	0.00	0.00
5.00	35.29	27.66	23.84	5.04	1.90	3.92	2.74	0.00	0.33	0.00	0.00	0.00	3.28	3.26	0.00	0.00	0.00	0.00	0.65	0.00	0.00	0.00	0.00
6.00	35.29	27.66	23.84	5.58	1.35	3.03	3.12	1.37	0.22	0.00	0.00	0.00	3.80	3.38	0.02	0.00	0.00	0.00	0.56	0.00	0.00	0.00	0.00
7.00	35.29	27.65	23.84	5.85	1.79	3.54	2.96	1.71	0.00	0.02	0.00	0.03	1.83	4.12	0.10	0.00	0.00	0.00	0.86	0.00	0.00	0.00	0.00
8.00	35.29	27.66	23.84	6.52	0.82	4.49	4.28	2.73	0.00	0.10	0.00	0.03	1.03	4.94	0.07	0.00	0.01	0.00	0.97	0.00	0.00	0.00	0.00
9.00	35.29	27.66	23.84	6.99	0.34	1.18	1.97	2.84	0.00	0.00	0.00	0.10	4.23	5.64	0.03	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00
10.00	35.29	27.65	23.84	6.79	0.19	0.00	1.92	2.13	0.00	0.00	0.00	0.00	3.91	4.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	35.29	27.66	23.84	5.99	0.24	2.30	2.80	0.08	0.00	0.00	0.00	0.15	4.42	3.09	0.06	0.00	0.00	0.00	0.66	0.00	0.00	0.00	0.00
12.00	35.29	27.66	23.84	6.03	0.31	3.93	2.54	0.26	0.00	0.00	0.00	0.12	4.68	4.27	0.11	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00
13.00	35.29	27.65	23.84	5.57	2.20	4.13	3.74	0.77	0.00	0.00	0.00	0.17	4.03	5.08	0.18	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00
14.00	35.29	27.66	23.84	6.83	2.95	4.72	3.22	2.46	0.00	0.00	0.00	0.17	4.58	5.20	0.08	0.00	0.00	0.00	0.91	0.00	0.00	0.00	0.00
15.00	35.29	27.65	23.84	6.78	2.73	4.62	3.30	2.71	0.00	0.00	0.00	0.24	4.35	4.91	0.17	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00
16.00	35.29	27.66	23.84	5.94	2.55	2.38	3.32	2.55	0.00	0.00	0.00	0.08	3.64	3.93	0.07	0.00	0.00	0.00	0.42	0.00	0.00	0.00	0.00
17.00	35.29	27.66	23.84	5.28	2.48	2.21	4.12	1.99	0.00	0.00	0.00	0.00	3.71	5.64	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.00
18.00	35.29	27.65	23.84	7.04	2.57	2.35	3.23	2.25	0.00	0.00	0.00	0.00	3.76	5.22	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00
19.00	35.29	27.66	23.84	5.09	2.43	2.22	4.21	0.37	0.00	0.00	0.00	0.00	5.39	4.31	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00
20.00	35.29	27.66	23.84	6.08	2.45	2.08	0.99	0.00	0.00	0.00	0.00	0.00	5.59	5.03	0.02	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.00
21.00	35.29	27.65	23.84	5.54	2.58	4.01	2.12	0.01	0.00	0.00	0.00	0.00	5.04	2.89	0.10	0.00	0.00	0.00	0.60	0.00	0.00	0.00	0.00
22.00	35.29	27.66	23.84	6.23	1.44	3.78	0.07	0.00	0.00	0.00	0.00	0.00	4.40	4.98	0.13	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00
23.00	35.29	27.66	23.84	5.79	0.25	2.86	1.19	0.00	0.00	0.00	0.00	0.00	4.45	5.22	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00
24.00	35.29	27.65	23.84	6.28	0.44	3.26	4.25	0.00	0.00	0.00	0.00	0.00	4.63	4.27	0.02	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.00
25.00	35.29	27.66	23.84	6.29	0.75	3.52	3.45	0.00	0.00	0.00	0.00	0.00	4.58	3.92	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00
26.00	35.29	27.66	23.84	6.02	0.69	3.92	3.99	3.14	0.00	0.00	0.00	0.00	0.76	4.82	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.00
27.00	35.29	27.65	23.84	5.62	0.56	3.82	4.05	2.66	0.00	0.00	0.00	0.00	4.81	3.89	0.00	0.00	0.00	0.00	1.10	0.00	0.00	0.00	0.00
28.00	35.29	27.66	23.84	6.35	0.76	4.48	1.66	2.23	0.00	0.00	0.00	0.00	3.62	2.12	0.00	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00
29.00	35.29	27.65	23.84	4.90	1.31	3.28	0.00	2.39	0.00	0.00	0.00	0.00	3.84	0.04	0.00	0.00	0.00	0.00	3.37	0.00	0.00	0.00	0.00
30.00	35.29	27.66	23.84	6.63	1.71	3.18	0.00	1.58	0.00	0.00	0.00	0.00	3.77	0.12	0.00	0.00	0.00	0.00	6.50	0.00	0.00	0.00	0.00
31.00	35.29	27.66	23.83	5.90	0.76	3.08	1.79	2.17	0.00	0.00	0.00	0.00	3.74	4.95	0.00	0.00	0.00	0.00	5.06	0.00	0.00	0.00	0.00
32.00	35.29	27.65	23.84	6.21	0.29	0.27	2.02	2.20	0.00	0.00	0.00	0.00	2.21	4.99	0.00	0.00	0.00	0.00	6.05	0.00	0.00	0.00	0.00
33.00	35.29	27.66	23.84	4.71	0.51	0.17	2.76	1.53	0.00	0.00	0.00	0.00	3.04	6.29	0.00	0.00	0.00	0.00	6.47	0.00	0.00	0.00	0.00
34.00	35.29	27.66	23.84	5.62	2.90	0.42	3.22	2.21	0.00	0.00	0.00	0.00	4.02	5.45	0.00	0.00	0.00	0.00	7.81	0.00	0.00	0.00	0.00
