Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.631s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	38.05	0.00	0.00	0.00	10.68	0.00	0.00	0.00	0.00	0.00	0.00
3.00	38.15	0.00	0.00	0.00	13.53	3.19	5.24	0.00	0.00	0.00	0.00
4.00	38.15	11.32	0.00	0.00	8.56	2.32	3.69	0.00	0.00	0.00	0.00
5.00	38.14	13.20	0.00	0.00	8.02	2.25	3.27	0.00	0.00	0.00	0.00
6.00	38.15	11.78	0.00	0.46	7.58	2.00	2.54	0.02	0.00	0.22	0.00
7.00	38.15	5.71	0.00	0.64	6.55	1.27	2.06	0.03	0.00	0.11	0.00
8.00	38.15	0.00	0.00	0.60	5.55	0.92	1.46	0.01	0.00	0.09	0.00
9.00	38.14	0.00	0.00	0.60	5.27	0.90	1.39	0.00	0.04	0.12	0.00
10.00	38.15	0.00	0.00	0.82	6.10	1.22	1.65	0.00	0.04	0.09	0.00
11.00	38.15	0.00	0.00	0.74	6.00	0.94	1.31	0.00	0.01	0.12	0.00
12.00	38.15	0.00	0.00	0.54	6.88	1.10	2.13	0.00	0.00	0.20	0.00
13.00	38.14	0.00	0.00	0.00	6.35	0.00	2.21	0.00	0.00	0.10	0.00
14.00	38.15	0.00	0.00	0.00	4.85	0.13	1.27	0.00	0.00	0.10	0.25
15.00	38.15	0.00	0.00	0.00	4.77	0.54	1.17	0.00	0.00	0.09	0.40
16.00	38.15	0.00	0.00	0.00	3.57	0.25	0.77	0.00	0.00	0.10	0.15
17.00	38.14	0.00	0.00	0.00	3.94	0.26	0.84	0.00	0.00	0.15	0.25
18.00	38.15	0.00	0.00	0.00	4.07	0.31	0.84	0.00	0.00	0.08	0.35
19.00	38.15	0.00	0.00	0.00	7.04	0.52	2.07	0.00	0.00	0.21	0.33
20.00	38.15	0.00	0.00	0.00	5.46	0.00	0.83	0.00	0.00	0.15	0.01
21.00	38.14	0.00	0.00	0.00	4.68	0.00	1.21	0.00	0.00	0.28	0.06
22.00	38.15	0.00	0.00	0.00	4.90	0.01	1.31	0.00	0.00	0.12	0.02
23.00	38.15	0.00	0.00	0.00	4.99	0.03	1.58	0.00	0.00	0.27	0.03
24.00	38.14	0.00	0.00	0.00	4.30	0.25	0.93	0.00	0.00	0.12	0.15
25.00	38.15	0.00	0.00	0.00	3.89	0.21	0.79	0.00	0.00	0.17	0.12
26.00	38.15	0.00	0.00	0.00	3.45	0.17	0.86	0.00	0.00	0.10	0.12
27.00	38.15	0.00	0.00	0.00	3.85	0.20	0.90	0.00	0.00	0.06	0.18
28.00	38.14	0.00	0.00	0.00	4.32	0.20	1.06	0.00	0.02	0.09	0.21
29.00	38.15	0.00	0.00	0.00	4.23	0.24	0.94	0.00	0.00	0.08	0.34
30.00	38.15	0.00	0.00	0.00	5.49	0.39	0.83	0.00	0.02	0.11	0.35
31.00	38.15	0.00	0.00	0.00	5.56	0.31	1.31	0.00	0.01	0.15	0.29
32.00	38.14	0.00	0.00	0.00	6.30	1.07	1.64	0.00	0.04	0.20	0.00
33.00	38.15	0.00	0.00	0.00	2.45	0.38	0.65	0.00	0.00	0.07	0.00
34.00	38.15	0.00	0.00	0.00	5.09	0.77	1.28	0.00	0.00	0.15	0.00
35.00	38.15	0.00	0.00	0.00	5.13	0.69	1.11	0.00	0.00	0.07	0.00
36.00	38.14	0.00	0.00	0.00	5.85	0.69	1.52	0.00	0.04	0.09	0.00
37.00	38.15	0.00	0.00	0.00	5.82	0.72	1.21	0.00	0.03	0.12	0.00
38.00	38.15	0.00	0.00	0.00	6.99	1.35	1.71	0.00	0.07	0.13	0.00
39.00	38.15	0.00	0.00	0.00	6.47	1.11	1.55	0.00	0.09	0.11	0.00
