Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.571s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	39.90	38.04	0.00	9.14	0.00	0.00	0.00	9.19	0.00	3.03	0.00	0.00	0.00
3.00	40.06	38.15	0.00	8.52	0.00	0.00	0.00	10.31	0.00	5.20	0.00	0.00	0.00
4.00	40.05	38.15	0.00	7.56	0.00	0.00	0.00	7.75	0.00	5.00	0.00	0.00	0.00
5.00	40.06	38.14	0.00	9.09	0.00	0.00	9.00	7.18	0.00	7.17	0.00	0.00	0.00
6.00	40.05	38.15	0.00	11.90	0.00	0.00	9.40	8.73	0.00	6.48	0.00	0.00	0.00
7.00	40.06	38.15	0.00	9.61	0.00	0.00	9.37	7.93	0.00	6.33	0.00	0.00	0.00
8.00	40.06	38.15	0.00	10.01	0.00	0.00	9.04	6.58	0.00	5.85	0.00	0.00	0.00
9.00	40.05	38.14	0.00	9.47	0.00	0.00	9.61	5.63	0.00	7.22	0.00	0.00	0.00
10.00	40.06	38.15	0.00	9.11	0.00	0.00	9.14	7.04	0.00	6.68	0.00	0.00	0.00
11.00	40.05	38.15	0.00	9.57	0.00	0.00	10.23	6.78	0.00	7.64	0.00	0.00	0.00
12.00	40.06	38.15	0.00	11.19	0.00	0.00	11.33	7.30	0.00	4.32	0.00	0.00	0.00
13.00	40.06	38.14	0.00	11.14	0.00	0.00	2.56	10.90	0.00	5.77	0.00	0.00	0.00
14.00	40.05	38.15	0.00	13.86	0.00	0.00	0.00	14.08	0.00	5.48	0.00	0.00	0.00
15.00	40.06	38.15	0.00	12.81	0.00	0.00	0.00	8.82	0.00	5.20	0.00	0.00	0.00
16.00	40.05	38.15	0.00	10.68	0.00	0.00	0.00	11.42	0.00	6.13	0.00	0.00	0.00
17.00	40.06	38.14	0.00	10.32	0.00	0.00	9.40	7.51	0.00	7.19	0.00	0.00	0.00
18.00	40.05	38.15	0.00	8.37	0.00	0.00	9.59	6.26	0.00	6.13	0.60	0.00	0.00
19.00	40.06	38.15	0.00	8.95	0.00	0.00	9.32	8.07	0.00	5.11	0.65	0.00	0.00
20.00	40.06	38.15	0.00	5.39	0.00	0.00	10.76	6.22	0.00	7.79	0.57	0.00	0.00
21.00	40.05	38.14	0.00	9.09	0.00	0.00	14.59	2.18	0.00	8.29	1.30	0.00	0.00
22.00	40.06	38.15	0.00	10.20	0.00	0.00	8.47	8.79	0.00	6.95	0.43	0.00	0.00
23.00	40.05	38.15	0.00	11.02	0.00	0.00	12.02	6.95	0.00	7.01	0.00	0.00	0.00
24.00	40.06	38.14	0.00	12.79	0.00	0.00	11.56	8.67	0.00	6.48	0.00	0.00	0.00
25.00	40.06	38.15	0.00	11.81	0.00	0.00	13.09	6.50	0.00	8.27	0.00	0.00	0.00
26.00	40.05	38.15	0.00	9.93	0.00	0.00	12.62	7.78	0.00	7.42	0.71	0.00	0.00
27.00	40.06	38.15	0.00	8.73	0.00	0.00	10.90	6.85	0.00	6.31	0.90	0.00	0.00
28.00	40.05	38.14	0.00	8.33	0.00	0.00	9.64	5.57	0.00	5.79	0.69	0.00	0.00
29.00	40.06	38.15	0.00	8.02	0.00	0.00	9.94	7.29	0.00	6.09	0.48	0.00	0.00
30.00	40.06	38.15	0.00	8.18	0.00	0.00	9.23	7.08	0.00	6.57	0.55	0.00	0.00
31.00	40.05	38.15	0.00	7.11	0.00	0.00	10.14	6.72	0.09	6.15	0.02	0.00	0.00
32.00	40.06	38.14	0.00	7.15	0.00	0.00	7.38	6.65	1.77	5.30	0.00	0.00	0.02
33.00	40.05	38.15	0.00	8.58	0.00	0.00	5.84	10.07	1.72	5.93	0.00	0.00	0.00
34.00	40.06	38.15	0.00	8.51	0.00	0.00	7.63	7.21	2.06	4.92	0.00	0.00	0.00
35.00	40.05	38.15	0.00	8.57	0.00	0.00	7.64	8.77	1.70	5.21	0.00	0.00	0.00
36.00	40.06	38.14	0.00	8.14	0.00	0.00	5.88	10.70	0.00	9.73	0.00	0.00	0.00
37.00	40.06	38.15	0.00	12.81	0.00	0.00	11.96	7.86	0.00	7.93	0.00	0.00	0.00
38.00	40.05	38.15	0.00	4.65	0.00	0.00	14.49	7.87	0.00	12.12	0.00	0.00	0.00
39.00	40.06	38.15	0.00	8.06	0.00	0.00	11.19	6.22	0.00	8.46	0.00	0.00	0.00
