59.86	177.65	0.00
299.21	52.36	0.00
64.48	0.40	0.00
284.32	104.88	0.00
295.93	8.48	0.00
104.41	117.88	0.00
266.34	13.47	0.00
394.24	39.52	0.00
363.60	362.74	0.00
379.60	16.30	0.00
216.21	144.15	0.00
227.98	170.20	0.00
219.59	360.81	0.00
53.80	103.87	0.00
343.30	1.51	0.00
318.77	17.67	0.00
84.87	175.78	0.00
286.87	274.37	0.00
157.44	121.87	0.00
317.49	251.51	0.00
323.07	50.91	0.00
124.37	2.02	0.00
193.62	308.45	0.00
110.69	8.34	0.00
292.50	363.81	0.00
277.55	73.86	0.00
177.69	220.22	0.00
310.03	148.72	0.00
228.79	9.40	0.00
177.61	127.53	0.00
141.20	16.48	0.00
52.73	99.78	0.00
51.56	168.56	0.00
34.18	150.03	0.00
364.83	397.97	0.00
55.46	182.23	0.00
383.38	58.47	0.00
301.59	34.97	0.00
155.99	220.50	0.00
378.50	187.41	0.00
227.59	1.12	0.00
348.54	112.45	0.00
5.81	33.63	0.00
214.90	63.43	0.00
304.56	223.01	0.00
299.31	25.60	0.00
47.44	177.31	0.00
201.61	26.33	0.00
368.39	334.59	0.00
187.93	5.02	0.00
275.89	152.96	0.00
383.37	253.87	0.00
61.18	130.30	0.00
95.75	53.56	0.00
267.90	329.86	0.00
373.12	40.64	0.00
339.73	202.56	0.00
323.16	361.80	0.00
127.10	58.87	0.00
276.13	300.82	0.00
246.03	115.80	0.00
280.28	122.15	0.00
119.04	359.40	0.00
223.08	293.88	0.00
295.50	85.06	0.00
20.27	5.74	0.00
47.31	199.25	0.00
271.53	17.86	0.00
84.42	17.29	0.00
224.72	14.55	0.00
168.70	254.35	0.00
56.87	28.49	0.00
6.29	34.03	0.00
111.37	4.86	0.00
376.27	56.83	0.00
246.82	254.12	0.00
145.69	105.48	0.00
266.25	10.73	0.00
244.34	167.25	0.00
25.89	202.62	0.00
124.80	336.44	0.00
239.76	4.26	0.00
158.50	10.08	0.00
396.48	362.36	0.00
133.30	78.15	0.00
184.64	225.65	0.00
148.23	24.13	0.00
57.63	285.44	0.00
325.00	331.08	0.00
341.95	124.73	0.00
374.90	182.78	0.00
66.43	277.24	0.00
386.47	183.97	0.00
260.11	54.35	0.00
180.41	50.33	0.00
68.91	3.79	0.00
373.89	4.52	0.00
76.96	33.02	0.00
328.49	174.23	0.00
68.24	12.16	0.00
392.89	153.67	0.00
294.99	9.22	0.00
169.53	76.09	0.00
241.52	193.43	0.00
103.31	307.90	0.00
329.17	172.91	0.00
167.38	1.17	0.00
135.08	184.62	0.00
123.91	167.46	0.00
370.86	1.92	0.00
359.33	249.21	0.00
28.64	0.02	0.00
250.84	131.85	0.00
166.80	349.10	0.00
330.03	345.73	0.00
4.21	206.52	0.00
51.22	2.06	0.00
328.59	9.63	0.00
59.67	24.72	0.00
42.34	150.84	0.00
22.06	3.42	0.00
113.76	37.40	0.00
298.39	139.54	0.00
363.13	100.64	0.00
192.74	71.81	0.00
143.07	365.84	0.00
190.48	9.36	0.00
220.72	237.62	0.00
134.90	0.33	0.00
233.30	150.09	0.00
106.20	82.66	0.00
348.08	41.58	0.00
161.78	344.26	0.00
17.37	129.37	0.00
119.24	151.65	0.00
291.74	40.97	0.00
250.00	81.16	0.00
218.77	173.21	0.00
99.69	374.75	0.00
237.30	5.27	0.00
241.51	170.62	0.00
9.28	75.95	0.00
233.42	298.36	0.00
228.02	43.86	0.00
118.74	230.11	0.00
281.50	360.28	0.00
61.17	6.01	0.00
375.63	2.82	0.00
290.39	30.95	0.00
111.16	239.81	0.00
345.58	307.93	0.00
239.12	388.45	0.00
280.30	396.01	0.00
21.38	34.82	0.00
354.03	0.36	0.00
238.40	217.10	0.00
218.20	159.82	0.00
40.68	288.56	0.00
62.35	5.51	0.00
384.86	355.32	0.00
256.53	213.24	0.00
366.15	347.77	0.00
262.85	78.64	0.00
214.99	53.12	0.00
76.29	27.56	0.00
356.44	345.08	0.00
169.58	197.12	0.00
379.19	123.70	0.00
199.22	250.45	0.00
50.45	74.15	0.00
82.18	18.48	0.00
37.71	3.54	0.00
264.02	212.72	0.00
332.88	20.38	0.00
307.82	14.74	0.00
306.16	302.18	0.00
5.36	195.47	0.00
270.26	144.72	0.00
386.32	255.52	0.00
153.89	262.41	0.00
384.24	7.97	0.00
199.36	182.38	0.00
52.02	389.62	0.00
121.93	1.10	0.00
151.40	186.14	0.00
150.68	8.36	0.00
153.65	71.06	0.00
162.68	28.41	0.00
375.89	26.99	0.00
99.84	3.45	0.00
294.90	2.27	0.00
224.27	296.12	0.00
221.67	78.78	0.00
9.96	39.82	0.00
324.58	362.55	0.00
29.48	123.58	0.00
69.88	235.16	0.00
172.54	142.94	0.00
329.24	99.44	0.00
72.09	193.22	0.00
12.20	366.13	0.00
325.67	282.95	0.00
156.68	234.43	0.00
301.90	103.45	0.00
133.16	315.08	0.00
317.57	49.57	0.00
207.93	282.05	0.00
346.20	39.30	0.00
99.30	137.62	0.00
329.69	9.83	0.00
220.44	101.59	0.00
145.17	54.88	0.00
94.84	381.54	0.00
180.16	127.87	0.00
187.20	197.61	0.00
42.52	17.31	0.00
314.13	8.19	0.00
54.07	48.52	0.00
190.65	0.00	0.00
95.44	40.88	0.00
352.46	148.13	0.00
61.50	63.02	0.00
212.35	33.94	0.00
129.33	5.14	0.00
322.71	292.73	0.00
233.98	66.24	0.00
352.33	9.66	0.00
397.17	30.00	0.00
182.06	14.81	0.00
292.49	10.57	0.00
248.13	311.79	0.00
229.18	388.37	0.00
186.36	260.90	0.00
261.98	325.40	0.00
289.58	206.95	0.00
128.40	127.26	0.00
163.19	27.49	0.00
60.77	143.20	0.00
290.61	146.04	0.00
279.24	14.26	0.00
315.46	0.37	0.00
364.04	10.97	0.00
42.57	232.10	0.00
390.62	117.07	0.00
209.96	75.19	0.00
283.41	65.59	0.00
389.82	308.46	0.00
107.89	168.37	0.00
19.84	22.88	0.00
139.12	22.08	0.00
207.33	184.83	0.00
260.16	86.65	0.00
102.47	222.24	0.00
226.87	0.27	0.00
188.38	33.54	0.00
113.91	66.95	0.00
369.20	196.70	0.00
94.96	190.46	0.00
141.97	279.79	0.00
17.66	0.30	0.00
357.33	28.53	0.00
243.32	63.43	0.00
212.84	387.92	0.00
16.15	286.83	0.00
144.65	273.16	0.00
123.96	306.68	0.00
247.71	0.96	0.00
246.82	42.53	0.00
303.45	146.85	0.00
152.95	170.82	0.00
35.91	109.92	0.00
21.99	319.07	0.00
94.31	23.79	0.00
57.04	1.27	0.00
166.01	75.10	0.00
377.26	306.96	0.00
294.80	52.62	0.00
326.85	203.10	0.00
96.40	211.57	0.00
77.32	370.74	0.00
166.72	25.48	0.00
194.54	93.99	0.00
140.25	311.75	0.00
368.57	336.22	0.00
16.67	7.64	0.00
269.35	0.47	0.00
327.83	43.67	0.00
392.42	23.66	0.00
278.98	258.90	0.00
269.33	136.69	0.00
107.22	261.51	0.00
75.11	314.82	0.00
344.26	6.99	0.00
177.07	192.99	0.00
222.23	10.38	0.00
109.36	37.53	0.00
145.62	85.28	0.00
46.24	61.37	0.00
