Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.442s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	1.31	0.00	0.00	0.04	1.99	1.22	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.61	0.00	0.00	1.93	2.00	0.78	0.72	0.00	1.51	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.92	0.00	0.44	1.45	2.00	1.51	0.79	0.38	0.92	0.62	0.00	0.00
5.00	0.00	0.00	0.00	0.57	0.00	0.21	0.55	2.00	0.67	0.66	0.01	0.01	0.18	0.00	0.00
6.00	0.24	0.00	0.00	0.28	0.00	0.38	0.81	2.00	0.73	0.78	0.55	0.73	1.35	0.00	0.00
7.00	0.54	0.00	0.00	1.40	0.00	0.65	1.86	2.00	1.97	1.31	0.02	0.08	1.28	0.00	0.00
8.00	0.14	0.00	0.00	0.98	0.00	0.62	0.75	1.99	0.18	0.48	0.82	0.71	0.95	0.00	0.00
9.00	0.21	0.00	0.00	0.52	0.00	1.08	1.74	2.00	1.70	1.48	0.06	0.51	1.64	0.00	0.00
10.00	0.00	0.00	0.00	0.24	0.00	1.33	1.25	2.00	1.12	0.18	1.11	0.51	1.47	0.00	0.00
11.00	0.00	0.00	0.00	0.85	0.00	0.69	0.88	2.00	1.65	0.82	0.28	1.30	0.71	0.00	0.00
12.00	0.38	0.00	0.00	0.65	0.00	0.54	0.95	2.00	0.58	0.08	0.24	0.28	1.33	0.00	0.00
13.00	0.00	0.00	0.00	0.00	0.00	0.28	1.94	2.00	1.59	0.00	0.31	0.51	1.60	0.00	0.00
14.00	0.33	0.00	0.00	1.91	0.00	0.28	1.02	1.99	2.00	0.21	0.26	0.46	1.51	0.00	0.00
15.00	0.00	0.00	0.00	2.06	0.00	0.02	0.99	2.00	1.97	0.00	0.15	1.84	1.55	0.00	0.00
16.00	0.00	0.00	0.00	1.33	0.00	1.07	1.48	2.00	1.78	1.50	0.87	1.66	1.45	0.00	0.00
17.00	0.00	0.00	0.00	1.61	0.00	0.51	0.48	2.00	1.13	1.01	0.54	0.79	0.44	0.00	0.00
18.00	0.00	0.00	0.00	0.25	0.00	0.49	1.72	2.00	0.15	0.55	0.00	1.68	1.73	0.00	0.00
19.00	0.61	0.00	0.00	1.46	0.00	0.72	1.05	2.00	1.63	0.27	0.16	1.41	1.08	0.00	0.00
