Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.600s)
CreateVariables () DONE !!!
Creating 15 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	28.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	38.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	38.14	9.82	0.00	0.00	7.13	0.00	7.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	38.15	15.71	0.00	0.00	16.68	0.00	15.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	38.15	14.88	0.00	0.00	16.30	0.00	14.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	38.15	17.38	0.00	0.00	17.34	0.00	15.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	38.14	16.94	0.00	0.00	16.86	0.00	15.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	38.15	18.46	0.00	0.00	17.89	0.00	15.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	38.15	16.67	0.00	0.00	16.09	0.00	15.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	38.15	18.37	0.00	0.00	17.80	0.00	15.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	38.14	15.73	0.00	0.00	9.60	0.00	13.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	38.15	16.64	0.00	0.00	1.59	0.00	15.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	38.15	15.88	0.00	0.00	1.49	0.00	15.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	38.15	16.19	0.00	0.00	1.57	0.00	15.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	38.14	15.39	0.00	0.00	1.36	0.00	15.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
