Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.621s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	20.48	19.47	17.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	40.05	38.15	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	40.06	38.14	35.29	0.07	0.03	7.47	5.77	0.00	0.00	0.00	0.00
6.00	40.05	38.15	35.29	0.00	0.03	16.22	12.39	7.65	0.00	0.00	0.00
7.00	40.06	38.15	35.29	0.00	0.00	16.17	12.10	8.94	0.00	0.00	0.00
8.00	40.06	38.15	35.29	0.00	0.00	9.76	12.25	5.08	0.00	0.00	0.00
9.00	40.05	38.14	35.29	0.00	0.00	14.49	12.41	0.00	0.00	0.00	0.00
10.00	40.06	38.15	35.29	0.00	0.00	16.21	12.39	9.55	0.00	0.00	0.00
11.00	40.05	38.15	35.29	0.00	0.00	16.21	12.41	9.98	0.00	0.00	0.00
12.00	40.06	38.15	35.29	0.00	0.00	16.22	12.24	11.14	0.00	0.00	0.00
13.00	40.06	38.14	35.29	0.00	0.00	12.72	12.52	11.66	0.00	0.00	0.00
14.00	40.05	38.15	35.29	0.00	0.00	8.03	12.43	10.40	0.00	0.00	0.00
15.00	40.06	38.15	35.29	0.00	0.00	16.22	11.54	0.00	0.00	0.00	0.00
16.00	40.05	38.15	35.29	0.00	0.00	16.22	9.05	0.01	0.00	0.00	0.00
17.00	40.06	38.14	35.29	0.00	0.00	16.21	12.36	5.23	0.00	0.00	0.00
18.00	40.05	38.15	35.29	0.00	0.00	16.19	12.43	11.05	0.00	0.00	0.00
19.00	40.06	38.15	35.29	0.00	0.00	16.23	12.40	1.49	0.00	0.00	0.00
20.00	40.06	38.15	35.29	0.00	0.00	16.22	12.40	0.00	0.00	0.00	0.00
21.00	40.05	38.14	35.29	0.09	0.00	7.23	5.54	0.04	0.00	0.00	0.00
22.00	40.06	38.15	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.00	40.05	38.15	35.29	0.00	16.79	0.00	0.00	6.49	0.00	0.00	0.00
24.00	40.06	38.14	35.29	18.70	15.57	0.00	0.00	7.55	0.00	0.00	0.00
25.00	40.06	38.15	35.29	19.96	15.03	0.00	0.00	6.11	0.00	0.00	0.00
26.00	40.05	38.15	35.29	20.02	15.35	0.00	0.00	5.77	0.00	0.00	0.00
27.00	40.06	38.15	35.29	20.32	16.12	0.00	0.00	4.58	0.00	0.00	0.00
28.00	40.05	38.14	35.29	21.75	17.56	0.00	0.00	1.67	0.00	0.00	0.00
29.00	40.06	38.15	35.29	17.59	15.82	0.00	0.00	0.00	0.00	0.00	0.00
30.00	40.06	38.15	35.29	17.31	14.78	0.00	0.00	0.04	0.00	0.00	0.00
31.00	40.05	38.15	35.29	17.04	13.41	0.00	0.00	0.10	0.00	0.00	0.00
32.00	40.06	38.14	35.29	17.85	13.25	0.00	0.00	0.00	0.00	0.00	0.00
33.00	40.05	38.15	35.29	18.06	5.01	0.00	0.00	0.27	0.00	0.00	0.00
34.00	40.06	38.15	35.29	18.78	13.54	0.00	0.00	6.65	0.00	0.00	0.00
35.00	40.05	38.15	35.29	21.69	17.33	0.00	0.00	4.11	0.00	0.00	0.00
36.00	40.06	38.14	35.29	20.99	17.16	0.00	0.00	0.00	0.00	0.00	0.00
37.00	40.06	38.15	35.29	20.98	17.17	0.00	0.00	0.00	0.00	0.00	0.00
38.00	40.05	38.15	35.29	20.98	17.17	0.00	0.00	0.00	0.00	0.00	0.00
39.00	40.06	38.15	35.29	15.72	17.16	0.00	0.00	0.01	0.00	0.00	0.00
