Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.614s)
CreateVariables () DONE !!!
Creating 14 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	25.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	38.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	38.14	0.00	0.00	0.00	9.11	0.00	0.00	0.00	0.00	6.55	0.00	0.00	0.00	0.00
6.00	38.15	2.99	0.00	0.00	12.45	7.92	0.00	0.00	0.00	12.20	0.00	0.00	0.00	0.00
7.00	38.15	13.99	0.00	0.00	13.51	0.34	0.00	0.00	0.00	8.41	0.00	0.00	0.00	0.00
8.00	38.15	7.91	0.00	0.00	8.62	0.39	0.00	0.00	0.00	7.42	0.00	0.00	0.00	0.00
9.00	38.14	3.00	0.00	0.00	15.87	0.00	0.00	0.00	0.00	13.93	0.00	0.00	0.00	0.00
10.00	38.15	12.19	0.02	0.00	13.52	0.46	0.00	0.00	0.00	11.75	0.00	0.00	0.00	0.00
11.00	38.15	9.35	0.07	0.00	11.20	0.56	0.00	0.00	0.00	11.37	0.00	0.00	0.00	0.00
12.00	38.15	10.57	0.11	0.00	10.47	0.66	0.00	0.00	0.00	10.58	0.00	0.00	0.00	0.00
13.00	38.14	10.90	0.06	0.00	11.92	0.97	0.00	0.00	0.00	9.51	0.00	0.00	0.00	0.00
14.00	38.15	11.77	0.00	0.00	11.99	1.04	0.00	0.00	0.00	12.36	0.00	0.00	0.00	0.00
15.00	38.15	16.67	0.00	0.00	15.26	0.16	0.00	0.00	0.00	13.77	0.00	0.00	0.00	0.00
16.00	38.15	14.22	0.00	0.00	10.49	1.88	0.00	0.00	0.00	13.23	0.00	0.00	0.00	0.00
17.00	38.14	18.41	0.00	0.00	4.98	1.29	0.00	0.00	0.00	14.64	0.00	0.00	0.00	0.00
18.00	38.15	12.62	0.00	0.00	0.18	1.13	0.00	0.00	0.00	11.74	0.00	0.00	0.00	0.00
19.00	38.15	6.38	0.00	0.00	0.57	5.85	0.00	0.00	0.00	8.68	0.00	0.00	0.00	0.00
20.00	38.15	0.00	0.00	0.00	0.00	6.06	0.00	0.00	0.00	15.26	0.00	0.00	0.00	0.00
21.00	38.14	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	14.31	0.00	0.00	0.00	0.00
22.00	38.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.31	0.00	0.00	0.00	0.00
23.00	38.15	3.50	0.00	0.00	12.01	0.00	0.00	0.00	0.00	14.16	0.00	0.00	0.00	0.00
24.00	38.14	18.27	0.00	0.00	15.17	0.00	0.00	0.00	0.00	14.40	0.00	0.00	0.00	0.00
25.00	38.15	14.64	0.00	0.00	14.14	0.22	0.00	0.00	0.00	13.35	0.00	0.00	0.00	0.00
26.00	38.15	15.25	0.00	0.00	14.57	0.01	0.00	0.00	0.00	12.07	0.00	0.00	0.00	0.00
27.00	38.15	14.79	0.00	0.00	13.81	0.15	0.00	0.00	0.00	14.00	0.00	0.00	0.00	0.00
28.00	38.14	12.83	0.00	0.00	14.64	0.35	0.00	0.00	0.00	13.51	0.00	0.00	0.00	0.00
29.00	38.15	10.67	0.00	0.00	12.50	0.81	0.00	0.00	0.00	11.75	0.00	0.00	0.00	0.00
30.00	38.15	13.44	0.00	0.00	13.42	0.42	0.00	0.00	0.00	14.44	0.00	0.00	0.00	0.00
31.00	38.15	10.33	0.00	0.00	11.72	0.74	0.00	0.00	0.00	12.79	0.00	0.00	0.00	0.00
32.00	38.14	11.98	0.00	0.00	12.48	0.94	0.00	0.00	0.00	12.56	0.00	0.00	0.00	0.00
33.00	38.15	21.54	0.00	0.00	3.46	1.54	0.00	0.00	0.00	7.04	0.00	0.00	0.00	0.00
34.00	38.15	17.64	0.00	0.00	0.00	2.66	0.00	0.00	0.00	6.64	0.00	0.00	0.00	0.00
35.00	38.15	4.64	0.00	0.00	4.33	6.85	0.00	0.00	0.00	14.60	0.00	0.00	0.00	0.00
36.00	38.14	0.00	0.00	0.00	16.14	0.06	0.00	0.00	0.00	11.44	0.00	0.00	0.00	0.00
37.00	38.15	2.41	0.36	0.00	14.63	1.16	0.00	0.00	0.00	14.39	0.00	0.00	0.00	0.00
38.00	38.15	3.35	0.00	0.00	10.83	0.75	0.00	0.00	0.00	12.52	0.00	0.00	0.00	0.00
39.00	38.15	1.72	0.00	0.00	16.92	0.75	0.00	0.00	0.00	14.23	0.00	0.00	0.00	0.00
