Waf: Entering directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Waf: Leaving directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (9.674s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	35.74	30.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	38.15	32.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	38.14	32.42	3.29	0.01	8.03	0.00	0.00	0.00	0.00	0.00	0.00
6.00	38.15	32.43	1.33	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
7.00	38.15	32.42	14.99	0.00	6.66	0.00	0.00	0.00	0.00	0.00	0.00
8.00	38.15	32.42	6.91	0.00	16.22	0.00	0.00	0.00	0.00	0.00	0.00
9.00	38.14	32.42	0.00	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
10.00	38.15	32.43	10.52	0.00	16.22	0.00	0.00	0.00	0.00	0.00	0.00
11.00	38.15	32.42	10.98	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
12.00	38.15	32.42	11.84	0.00	16.22	0.00	0.00	0.00	0.00	0.00	0.00
13.00	38.14	32.42	12.41	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
14.00	38.15	32.43	17.08	0.00	12.16	0.00	0.00	0.00	0.00	0.00	0.00
15.00	38.15	32.42	9.30	0.00	12.20	0.00	0.00	0.00	0.00	0.00	0.00
16.00	38.15	32.42	0.00	0.00	16.22	0.00	0.82	0.00	0.00	0.00	0.00
17.00	38.14	32.42	0.00	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
18.00	38.15	32.42	0.00	0.00	16.22	0.00	0.00	0.00	0.00	0.00	0.00
19.00	38.15	32.43	7.02	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
20.00	38.15	32.42	28.73	0.00	16.22	0.00	0.00	0.00	0.00	0.00	0.00
21.00	38.14	32.42	26.05	0.00	16.10	0.00	0.00	0.00	0.00	0.00	0.00
22.00	38.15	32.42	27.44	0.00	15.80	0.00	0.90	0.00	0.00	0.00	0.00
23.00	38.15	32.43	11.40	0.00	16.51	0.00	11.22	0.00	0.00	0.00	0.00
24.00	38.14	32.42	13.32	0.00	16.22	0.00	10.49	0.00	0.00	0.00	0.00
25.00	38.15	32.42	12.02	0.00	16.22	0.00	10.49	0.00	0.00	0.00	0.00
26.00	38.15	32.42	12.29	0.00	16.21	0.00	10.49	0.00	0.00	0.00	0.00
27.00	38.15	32.43	17.37	0.00	16.22	0.00	6.27	0.00	0.00	0.00	0.00
28.00	38.14	32.42	17.78	0.00	16.16	0.00	6.01	0.00	0.00	0.00	0.00
29.00	38.15	32.42	1.90	0.00	16.27	0.00	10.52	0.00	0.00	0.00	0.00
30.00	38.15	32.42	0.00	0.00	16.21	0.00	10.49	0.00	0.00	0.00	0.00
31.00	38.15	32.43	3.02	0.00	16.22	0.00	5.85	0.00	0.00	0.00	0.00
32.00	38.14	32.42	14.44	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
33.00	38.15	32.42	11.62	0.00	16.17	0.00	1.11	0.00	0.00	0.00	0.00
34.00	38.15	32.42	9.23	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
35.00	38.15	32.43	8.59	0.00	16.22	0.00	0.00	0.00	0.00	0.00	0.00
36.00	38.14	32.42	4.44	0.00	16.21	0.00	0.00	0.00	0.00	0.00	0.00
37.00	38.15	32.42	12.77	0.00	16.22	0.00	0.08	0.00	0.00	0.00	0.00
38.00	38.15	32.42	15.88	0.00	16.22	0.00	0.00	0.00	0.00	0.00	0.00
39.00	38.15	32.42	13.54	0.00	16.21	0.00	0.25	0.00	0.00	0.00	0.00
