Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.602s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	21.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	35.29	0.00	7.56	0.00	0.00	3.67	8.97	9.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	35.29	1.10	6.15	0.00	0.01	4.85	9.79	8.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	35.29	4.73	2.73	0.13	0.01	1.92	2.84	3.81	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00
8.00	35.29	5.69	8.32	0.01	0.38	5.17	6.03	9.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	35.29	6.58	4.30	0.44	0.10	2.10	6.59	5.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	35.29	5.67	6.97	0.35	0.19	2.99	7.21	7.32	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
11.00	35.29	6.47	3.76	0.33	0.37	3.82	6.57	7.73	0.00	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00
12.00	35.29	6.38	0.00	0.28	0.22	3.87	6.28	8.54	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00
13.00	35.29	2.36	0.00	1.20	0.71	1.71	11.43	1.98	0.00	0.00	7.82	0.00	0.00	0.00	0.00	0.00	0.00
14.00	35.29	0.00	0.00	0.00	0.00	0.00	16.21	0.00	0.00	0.00	14.31	0.00	0.00	0.00	0.00	0.00	0.00
15.00	35.29	4.41	0.00	0.00	0.00	1.37	6.27	2.72	0.00	0.00	2.59	0.00	0.00	0.00	0.00	0.00	0.00
16.00	35.29	8.09	7.01	0.19	0.00	4.98	8.01	9.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	35.29	5.64	5.78	0.38	0.01	3.31	5.72	7.92	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	35.29	5.30	6.11	0.24	0.37	3.59	4.65	7.20	0.00	0.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00
19.00	35.29	4.18	5.42	0.15	0.43	3.50	5.71	6.97	0.00	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.00
20.00	35.29	5.57	7.23	0.27	0.19	3.21	4.73	6.20	0.00	0.00	0.73	0.00	0.00	0.00	0.00	0.00	0.00
21.00	35.29	6.06	5.72	0.12	0.22	3.78	5.83	8.10	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00
22.00	35.29	6.55	6.64	0.39	0.00	3.04	5.73	7.36	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00
23.00	35.29	7.42	2.02	0.47	0.00	0.34	6.72	8.85	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00
24.00	35.29	11.66	0.00	0.17	0.00	0.00	8.29	12.58	0.00	0.00	2.93	0.00	0.00	0.00	0.00	0.00	0.00
25.00	35.29	9.87	7.22	0.00	0.10	0.00	6.54	9.83	0.00	0.00	2.35	0.00	0.00	0.00	0.00	0.00	0.00
26.00	35.29	8.37	6.52	0.67	0.26	0.00	6.18	7.63	0.00	0.00	1.16	0.00	0.00	0.00	0.00	0.00	0.00
27.00	35.29	6.63	5.62	2.54	0.70	3.84	2.41	7.68	0.00	0.00	0.77	0.00	0.00	0.00	0.00	0.00	0.00
28.00	35.29	6.65	6.82	5.46	0.74	3.46	0.00	7.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	35.29	2.52	7.28	2.74	0.26	4.26	5.56	8.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	35.29	0.00	8.95	1.31	0.49	5.41	7.74	9.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	35.29	9.87	7.86	0.00	0.24	4.51	8.89	10.46	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00
32.00	35.29	11.01	9.12	0.00	0.00	6.30	9.78	11.06	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
33.00	35.29	10.25	1.30	0.00	0.00	1.46	11.23	1.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	35.29	12.65	0.00	0.00	0.00	0.00	12.88	0.00	0.00	0.00	1.57	0.00	0.00	0.00	0.00	0.00	0.00
35.00	35.29	6.33	3.68	0.33	0.93	0.00	7.04	0.00	0.00	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.00
36.00	35.29	6.06	6.58	0.39	1.80	0.00	5.32	7.40	0.00	0.00	1.45	0.00	0.00	0.00	0.00	0.00	0.00
37.00	35.29	2.22	6.28	3.20	1.24	2.91	5.66	6.38	0.00	0.00	0.90	0.00	0.00	0.00	0.00	0.00	0.00
38.00	35.29	0.00	6.06	6.37	0.28	3.62	4.05	7.09	0.00	0.00	0.66	0.00	0.00	0.00	0.00	0.00	0.00
39.00	35.29	0.00	7.67	3.04	0.63	4.41	7.61	9.16	0.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00
