Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.606s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	25.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	40.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	40.06	0.00	0.00	14.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	40.05	0.00	26.81	17.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	40.06	0.00	13.61	17.21	0.00	0.01	0.00	0.00	0.00	0.00	0.00
8.00	40.06	0.00	29.61	17.16	0.00	0.04	0.00	0.00	0.00	0.00	0.00
9.00	40.05	0.00	22.39	13.41	0.00	4.26	0.00	0.00	0.00	0.00	0.00
10.00	40.06	0.00	18.60	11.83	0.00	7.40	0.00	0.00	0.00	0.00	0.00
11.00	40.05	0.00	18.14	11.16	0.00	6.97	0.00	0.00	0.00	0.00	0.00
12.00	40.06	0.00	23.84	15.41	0.00	3.64	0.00	0.00	0.00	0.00	0.00
13.00	40.06	0.00	4.42	13.16	0.00	1.00	0.00	0.00	0.00	0.00	0.00
14.00	40.05	0.00	0.00	13.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	40.06	0.00	14.09	12.22	0.00	5.46	0.00	0.00	0.00	0.00	0.00
16.00	40.05	0.00	17.85	11.51	0.00	6.95	0.00	0.00	0.00	0.00	0.00
17.00	40.06	0.00	10.99	14.13	0.00	4.08	0.00	0.00	0.00	0.00	0.00
18.00	40.05	0.00	23.28	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	40.06	0.00	30.15	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	40.06	0.00	30.69	17.17	0.00	0.07	0.00	0.00	0.00	0.00	0.00
21.00	40.05	0.00	28.10	17.17	0.00	0.21	0.00	0.00	0.00	0.00	0.00
22.00	40.06	0.00	26.43	17.16	0.00	0.07	0.00	0.00	0.00	0.00	0.00
23.00	40.05	0.00	29.41	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24.00	40.06	0.00	27.50	17.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25.00	40.06	0.00	6.77	14.21	0.00	1.71	0.00	0.00	0.00	0.00	0.00
26.00	40.05	0.00	0.00	13.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
27.00	40.06	0.00	25.86	17.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00
28.00	40.05	0.00	27.12	16.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	40.06	0.00	25.45	17.32	0.00	1.11	0.00	0.00	0.00	0.00	0.00
30.00	40.06	0.00	31.28	17.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	40.05	0.00	29.95	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	40.06	0.00	28.85	17.17	0.00	0.08	0.00	0.00	0.00	0.00	0.00
33.00	40.05	0.00	30.60	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	40.06	0.00	30.05	16.80	0.00	0.01	0.00	0.00	0.00	0.00	0.00
35.00	40.05	0.00	27.01	17.53	0.00	0.01	0.00	0.00	0.00	0.00	0.00
36.00	40.06	0.00	27.19	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	40.06	0.00	27.81	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	40.05	0.00	32.52	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
39.00	40.06	0.00	28.29	16.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00
