Waf: Entering directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Waf: Leaving directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (22.437s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	18.73	16.87	14.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	36.24	32.42	26.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	36.24	32.42	26.69	0.07	0.07	13.05	11.87	0.03	0.00	0.00	0.66
6.00	36.24	32.43	26.71	0.00	0.00	20.98	15.81	0.00	0.00	0.00	1.99
7.00	36.24	32.42	26.71	0.00	0.00	20.93	13.72	0.00	0.00	0.00	3.28
8.00	36.24	32.42	26.71	0.00	0.00	20.97	15.51	0.00	0.00	0.00	3.66
9.00	36.24	32.42	26.69	0.01	1.49	19.95	13.23	0.00	0.00	0.00	3.73
10.00	36.24	32.43	26.71	0.00	2.32	19.71	12.96	0.00	0.00	0.00	2.64
11.00	36.24	32.42	26.71	0.00	2.07	19.19	13.85	0.00	0.00	0.00	2.80
12.00	36.23	32.42	26.69	0.00	2.07	19.66	14.36	0.00	0.00	0.00	2.99
13.00	36.24	32.42	26.71	0.00	1.34	14.77	13.96	0.00	0.00	0.00	1.85
14.00	36.24	32.43	26.71	0.00	0.00	21.87	16.91	0.00	0.00	0.00	0.82
15.00	36.24	32.42	26.71	0.00	0.00	20.84	13.80	0.00	0.00	0.00	4.55
16.00	36.24	32.42	26.69	0.02	0.00	21.02	16.09	0.00	0.00	0.00	0.81
17.00	36.24	32.42	26.71	0.01	0.00	21.07	16.36	0.00	0.00	0.00	0.00
18.00	36.24	32.42	26.71	0.00	0.00	20.98	16.23	0.00	0.00	0.00	0.00
19.00	36.24	32.43	26.69	0.00	0.00	20.99	16.18	0.00	0.00	0.00	0.00
20.00	36.24	32.42	26.71	0.00	0.00	20.96	16.13	0.00	0.00	0.00	1.07
21.00	36.24	32.42	26.71	1.77	2.59	20.98	13.03	0.00	0.00	0.00	2.66
22.00	36.24	32.42	26.71	0.00	0.16	20.92	15.63	0.00	0.00	0.00	5.31
23.00	36.23	32.43	26.69	0.00	2.52	19.38	13.84	0.00	0.00	0.00	3.14
24.00	36.24	32.42	26.71	0.24	1.84	20.08	13.35	0.00	0.00	0.00	2.00
25.00	36.24	32.42	26.71	0.37	1.81	20.20	14.03	0.00	0.00	0.00	1.03
26.00	36.24	32.42	26.69	0.27	1.52	21.43	16.28	0.00	0.00	0.00	0.31
27.00	36.24	32.43	26.71	0.00	0.00	21.03	13.98	0.00	0.00	0.00	4.32
28.00	36.24	32.42	26.71	0.00	6.79	20.97	14.97	0.00	0.00	0.00	3.44
29.00	36.24	32.42	26.71	0.00	3.76	20.99	13.59	0.00	0.00	0.00	3.17
30.00	36.24	32.42	26.69	0.00	0.00	20.99	15.98	0.00	0.00	0.00	5.21
31.00	36.24	32.43	26.71	0.00	3.03	20.46	15.15	0.00	0.00	0.00	2.50
32.00	36.24	32.42	26.71	0.00	0.93	21.11	16.16	0.00	0.00	0.00	0.00
33.00	36.24	32.42	26.71	2.04	0.00	16.76	15.45	0.00	0.00	0.00	0.06
34.00	36.23	32.42	26.69	0.88	0.39	14.31	16.28	0.00	0.00	0.00	0.00
35.00	36.24	32.43	26.71	0.34	0.11	20.98	16.12	0.00	0.00	0.00	0.00
36.00	36.24	32.42	26.71	0.42	0.17	20.97	16.17	0.00	0.00	0.00	0.00
37.00	36.24	32.42	26.69	1.34	0.08	21.00	16.35	0.00	0.00	0.00	0.00
38.00	36.24	32.42	26.71	0.00	0.00	20.98	16.22	0.00	0.00	0.00	0.00
39.00	36.24	32.42	26.71	0.00	8.96	20.94	16.13	0.00	0.00	0.00	0.22
