Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.658s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	28.68	23.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	41.01	33.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	41.00	33.38	6.38	6.06	5.83	0.00	0.00	0.03	0.00	0.00	0.00	4.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	41.01	33.38	13.66	3.49	1.99	0.00	0.00	0.00	0.00	0.00	0.00	2.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	41.00	33.38	9.71	5.83	5.69	0.00	0.00	0.00	0.00	0.00	0.00	8.92	0.00	0.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	41.01	33.39	11.56	10.48	10.88	0.00	0.00	0.00	0.00	0.00	0.00	2.56	0.00	8.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	41.00	33.38	8.29	9.20	8.11	0.00	0.00	0.00	0.00	0.00	0.00	8.51	0.00	9.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	41.01	33.38	10.71	10.43	10.39	0.00	0.00	0.00	0.00	0.00	0.00	9.98	0.00	9.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	41.00	33.38	8.75	8.78	9.20	0.00	0.00	0.00	0.00	0.00	0.00	7.81	0.00	8.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	41.01	33.38	10.23	9.95	11.50	0.00	0.00	0.00	0.00	0.00	0.00	8.89	0.00	10.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	41.00	33.38	2.13	16.73	3.46	0.00	0.00	0.00	0.00	0.00	0.00	3.32	0.00	2.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	41.01	33.38	1.03	10.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	41.00	33.39	8.03	11.87	4.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	41.01	33.38	14.72	12.02	8.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	41.00	33.38	13.03	11.66	8.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	41.01	33.38	13.66	14.35	11.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	41.00	33.38	11.92	13.75	8.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	41.01	33.38	14.62	16.68	9.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	41.00	33.38	19.13	4.66	8.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	41.01	33.39	17.70	0.03	11.26	0.00	0.00	0.00	0.00	0.00	0.00	6.99	0.00	9.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.00	41.00	33.38	4.96	7.91	9.23	0.00	0.00	0.00	0.00	0.00	0.00	8.64	0.00	7.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
24.00	41.01	33.38	2.11	10.94	13.18	0.00	0.00	0.00	0.00	0.00	0.00	9.11	0.00	9.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
25.00	41.00	33.38	1.70	14.05	8.13	0.00	0.00	0.00	0.00	0.00	0.00	8.01	0.00	3.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
26.00	41.01	33.38	0.00	12.49	6.79	0.00	0.00	0.00	0.00	0.00	0.00	11.43	0.00	3.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
27.00	41.00	33.38	2.59	9.84	10.11	0.00	0.00	0.00	0.00	0.00	0.00	5.49	0.00	4.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
28.00	41.01	33.38	10.71	8.18	10.10	0.00	0.00	0.00	0.00	0.00	0.00	4.49	0.00	4.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29.00	41.00	33.39	9.55	5.67	9.97	0.00	0.00	0.00	0.00	0.00	0.00	4.11	0.00	5.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
30.00	41.01	33.38	10.67	10.46	10.33	0.00	0.00	0.00	0.00	0.00	0.00	4.32	0.00	5.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
31.00	41.00	33.38	10.47	4.66	5.53	0.00	0.00	0.00	0.00	0.00	0.00	3.28	0.00	4.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
32.00	41.01	33.38	6.00	2.86	11.14	0.00	0.00	0.00	0.00	0.00	0.00	2.40	0.00	3.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
33.00	41.00	33.38	2.88	0.55	12.41	0.00	0.00	0.00	0.00	0.00	0.00	9.96	0.00	4.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	41.01	33.38	0.00	1.42	12.30	0.00	0.00	0.00	0.00	0.00	0.00	10.55	0.00	9.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	41.00	33.39	7.64	0.70	6.82	0.00	0.00	0.00	0.00	0.00	0.00	9.68	0.00	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	41.01	33.38	12.88	0.00	10.17	0.00	0.00	0.00	0.00	0.00	0.00	10.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	41.00	33.38	6.23	0.00	4.08	0.00	0.00	0.00	0.00	0.00	0.00	10.41	0.00	5.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	41.01	33.38	0.20	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	5.35	0.00	4.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
39.00	41.01	33.38	5.28	4.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.26	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
