Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.644s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	30.48	28.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	35.29	33.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	35.29	33.38	2.13	4.18	0.00	0.35	4.46	3.50	1.25	0.99	3.20	0.00	0.00	0.00	0.00	0.00	0.00
6.00	35.29	33.38	0.00	10.66	0.00	0.00	6.96	1.07	0.00	9.75	9.69	0.00	0.00	0.00	0.00	0.00	0.00
7.00	35.29	33.38	0.00	9.71	0.00	0.00	6.37	5.56	0.00	8.36	6.54	0.00	0.00	0.00	0.00	0.00	0.00
8.00	35.29	33.39	0.00	9.07	0.00	0.00	7.91	7.48	0.00	7.48	6.36	0.00	0.00	0.00	0.00	0.00	0.00
9.00	35.29	33.38	0.00	10.50	0.00	0.00	7.50	7.11	0.00	6.54	9.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	35.29	33.38	0.00	8.39	0.00	0.00	7.57	8.39	0.00	8.07	7.94	0.00	0.00	0.00	0.00	0.00	0.00
11.00	35.29	33.38	0.00	9.23	0.00	0.00	7.70	7.14	0.00	7.51	8.38	0.00	0.00	0.00	0.00	0.00	0.00
