Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.626s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	30.29	28.02	25.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	40.05	37.20	33.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	40.06	37.20	33.38	0.00	0.00	0.03	1.46	3.37	0.00	0.00	0.00	5.06	0.00	0.00	0.00	0.00	0.00
6.00	40.05	37.20	33.38	0.00	0.00	0.00	0.00	0.33	4.64	0.00	0.00	9.91	0.00	0.00	0.00	0.00	0.00
7.00	40.06	37.18	33.38	0.00	0.00	0.00	0.00	14.16	4.83	0.00	0.00	8.74	0.00	0.00	0.00	0.00	0.00
8.00	40.06	37.20	33.39	0.00	0.00	0.00	0.00	14.58	6.96	0.00	0.00	10.10	0.00	0.00	0.00	0.00	0.00
9.00	40.05	37.20	33.38	0.00	0.00	0.00	0.00	12.23	10.52	0.00	0.00	10.47	0.00	0.00	0.00	0.00	0.00
10.00	40.06	37.20	33.38	0.00	0.00	0.00	0.00	13.82	12.88	0.00	0.00	10.50	0.00	0.00	0.00	0.00	0.00
11.00	40.05	37.20	33.38	0.00	0.00	0.00	0.00	11.38	11.15	0.00	0.00	10.48	0.00	0.00	0.00	0.00	0.00
12.00	40.06	37.20	33.38	0.00	0.00	0.00	0.00	12.88	14.16	0.00	0.00	10.12	0.00	0.00	0.00	0.00	0.00
13.00	40.06	37.18	33.38	0.00	0.00	0.00	0.00	12.39	9.97	0.00	0.00	9.52	0.00	0.00	0.00	0.00	0.00
14.00	40.05	37.20	33.38	0.00	0.00	0.00	0.00	14.31	0.13	0.00	0.00	11.03	0.00	0.00	0.00	0.00	0.00
15.00	40.06	37.20	33.39	0.00	0.00	0.00	0.00	14.30	0.98	0.00	0.00	10.49	0.00	0.00	0.00	0.00	0.00
