Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.582s)
CreateVariables () DONE !!!
Creating 18 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	26.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	36.24	9.73	0.00	0.00	0.00	9.55	0.00	0.00	0.00	0.00	7.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	36.24	4.58	0.00	0.00	0.00	13.17	0.77	0.00	2.00	0.00	6.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.00	36.24	0.00	0.00	0.00	0.00	10.50	1.36	0.00	1.93	0.00	6.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8.00	36.24	11.31	0.00	0.00	0.00	12.93	0.02	0.00	1.12	0.00	11.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9.00	36.24	15.21	0.09	0.00	0.04	0.11	0.01	0.00	0.86	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	36.24	6.28	0.17	0.00	0.16	9.18	0.02	0.00	0.18	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	36.24	7.18	0.22	0.00	0.15	9.71	0.02	0.00	0.20	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	36.23	7.85	0.18	0.00	0.15	9.80	0.02	0.00	0.26	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	36.24	6.49	0.10	0.00	0.16	9.96	0.02	0.00	0.25	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	36.24	6.33	0.02	0.00	0.02	8.25	0.02	0.00	0.04	0.00	1.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15.00	36.24	3.90	0.00	0.00	5.81	3.16	0.00	0.00	0.00	0.00	1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	36.24	0.00	0.74	0.00	10.07	0.00	0.00	0.00	5.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	36.24	0.00	0.98	0.00	6.11	8.39	0.00	0.00	2.01	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00
