Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.607s)
CreateVariables () DONE !!!
Creating 23 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	19.01	17.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	30.52	28.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	30.51	28.62	2.86	0.00	0.00	0.00	0.00	0.00	5.53	1.36	0.00	0.00	6.83	1.81	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00
6.00	30.51	28.60	0.00	0.00	3.86	0.03	0.00	0.00	2.96	0.89	0.00	0.00	4.42	0.00	0.00	0.03	0.00	0.00	0.00	0.24	0.00	0.00	0.00
7.00	30.52	28.62	0.00	6.91	7.41	0.00	0.00	0.00	6.20	0.45	0.00	0.00	5.39	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00
8.00	30.51	28.60	0.00	8.07	5.28	0.00	0.00	0.00	2.36	0.35	0.00	0.00	3.20	0.08	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
9.00	30.52	28.62	0.00	6.68	9.50	0.00	0.00	0.00	0.70	0.06	0.00	0.00	2.02	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.00
10.00	30.51	28.60	3.64	7.21	6.67	0.00	0.00	0.00	4.76	0.28	0.00	0.00	5.76	0.24	0.00	0.00	0.00	0.00	0.00	0.52	0.00	0.00	0.00
11.00	30.51	28.62	2.19	6.04	6.55	0.00	0.00	0.00	4.39	0.77	0.00	0.00	4.58	1.25	0.00	0.00	0.00	0.00	0.00	0.52	0.00	0.00	0.00
12.00	30.52	28.62	2.38	8.46	7.15	0.00	0.00	0.00	3.57	0.70	0.00	0.00	4.25	1.71	0.00	0.00	0.00	0.00	0.00	0.66	0.00	0.00	0.00
13.00	30.51	28.60	1.52	7.05	6.54	0.00	0.00	0.00	5.17	0.66	0.00	0.00	4.02	1.93	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00
14.00	30.52	28.62	2.08	1.17	3.09	0.00	0.00	0.00	4.32	0.17	0.00	0.00	5.77	2.25	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00
15.00	30.51	28.60	0.61	3.50	7.23	0.00	0.00	0.00	4.28	0.00	0.00	0.00	1.97	2.89	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
16.00	30.51	28.62	0.35	12.53	11.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.37	0.00	0.00	0.00	0.00	0.00	2.62	0.00	0.00	0.00
17.00	30.52	28.60	0.77	3.14	8.32	0.00	0.00	0.00	0.66	1.21	0.00	0.00	0.00	6.42	0.00	0.00	0.00	0.00	0.00	3.64	0.00	0.00	0.00
18.00	30.51	28.62	0.00	0.00	20.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.15	0.00	0.00	0.00	0.00	0.00	6.68	0.00	0.00	0.00
19.00	30.52	28.60	0.00	5.18	13.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.46	8.43	0.00	0.00	0.00	0.00	0.00	2.41	0.00	0.00	0.00
20.00	30.51	28.62	0.00	10.19	11.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.43	7.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	30.51	28.62	0.10	7.67	9.19	0.00	0.00	0.00	2.95	0.10	0.00	0.00	5.73	1.48	0.00	0.00	0.00	0.00	0.00	6.08	0.00	0.00	0.00
