Waf: Entering directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Waf: Leaving directory `/scratch/users/jw27/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (16.920s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	34.42	23.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	41.01	27.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	41.00	27.66	14.72	12.90	2.06	0.19	0.00	0.00	0.00	0.00
6.00	41.01	27.66	12.57	16.68	0.00	4.38	0.00	0.00	0.00	0.00
7.00	41.00	27.65	17.35	7.05	0.00	4.29	0.00	0.00	0.00	0.00
8.00	41.01	27.66	11.47	17.40	0.00	4.09	0.00	0.00	0.00	0.00
9.00	41.00	27.66	11.80	17.25	0.00	4.38	0.00	0.00	0.00	0.00
10.00	41.01	27.65	12.78	17.07	0.00	4.82	0.00	0.00	0.00	0.00
11.00	41.00	27.66	12.23	17.28	0.00	4.49	0.00	0.00	0.00	0.00
12.00	41.01	27.66	19.07	18.29	0.00	2.54	0.00	0.00	0.00	0.00
13.00	41.00	27.65	16.83	11.32	0.00	5.77	0.00	0.00	0.00	0.00
14.00	41.01	27.66	17.87	11.81	0.00	5.49	0.00	0.00	0.00	0.00
15.00	41.00	27.65	17.38	10.61	0.00	5.33	0.00	0.00	0.00	0.00
16.00	41.01	27.66	17.06	11.38	0.00	5.47	0.00	0.00	0.00	0.00
17.00	41.00	27.66	13.44	2.17	0.00	10.95	0.00	0.00	0.00	0.00
18.00	41.01	27.65	22.64	0.00	0.00	1.04	0.00	0.00	0.00	0.00
19.00	41.00	27.66	17.22	8.03	0.00	8.52	0.00	0.00	0.00	0.00
20.00	41.01	27.66	16.97	11.40	0.00	5.91	0.00	0.00	0.00	0.00
21.00	41.00	27.65	16.23	11.61	0.00	5.90	0.00	0.00	0.00	0.00
22.00	41.01	27.66	16.96	11.48	0.00	6.02	0.00	0.00	0.00	0.00
23.00	41.00	27.66	19.26	15.27	0.00	4.23	0.00	0.00	0.00	0.00
24.00	41.01	27.65	20.90	19.66	0.00	1.30	0.00	0.00	0.00	0.00
25.00	41.00	27.66	12.07	16.63	0.00	4.60	0.00	0.00	0.00	0.00
26.00	41.01	27.66	12.01	16.25	0.00	4.84	0.00	0.00	0.00	0.00
27.00	41.00	27.65	12.26	16.98	0.00	4.55	0.00	0.00	0.00	0.00
28.00	41.01	27.66	12.31	17.71	0.00	4.55	0.00	0.00	0.00	0.00
29.00	41.00	27.65	17.29	18.79	0.00	3.02	0.00	0.00	0.00	0.00
30.00	41.01	27.66	22.90	20.04	0.00	0.16	0.00	0.00	0.00	0.00
31.00	41.00	27.66	20.81	17.27	0.00	2.10	0.00	0.00	0.00	0.00
32.00	41.01	27.65	17.24	11.71	0.00	5.67	0.00	0.00	0.00	0.00
33.00	41.00	27.66	17.54	11.66	0.00	5.78	0.00	0.00	0.00	0.00
34.00	41.01	27.66	17.85	11.89	0.00	5.68	0.00	0.00	0.00	0.00
35.00	41.00	27.65	17.14	11.58	0.00	5.13	0.00	0.00	0.00	0.00
36.00	41.01	27.66	17.60	16.24	0.00	2.93	0.00	0.00	0.00	0.00
37.00	41.00	27.66	22.88	20.02	0.00	0.00	0.00	0.00	0.00	0.00
38.00	41.01	27.65	22.89	20.01	0.00	0.73	0.00	0.00	0.00	0.00
39.00	41.00	27.66	14.87	18.49	0.00	3.11	0.00	0.00	0.00	0.00
