Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.632s)
CreateVariables () DONE !!!
Creating 22 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	27.83	25.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	40.05	37.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	40.06	37.20	0.00	0.00	1.86	3.21	0.00	0.00	0.00	0.00	1.37	0.00	0.66	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	0.00
6.00	40.05	37.20	3.92	0.00	9.40	2.70	0.00	0.00	0.00	0.00	11.28	0.00	8.82	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00
7.00	40.06	37.18	1.82	0.00	1.79	8.34	0.00	0.00	0.00	1.31	1.59	0.00	1.04	0.00	0.00	2.93	0.00	0.00	0.00	0.00	0.00	0.00
8.00	40.06	37.20	0.00	0.00	8.29	13.59	0.00	0.00	0.00	1.72	0.00	0.00	0.00	0.00	0.00	2.26	0.00	0.00	0.00	0.00	0.00	0.00
9.00	40.05	37.20	0.00	0.00	14.21	13.69	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.73	0.00	0.00	0.00	0.00	0.00	0.00
10.00	40.06	37.20	0.00	0.00	17.82	17.26	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00
11.00	40.05	37.20	0.00	0.00	14.73	13.03	0.00	0.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00	2.63	0.00	0.00	0.00	0.00	0.00	0.00
12.00	40.06	37.20	0.00	0.00	11.22	10.76	0.00	0.00	0.00	3.93	0.00	0.00	0.00	0.00	0.00	3.11	0.00	0.00	0.00	0.00	0.00	0.00
13.00	40.06	37.18	0.00	0.00	9.20	8.76	0.00	0.00	0.00	3.64	0.00	0.00	0.00	0.00	0.00	2.70	0.00	0.00	0.00	0.00	0.00	0.00
14.00	40.05	37.20	0.00	0.00	11.11	11.74	0.00	0.00	0.00	3.93	0.00	0.00	0.00	0.00	0.00	3.83	0.00	0.00	0.00	0.00	0.00	0.00
15.00	40.06	37.20	0.00	0.00	16.77	12.42	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	4.68	0.00	0.00	0.00	0.00	0.00	0.00
16.00	40.05	37.20	0.00	0.00	19.55	15.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.29	0.00	0.00	0.00	0.00	0.00	0.00
17.00	40.06	37.20	0.00	0.00	16.46	12.70	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00	0.00
18.00	40.05	37.20	0.00	0.00	16.90	10.35	0.00	0.00	0.00	2.43	0.00	0.00	0.00	0.00	0.00	3.25	0.00	0.00	0.00	0.00	0.00	0.00
19.00	40.06	37.18	0.00	0.00	11.60	7.21	0.00	0.00	0.00	2.61	0.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00	0.00	0.00	0.00	0.00
20.00	40.06	37.20	0.00	0.00	14.95	9.53	0.00	0.00	0.00	3.60	0.00	0.00	0.00	0.00	0.00	2.25	0.00	0.00	0.00	0.00	0.00	0.00
21.00	40.05	37.20	0.00	0.00	11.61	6.96	0.00	0.00	0.00	2.66	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00	0.00
22.00	40.06	37.20	0.00	0.00	12.80	10.87	0.00	0.00	0.00	5.66	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00	0.00
23.00	40.05	37.20	0.00	0.00	12.34	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00
24.00	40.06	37.20	0.00	0.00	12.89	9.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.55	0.00	0.00	0.00	0.00	0.00	0.00
25.00	40.06	37.18	0.00	0.00	11.51	3.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.21	0.00	0.00	0.00	0.00	0.00	0.00
