Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.595s)
CreateVariables () DONE !!!
Creating 11 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	36.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	40.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	40.06	0.00	13.63	5.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.00	40.05	0.00	15.48	17.09	0.00	0.00	4.47	0.00	0.00	0.00	0.00
7.00	40.06	0.00	21.51	17.23	0.00	0.00	3.72	0.00	0.00	0.00	0.00
8.00	40.06	0.00	30.36	17.18	0.00	0.00	0.62	0.00	0.00	0.00	0.00
9.00	40.05	0.00	31.54	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10.00	40.06	0.00	31.96	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	40.05	0.00	30.57	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12.00	40.06	0.00	31.83	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13.00	40.06	0.00	9.97	13.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14.00	40.05	0.00	0.00	17.16	0.00	0.00	0.01	0.00	0.00	0.00	0.00
15.00	40.06	0.00	19.59	17.16	0.00	0.00	0.55	0.00	0.00	0.00	0.00
16.00	40.05	0.00	32.06	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	40.06	0.00	31.61	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18.00	40.05	0.00	32.80	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	40.06	0.00	30.57	17.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	40.06	0.00	29.23	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	40.05	0.00	24.42	16.91	0.00	0.00	4.02	0.00	0.00	0.00	0.00
22.00	40.06	0.00	24.10	17.36	0.00	0.00	4.76	0.00	0.00	0.00	0.00
23.00	40.05	0.00	1.76	17.24	0.00	0.00	11.31	0.00	0.00	0.00	0.00
24.00	40.06	0.00	0.00	16.99	0.00	0.00	12.89	0.00	0.00	0.00	0.00
25.00	40.06	0.00	0.01	17.18	0.00	0.00	5.55	0.00	0.00	0.00	0.00
26.00	40.05	0.00	0.00	17.17	0.00	0.00	1.12	0.00	0.00	0.00	0.00
27.00	40.06	0.00	11.72	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
28.00	40.05	0.00	31.65	17.16	0.00	0.00	0.38	0.00	0.00	0.00	0.00
29.00	40.06	0.00	22.93	16.96	0.00	0.00	4.66	0.00	0.00	0.00	0.00
30.00	40.06	0.00	25.00	17.35	0.00	0.00	4.35	0.00	0.00	0.00	0.00
31.00	40.05	0.00	22.83	17.16	0.00	0.00	4.60	0.00	0.00	0.00	0.00
32.00	40.06	0.00	18.82	15.98	0.00	0.00	4.18	0.00	0.00	0.00	0.00
33.00	40.05	0.00	24.77	17.17	0.00	0.00	3.40	0.00	0.00	0.00	0.00
34.00	40.06	0.00	32.05	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	40.05	0.00	31.41	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	40.06	0.00	31.32	17.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	40.06	0.00	27.65	17.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	40.05	0.00	28.55	17.00	0.00	0.00	2.41	0.00	0.00	0.00	0.00
39.00	40.06	0.00	10.97	17.33	0.00	0.00	8.92	0.00	0.00	0.00	0.00
