Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.551s)
CreateVariables () DONE !!!
Creating 10 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	25.26	24.72	24.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	37.20	36.24	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	37.20	36.24	35.29	2.09	2.07	0.00	0.00	5.05	0.00	0.00
6.00	37.20	36.24	35.29	0.00	13.79	0.00	0.00	12.40	0.00	0.00
7.00	37.18	36.24	35.29	0.00	5.56	0.00	0.00	5.72	0.00	0.00
8.00	37.20	36.24	35.29	0.01	0.54	0.00	0.00	12.66	0.27	0.00
9.00	37.20	36.24	35.29	0.00	0.00	0.00	0.00	12.40	0.17	0.00
10.00	37.20	36.24	35.29	0.03	10.00	0.00	0.00	12.36	0.29	0.00
11.00	37.20	36.24	35.29	0.00	16.72	0.00	0.00	12.43	0.00	0.00
12.00	37.20	36.23	35.29	0.00	16.56	0.00	0.00	12.40	0.01	0.00
13.00	37.18	36.24	35.29	0.00	1.00	0.00	0.00	12.40	0.00	0.00
14.00	37.20	36.24	35.29	0.00	1.25	0.00	0.00	12.30	0.00	0.00
15.00	37.20	36.24	35.29	6.10	8.55	0.00	0.00	12.02	0.00	0.00
16.00	37.20	36.24	35.29	20.63	22.88	0.00	0.00	7.63	0.01	0.00
17.00	37.20	36.24	35.29	2.30	2.59	0.00	0.00	3.13	0.00	0.00
18.00	37.20	36.24	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	37.18	36.24	35.29	0.15	0.60	0.00	0.00	0.00	0.00	0.00
20.00	37.20	36.24	35.29	0.00	24.90	0.00	0.00	0.00	0.00	0.00
21.00	37.20	36.24	35.29	0.00	23.84	0.00	0.00	0.00	0.00	0.00
22.00	37.20	36.24	35.29	0.00	23.84	0.00	0.00	0.00	0.00	0.00
23.00	37.20	36.23	35.29	0.00	23.84	0.00	0.00	0.00	0.00	0.00
24.00	37.20	36.24	35.29	0.00	23.84	0.00	0.00	0.00	0.00	0.00
25.00	37.18	36.24	35.29	0.00	23.84	0.00	0.00	0.00	0.00	0.00
26.00	37.20	36.24	35.29	3.66	21.52	0.00	0.00	0.00	0.00	0.00
27.00	37.20	36.24	35.29	9.67	15.61	0.00	0.00	0.00	0.00	0.00
28.00	37.20	36.24	35.29	10.06	15.59	0.00	0.00	0.00	0.00	0.00
29.00	37.20	36.24	35.29	10.12	15.02	0.00	0.00	0.00	0.00	0.00
30.00	37.18	36.24	35.29	10.38	16.08	0.00	0.00	0.00	0.00	0.00
31.00	37.20	36.24	35.29	8.33	17.43	0.00	0.00	0.00	0.00	0.00
32.00	37.20	36.24	35.29	5.13	19.26	0.00	0.00	0.00	0.00	0.00
33.00	37.20	36.24	35.29	9.69	14.70	0.00	0.00	0.00	0.00	0.00
34.00	37.20	36.23	35.29	9.65	15.97	0.00	0.00	0.00	0.00	0.00
35.00	37.20	36.24	35.29	9.65	15.28	0.00	0.00	0.00	0.00	0.00
36.00	37.18	36.24	35.29	10.06	14.97	0.00	0.00	0.00	0.00	0.00
37.00	37.20	36.24	35.29	6.93	21.43	0.00	0.00	0.00	0.00	0.00
38.00	37.20	36.24	35.29	16.51	17.73	0.00	0.00	0.00	0.00	0.00
39.00	37.20	36.24	35.29	15.48	17.59	0.00	0.00	0.00	0.00	0.00
