Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.642s)
CreateVariables () DONE !!!
Creating 21 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	21.15	20.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	31.47	30.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	31.48	30.51	0.00	6.82	0.46	0.00	0.00	5.65	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.03	0.00	0.03	0.03	0.00
6.00	31.47	30.51	0.00	9.33	0.00	0.00	0.00	10.84	4.60	0.00	0.00	0.00	0.00	0.00	0.00	7.28	1.55	0.00	0.00	0.00	0.00
7.00	31.47	30.52	0.00	3.89	7.83	0.00	0.00	5.99	6.46	0.00	0.00	0.00	0.00	0.00	0.00	5.79	3.60	0.49	0.00	0.00	0.00
8.00	31.48	30.51	0.00	4.21	10.61	0.00	0.00	2.26	8.34	0.00	0.00	0.00	0.00	0.17	0.00	8.79	1.07	1.01	0.00	0.00	0.00
9.00	31.47	30.52	0.00	1.16	6.99	0.19	0.00	0.81	6.18	0.00	0.00	0.00	0.00	0.46	0.00	6.78	0.77	0.25	0.00	0.00	0.00
10.00	31.47	30.51	0.00	5.04	8.03	0.53	0.00	5.26	5.30	0.00	0.00	0.00	0.00	0.36	0.00	5.03	0.67	0.62	0.00	0.00	0.00
11.00	31.48	30.51	0.00	1.04	7.57	0.85	0.00	6.90	7.10	0.00	0.00	0.00	0.00	0.52	0.00	5.92	0.82	1.22	0.00	0.00	0.00
