Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.589s)
CreateVariables () DONE !!!
Creating 17 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	26.05	23.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	41.01	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	41.00	36.24	1.63	8.51	0.00	0.03	0.00	2.71	0.00	0.00	0.00	0.04	0.00	0.03	0.00	0.00	0.00
6.00	41.01	36.24	0.00	21.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.97	0.00	0.00	0.00	0.00	0.00
7.00	41.00	36.24	0.00	20.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.11	0.00	0.00	0.00	0.00	0.00
8.00	41.01	36.24	13.98	20.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.36	0.00	0.00	0.00	0.00	0.00
9.00	41.00	36.24	13.81	15.40	0.00	0.00	0.06	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00
10.00	41.01	36.24	11.49	10.47	0.00	0.00	1.07	0.00	0.00	0.00	0.00	11.33	0.00	0.00	0.00	0.00	0.00
11.00	41.00	36.24	8.82	10.46	0.00	0.00	1.01	0.00	0.00	0.00	0.00	8.46	0.00	0.00	0.00	0.00	0.00
12.00	41.01	36.23	11.42	11.53	0.00	0.00	1.35	0.00	0.00	0.00	0.00	9.94	0.00	0.00	0.00	0.00	0.00
13.00	41.00	36.24	1.73	12.54	0.00	0.00	0.52	0.00	0.00	0.00	0.00	3.84	0.00	0.00	0.00	0.00	0.00
14.00	41.01	36.24	4.86	11.12	0.00	0.00	1.56	0.00	0.00	0.00	0.00	0.00	0.00	1.15	0.00	0.00	0.00
15.00	41.00	36.24	4.89	3.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	7.63	0.00	0.00	0.00
16.00	41.01	36.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00
17.00	41.00	36.24	9.20	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	5.63	0.00	0.00	0.00
18.00	41.01	36.24	20.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.82	0.00	0.00	0.00
19.00	41.00	36.24	31.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	41.01	36.24	33.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	41.00	36.24	34.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
22.00	41.01	36.24	35.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23.00	41.00	36.23	24.61	6.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.07	0.00	0.00	0.00
24.00	41.01	36.24	20.21	16.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.72	0.00	0.00	0.00
25.00	41.00	36.24	16.34	13.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.59	0.00	0.00	0.00
26.00	41.01	36.24	18.90	15.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.10	0.00	0.00	0.00
27.00	41.00	36.24	18.91	16.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.44	0.00	0.00	0.00
28.00	41.01	36.24	22.79	19.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
