Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.603s)
CreateVariables () DONE !!!
Creating 13 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	22.84	21.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	40.05	38.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	40.06	38.14	3.10	2.85	3.05	0.00	6.61	2.91	6.67	6.82	0.00	0.00	0.00
6.00	40.05	38.15	0.00	0.00	0.00	0.00	17.17	0.00	14.31	14.31	0.00	0.00	0.00
7.00	40.06	38.15	3.01	0.00	0.00	0.00	11.26	0.00	13.78	13.41	0.03	0.00	0.00
8.00	40.06	38.15	1.93	0.00	0.00	0.00	14.23	0.00	14.26	12.76	0.00	0.00	0.00
9.00	40.05	38.14	3.30	0.00	0.00	0.00	9.15	0.00	11.31	13.34	0.00	0.00	0.00
10.00	40.06	38.15	4.13	0.00	0.00	0.00	9.56	0.00	12.84	12.12	0.00	0.00	0.00
11.00	40.05	38.15	4.05	0.00	0.00	0.00	9.62	0.00	11.32	12.04	0.00	0.00	0.00
12.00	40.06	38.15	4.01	0.00	0.00	0.00	8.87	0.00	13.00	11.98	0.00	0.00	0.00
13.00	40.06	38.14	0.89	0.00	0.00	0.00	15.39	0.00	10.93	10.42	0.00	0.00	0.00
14.00	40.05	38.15	0.00	0.00	0.00	0.00	17.16	0.00	14.59	14.30	0.00	0.00	0.00
15.00	40.06	38.15	5.38	0.00	0.00	0.00	16.50	0.00	12.87	12.11	0.00	0.00	0.00
16.00	40.05	38.15	15.31	0.00	0.00	0.00	16.40	0.00	9.51	9.18	0.00	0.00	0.00
17.00	40.06	38.14	13.61	0.00	0.00	0.00	16.53	0.00	9.15	10.41	0.00	0.00	0.00
18.00	40.05	38.15	16.09	0.00	0.00	0.00	11.05	0.00	8.66	8.74	0.00	0.00	0.00
19.00	40.06	38.15	16.88	0.00	0.00	0.00	1.64	0.00	6.96	8.31	0.00	0.00	0.00
20.00	40.06	38.15	16.62	0.00	0.00	0.00	2.07	0.00	6.44	8.52	0.00	0.00	0.00
21.00	40.05	38.14	18.02	0.00	0.00	0.00	1.44	0.00	7.63	2.07	0.00	0.00	0.00
22.00	40.06	38.15	17.63	0.00	0.00	0.00	1.98	0.00	8.76	3.18	0.00	0.00	0.00
23.00	40.05	38.15	6.93	0.00	0.00	0.00	10.01	0.00	9.80	2.23	0.00	0.00	0.00
24.00	40.06	38.14	0.00	0.00	0.00	0.00	16.17	0.00	13.60	0.00	0.00	0.00	0.00
25.00	40.06	38.15	0.00	0.00	0.00	0.00	15.95	0.00	5.91	7.95	0.00	0.00	0.00
26.00	40.05	38.15	0.00	0.00	0.00	0.00	16.76	0.00	0.00	14.31	0.00	0.00	0.00
27.00	40.06	38.15	0.00	0.00	0.00	0.00	16.91	0.00	0.00	14.15	0.00	0.00	0.00
28.00	40.05	38.14	0.03	0.00	0.00	0.00	17.17	0.00	0.00	14.30	0.00	0.00	0.00
29.00	40.06	38.15	12.78	0.00	0.00	0.00	14.22	0.00	8.98	10.65	0.00	0.00	0.00
30.00	40.06	38.15	12.26	0.00	0.00	0.00	14.03	0.00	11.49	12.81	0.00	0.00	0.00
31.00	40.05	38.15	12.31	0.00	0.00	0.00	13.03	0.00	11.40	12.02	0.00	0.00	0.00
32.00	40.06	38.14	13.39	0.00	0.00	0.00	13.51	0.00	11.80	12.50	0.00	0.00	0.00
33.00	40.05	38.15	13.77	0.00	0.00	0.00	12.33	0.00	10.93	12.90	0.00	0.00	0.00
34.00	40.06	38.15	13.04	0.00	0.00	0.00	12.72	0.00	12.16	13.31	0.00	0.00	0.00
35.00	40.05	38.15	12.74	0.00	0.00	0.00	11.84	0.00	12.65	12.38	0.00	0.00	0.00
36.00	40.06	38.14	12.50	0.00	0.00	0.00	12.88	0.00	12.10	12.68	0.00	0.00	0.00
37.00	40.06	38.15	11.87	0.00	0.00	0.00	12.32	0.00	11.87	13.39	0.00	0.00	0.00
38.00	40.05	38.15	13.43	0.00	0.00	0.00	13.21	0.00	10.97	13.93	0.00	0.00	0.00
39.00	40.06	38.15	6.95	0.00	0.00	0.00	12.39	0.00	11.72	11.19	0.00	0.00	0.00
