Waf: Entering directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Waf: Leaving directory `/home/synrg-sc1/Desktop/Jiaming/ns-3.29-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.596s)
CreateVariables () DONE !!!
Creating 12 APs 50.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallMeshInternetStack () DONE !!!
InstallWifiInternetStack () DONE !!!
InstallCsmaInternetStack () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 40.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	37.60	33.07	30.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	38.15	33.38	30.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	38.14	33.38	30.51	12.06	0.03	9.28	0.00	0.00	0.07	0.00	0.00	0.00
6.00	38.15	33.38	30.51	22.65	0.07	19.07	0.00	0.00	0.00	0.00	0.00	0.00
7.00	38.15	33.38	30.52	22.54	0.53	18.86	0.00	0.00	0.00	0.00	0.00	0.00
8.00	38.15	33.39	30.51	21.46	1.94	12.92	0.00	0.00	0.00	0.00	0.00	0.00
9.00	38.14	33.38	30.52	20.09	5.18	10.84	0.00	0.00	0.00	0.00	0.00	0.00
10.00	38.15	33.38	30.51	20.51	5.47	11.01	0.00	0.00	0.00	0.00	0.00	0.00
11.00	38.15	33.38	30.51	20.39	4.66	9.92	0.00	0.00	0.00	0.00	0.00	0.00
12.00	38.15	33.38	30.52	21.60	4.75	10.99	0.00	0.00	0.00	0.00	0.00	0.00
13.00	38.14	33.38	30.51	13.20	3.18	8.87	0.00	0.00	0.00	0.00	0.00	0.00
14.00	38.15	33.38	30.52	6.39	2.76	10.46	0.00	0.00	0.00	0.00	0.00	0.00
15.00	38.15	33.39	30.51	3.67	4.53	8.84	0.00	0.00	0.00	0.00	0.00	0.00
16.00	38.15	33.38	30.51	4.25	4.05	9.18	0.00	0.00	0.00	0.00	0.00	0.00
17.00	38.14	33.38	30.52	8.07	7.81	1.21	0.00	0.00	0.00	0.00	0.00	0.00
18.00	38.15	33.38	30.51	13.34	9.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	38.15	33.38	30.52	7.29	9.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	38.15	33.38	30.51	4.57	14.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	38.14	33.38	30.51	18.82	4.38	0.72	0.00	0.00	0.00	0.00	0.00	0.00
22.00	38.15	33.39	30.52	17.01	6.33	10.75	0.00	0.00	0.00	0.00	0.00	0.00
23.00	38.15	33.38	30.51	16.37	5.96	11.46	0.00	0.00	0.00	0.00	0.00	0.00
24.00	38.14	33.38	30.51	22.40	2.48	17.43	0.00	0.00	0.00	0.00	0.00	0.00
25.00	38.15	33.38	30.52	20.34	1.34	19.04	0.00	0.00	0.00	0.00	0.00	0.00
26.00	38.15	33.38	30.51	6.66	1.97	19.15	0.00	0.00	0.00	0.00	0.00	0.00
27.00	38.15	33.38	30.52	2.58	1.53	19.04	0.00	0.00	0.00	0.00	0.00	0.00
28.00	38.14	33.38	30.51	2.90	1.77	19.07	0.00	0.00	0.00	0.00	0.00	0.00
29.00	38.15	33.39	30.51	1.63	6.56	18.77	0.00	0.00	0.00	0.00	0.00	0.00
30.00	38.15	33.38	30.52	0.00	2.88	19.08	0.00	0.00	0.00	0.00	0.00	0.00
31.00	38.15	33.38	30.51	4.14	0.00	19.07	0.00	0.00	0.00	0.00	0.00	0.00
32.00	38.14	33.38	30.52	6.91	0.95	18.08	0.00	0.00	0.00	0.00	0.00	0.00
33.00	38.15	33.38	30.51	10.74	1.93	18.47	0.00	0.00	0.00	0.00	0.00	0.00
34.00	38.15	33.38	30.51	13.67	0.00	19.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	38.15	33.39	30.52	13.02	0.00	19.16	0.00	0.00	0.00	0.00	0.00	0.00
36.00	38.14	33.38	30.51	1.55	0.00	19.07	0.00	0.00	0.00	0.00	0.00	0.00
37.00	38.15	33.38	30.52	0.00	0.00	19.08	0.00	0.00	0.00	0.00	0.00	0.00
38.00	38.15	33.38	30.51	0.00	0.00	19.07	0.00	0.00	0.00	0.00	0.00	0.00
39.00	38.15	33.38	30.51	0.00	0.00	19.07	0.00	0.00	0.00	0.00	0.00	0.00
