Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.323s)
CreateVariables () DONE !!!
Creating 16 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.47	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.28
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.97	1.41	2.00	0.00	0.00	0.00	0.00	0.00	1.07	1.86
4.00	0.00	0.00	0.00	0.00	0.00	1.27	0.64	0.73	2.00	0.00	0.33	0.41	0.00	1.47	1.40	0.87
5.00	0.00	0.00	0.00	0.00	0.00	0.75	0.39	0.51	2.00	0.00	1.12	0.15	0.00	1.00	0.82	0.25
6.00	0.00	0.00	0.00	0.05	0.00	1.58	1.20	0.80	2.00	0.00	1.65	0.82	0.00	2.18	1.51	0.00
7.00	0.00	0.00	0.00	0.73	0.00	0.98	0.64	0.73	2.00	0.00	1.01	0.04	0.00	1.64	1.35	0.53
8.00	0.00	0.00	0.00	0.14	0.00	1.57	0.82	0.25	1.99	0.00	1.04	0.28	0.00	1.59	0.67	0.47
9.00	0.00	0.00	0.00	0.00	0.00	1.54	1.50	0.00	2.00	0.00	1.55	0.00	0.00	1.93	1.81	0.00
10.00	0.00	0.00	0.00	0.27	0.00	1.18	0.80	0.27	2.00	0.00	0.77	0.18	0.00	1.52	0.86	0.16
11.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.00	2.00	0.00	1.32	0.00	0.00	1.73	1.27	0.58
12.00	0.00	0.00	0.00	0.00	0.33	1.28	0.02	0.00	2.00	0.00	0.67	0.00	0.00	1.12	0.80	0.68
13.00	0.00	0.00	0.00	0.00	1.94	1.50	1.24	0.09	2.00	0.00	0.12	0.28	0.00	1.08	0.00	0.00
14.00	0.00	0.00	0.00	0.24	1.83	0.54	0.66	0.26	1.99	0.00	0.49	0.00	0.00	1.66	1.79	0.00
