Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.372s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	1.51	0.00	1.67	0.00	1.98	0.00	0.00	0.00	0.02
3.00	1.93	1.97	1.39	0.99	0.00	2.00	1.91	0.00	1.35	0.46
4.00	1.79	1.99	1.72	0.48	0.00	2.00	1.93	0.00	0.75	0.57
5.00	1.93	1.92	1.42	1.05	0.73	2.00	2.01	0.00	2.07	0.05
6.00	1.99	1.95	1.88	0.27	0.21	2.00	1.98	0.00	1.37	0.00
7.00	2.00	1.93	1.85	1.00	0.00	2.00	2.00	0.00	1.75	0.04
8.00	2.00	1.75	1.30	0.00	0.00	1.99	1.91	0.00	1.59	0.60
9.00	2.00	2.00	1.81	0.00	0.01	2.00	2.00	0.00	1.75	0.39
10.00	2.00	1.92	1.84	1.08	0.00	2.00	2.00	0.00	1.13	0.71
11.00	1.99	1.99	1.94	0.00	0.00	2.00	2.00	0.00	1.77	0.61
12.00	2.00	1.99	1.95	1.35	0.00	2.00	2.00	0.00	1.70	0.00
13.00	1.99	1.99	1.81	0.00	0.00	2.00	1.51	0.00	1.60	1.39
14.00	2.00	2.00	2.00	0.19	0.00	1.99	2.00	0.00	1.84	1.84
15.00	2.00	2.00	1.99	1.99	1.97	2.00	2.00	0.00	0.00	0.00
16.00	2.00	1.88	1.88	1.90	1.90	2.00	2.00	0.00	0.00	0.00
17.00	2.00	2.12	2.04	0.84	0.71	2.00	2.00	0.00	0.82	0.39
18.00	2.00	2.00	1.72	1.94	0.00	2.00	1.99	0.00	1.86	0.16
19.00	1.98	1.97	1.91	1.83	0.00	2.00	1.98	0.00	0.47	0.16
20.00	1.65	1.73	1.58	1.10	0.00	1.99	1.71	0.00	1.00	0.47
21.00	1.93	1.99	2.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00
22.00	1.85	1.84	1.83	0.00	0.00	2.00	1.98	0.00	0.31	0.00
23.00	2.00	1.98	1.87	1.00	0.00	2.00	2.00	0.00	1.24	0.00
24.00	2.00	1.99	1.65	0.29	0.00	2.00	1.98	0.00	0.00	0.00
25.00	2.00	1.88	1.80	0.94	0.07	2.00	1.91	0.00	0.27	0.00
26.00	1.98	2.00	1.97	1.65	0.00	1.99	1.98	0.00	0.31	0.00
27.00	2.00	2.00	1.87	1.84	0.01	2.00	1.99	0.00	0.00	0.00
28.00	2.00	1.97	1.47	1.44	0.09	2.00	1.83	0.00	0.61	0.14
29.00	1.98	1.61	1.00	0.98	0.00	2.00	1.78	0.00	0.15	0.00
30.00	2.00	2.00	0.00	0.61	0.00	2.00	2.00	0.00	0.00	0.00
31.00	2.00	1.99	2.19	0.00	0.00	2.00	1.67	0.00	0.31	0.00
32.00	1.99	1.97	1.87	0.00	0.00	1.99	1.90	0.00	0.00	0.00
33.00	2.00	1.64	1.92	0.00	0.57	2.00	1.88	0.00	0.00	0.00
34.00	2.00	2.00	1.92	0.00	0.00	2.00	2.00	0.00	1.54	0.00
35.00	2.00	1.81	1.84	1.52	0.00	2.00	2.00	0.00	0.81	0.00
36.00	2.00	2.00	1.99	1.14	0.00	2.00	2.00	0.00	0.15	0.00
37.00	2.00	1.99	1.94	1.51	1.01	2.00	1.99	0.00	0.00	0.00
38.00	1.99	2.00	1.97	1.65	0.64	1.99	2.00	0.00	0.00	0.00
39.00	2.00	2.00	1.98	1.60	1.71	2.00	2.00	0.00	0.61	0.00
40.00	2.00	2.00	2.03	1.88	2.01	2.00	2.00	0.00	0.00	0.00
41.00	2.00	1.94	1.93	0.22	1.77	2.00	1.99	0.00	1.07	0.00
42.00	2.00	2.06	1.91	2.70	1.84	2.00	2.01	0.00	0.00	0.00
43.00	2.00	1.99	2.00	1.77	1.74	2.00	1.99	0.00	0.00	0.00
44.00	1.98	1.79	1.20	0.73	0.97	1.99	1.87	0.00	0.00	0.00
45.00	2.01	2.10	1.14	1.52	0.92	2.00	1.78	0.00	0.00	0.00
46.00	2.00	2.00	1.85	0.00	0.08	2.00	2.00	0.00	0.00	0.00
47.00	1.98	1.95	1.91	0.00	0.00	2.00	1.99	0.00	1.20	0.53
48.00	2.03	2.04	1.92	0.00	0.00	2.00	2.01	0.00	0.00	0.00
49.00	2.00	1.99	1.99	1.18	1.18	2.00	2.00	0.00	0.00	0.00
50.00	1.98	2.00	2.00	1.79	1.72	2.00	1.99	0.00	0.46	0.42
51.00	2.00	2.00	2.00	1.34	1.32	1.99	2.00	0.00	0.15	0.12
52.00	2.00	2.00	1.97	1.99	1.99	2.00	2.00	0.00	0.00	0.00
53.00	2.00	1.98	1.97	1.98	2.00	2.00	2.00	0.00	0.00	0.00
54.00	2.00	1.95	1.83	1.51	1.52	2.00	1.98	0.00	0.00	0.00
55.00	2.00	1.99	0.77	0.09	0.09	2.00	1.84	0.00	0.00	0.00
56.00	1.97	2.00	1.48	0.47	0.49	2.00	1.99	0.00	0.00	0.00
57.00	0.69	0.65	0.64	0.49	0.49	1.99	2.00	0.00	0.00	0.00
