Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.348s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	1.47	0.00	0.00	0.00	1.98	1.53	0.00	0.00
3.00	1.98	2.00	1.75	0.00	2.00	1.97	0.00	0.00
4.00	1.98	1.95	1.87	1.83	2.00	1.90	1.66	0.00
5.00	1.98	1.38	1.22	0.88	2.00	1.33	1.24	0.98
6.00	2.00	2.00	0.26	0.00	2.00	1.12	1.39	0.00
7.00	1.99	0.91	0.58	0.00	2.00	2.00	1.31	0.00
8.00	2.00	1.59	1.67	0.33	1.99	2.00	1.88	0.02
9.00	2.00	2.00	1.83	1.47	2.00	1.81	1.95	1.17
10.00	2.00	1.99	1.90	2.00	2.00	2.00	1.90	2.00
11.00	2.00	2.00	1.95	0.05	2.00	2.00	2.00	2.00
12.00	2.00	2.00	1.90	0.00	2.00	1.99	2.00	2.00
13.00	1.99	1.99	1.91	0.00	2.00	2.00	2.00	2.00
14.00	2.00	2.00	1.95	0.00	1.99	2.00	2.00	2.00
15.00	2.00	2.00	1.91	0.00	2.00	2.00	2.00	2.00
16.00	2.00	2.00	1.90	0.00	2.00	2.00	2.00	1.99
17.00	2.00	2.00	1.94	0.00	2.00	2.00	1.99	2.00
18.00	2.00	1.99	1.93	0.00	2.00	1.99	2.00	2.00
19.00	2.00	1.99	1.90	0.00	2.00	2.00	2.00	2.00
20.00	1.99	2.00	1.93	0.00	1.99	2.00	2.00	2.00
21.00	2.00	2.00	1.91	0.00	2.00	2.00	2.00	2.00
22.00	2.00	2.00	1.93	0.00	2.00	2.00	1.99	2.00
23.00	2.00	2.00	1.91	0.00	2.00	2.00	2.01	1.99
24.00	2.00	2.00	1.93	0.00	2.00	2.00	1.99	1.99
25.00	2.00	1.99	1.91	0.00	2.00	1.99	2.00	2.00
26.00	1.99	2.00	1.90	0.00	1.99	2.00	2.00	2.00
27.00	2.00	2.00	1.92	0.00	2.00	2.00	2.00	2.00
28.00	2.00	2.00	1.88	0.00	2.00	2.00	1.99	2.00
29.00	2.00	2.00	1.93	0.00	2.00	2.00	2.00	1.99
30.00	2.00	1.99	1.95	0.00	2.00	2.00	2.00	2.00
31.00	2.00	2.00	1.92	0.00	2.00	1.99	2.00	2.00
32.00	1.99	2.00	1.92	0.00	1.99	2.00	2.00	2.00
33.00	2.00	2.00	1.90	0.00	2.00	2.00	2.00	2.00
34.00	2.00	2.00	1.90	0.00	2.00	2.00	2.00	2.00
35.00	2.00	2.00	1.92	0.00	2.00	2.00	2.00	1.99
36.00	2.00	2.00	1.92	0.00	2.00	1.99	1.99	2.00
37.00	2.00	1.99	1.90	0.00	2.00	2.00	2.00	2.00
38.00	1.99	2.00	1.93	0.00	1.99	2.00	2.00	2.00
39.00	2.00	2.00	1.88	0.00	2.00	2.00	2.00	2.00
40.00	2.00	2.00	1.91	0.00	2.00	2.00	2.00	1.99
41.00	2.00	2.00	1.87	0.00	2.00	2.00	2.00	1.99
42.00	2.00	2.00	1.92	0.00	2.00	1.99	2.00	2.00
43.00	2.00	2.00	1.93	0.00	2.00	2.00	1.99	2.00
44.00	1.99	1.99	1.91	0.00	1.99	2.00	2.00	2.00
45.00	2.00	2.00	1.93	0.00	2.00	2.00	2.00	2.00
46.00	2.00	2.00	1.92	0.00	2.00	2.00	2.00	2.00
47.00	2.00	1.80	1.57	0.75	2.00	1.97	1.84	1.65
48.00	1.85	1.84	0.68	0.42	2.00	1.65	1.06	0.24
49.00	2.00	1.93	1.93	0.00	2.00	2.00	1.15	0.26
50.00	1.99	1.66	1.63	0.15	2.00	1.68	0.06	0.00
51.00	2.00	2.00	2.00	0.00	1.99	2.00	0.01	0.00
52.00	2.00	2.00	2.00	0.00	2.00	2.00	0.33	0.00
53.00	2.00	1.66	1.71	0.00	2.00	1.94	1.11	0.15
54.00	1.67	1.46	1.30	1.15	2.00	1.65	1.45	0.31
55.00	0.93	2.23	1.72	0.27	2.00	1.95	1.88	0.00
56.00	2.00	2.00	2.00	1.99	2.00	2.00	1.87	0.00
57.00	1.99	2.00	1.93	1.99	1.99	2.00	1.91	1.84
58.00	2.00	2.00	1.93	1.99	2.00	2.00	1.92	2.00
59.00	2.00	2.00	1.88	2.00	2.00	2.00	1.91	1.99
60.00	1.24	1.45	1.72	1.81	2.00	2.00	1.68	1.84
61.00	0.81	1.99	1.94	2.00	2.00	1.73	1.86	2.00
62.00	2.45	1.99	2.00	2.00	2.00	2.00	2.00	2.00
63.00	1.99	2.00	2.00	2.00	1.99	1.99	2.00	2.00
64.00	2.00	2.00	1.99	1.99	2.00	2.01	2.00	1.99
65.00	2.00	2.00	1.99	2.01	2.00	1.99	2.00	2.00
66.00	2.00	2.00	1.94	1.95	2.00	2.01	1.99	1.87
67.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00	2.10
68.00	2.00	2.00	1.95	2.00	2.00	2.00	2.00	2.00
69.00	1.99	2.00	1.95	2.00	1.99	2.00	2.00	2.00
70.00	2.00	2.00	1.99	2.00	2.00	2.00	1.99	2.00
71.00	1.99	2.00	1.99	2.00	2.00	2.00	2.00	2.00
