Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.235s)
CreateVariables () DONE !!!
Creating 15 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14
2.00	0.00	0.00	0.00	0.00	0.00	0.25	0.86	1.99	0.00	0.00	0.57	0.00	0.00	1.22	0.00
3.00	0.00	0.00	0.00	0.06	0.00	0.13	0.93	2.00	0.18	0.00	0.18	0.00	0.00	0.82	0.00
4.00	0.00	0.00	0.87	0.28	0.00	0.25	1.40	2.00	0.27	0.09	0.51	0.54	0.00	0.61	0.06
5.00	0.00	0.00	0.00	0.00	0.00	0.15	0.20	2.00	0.00	0.00	0.22	0.20	0.00	0.06	0.00
6.00	0.00	0.00	0.22	0.00	0.00	0.00	0.06	2.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01
7.00	0.00	0.00	0.00	0.00	0.00	0.58	0.58	2.00	0.05	0.37	0.14	0.12	0.00	0.12	0.39
8.00	0.00	0.00	1.85	0.00	0.00	0.00	0.44	1.99	0.89	0.22	0.00	0.00	0.00	0.32	0.19
9.00	0.00	0.00	0.71	0.51	0.00	0.32	0.97	2.00	0.73	0.25	0.64	1.28	0.00	0.01	0.26
10.00	0.00	0.00	0.04	0.66	0.00	0.25	0.49	2.00	0.74	0.62	0.06	0.00	0.00	1.87	0.58
11.00	0.00	0.00	1.57	0.06	0.00	0.60	0.61	2.00	1.42	0.48	0.06	0.00	0.00	1.77	0.13
12.00	0.00	0.00	0.48	0.61	0.00	0.18	0.34	2.00	0.59	0.00	0.00	0.00	0.00	0.60	0.00
13.00	0.00	0.00	0.28	0.12	0.00	0.73	0.45	2.00	0.78	0.16	0.00	0.00	0.00	0.48	0.12
14.00	0.00	0.00	0.09	0.00	0.00	0.13	0.18	1.99	1.31	0.61	0.00	0.00	0.00	0.41	0.34
15.00	0.00	0.00	1.04	0.11	0.00	1.12	1.22	2.00	0.81	0.15	0.00	0.00	0.00	0.14	0.20
16.00	0.00	0.00	0.01	0.00	0.00	0.87	1.11	2.00	0.40	0.38	0.35	0.18	0.00	1.20	0.34
17.00	0.00	0.00	1.25	1.90	0.00	0.06	0.92	2.00	1.47	0.25	0.00	0.00	0.00	2.01	0.19
18.00	0.00	0.00	0.81	0.15	0.00	0.48	0.98	2.00	0.54	0.11	0.00	0.00	0.00	0.82	0.13
19.00	0.00	0.00	1.58	1.83	0.00	0.49	1.74	2.00	1.05	0.08	0.00	0.00	0.00	1.72	0.08
20.00	0.00	0.00	0.94	0.00	0.00	1.31	0.93	1.99	0.67	0.42	0.53	0.00	0.00	0.00	0.61
21.00	0.00	0.00	0.87	0.82	0.00	0.33	1.13	2.00	1.64	0.18	0.11	0.00	0.00	0.21	0.18
22.00	0.00	0.00	0.00	1.24	0.00	0.00	1.84	2.00	1.17	0.27	0.00	0.00	0.00	2.34	0.11
23.00	0.00	0.00	0.80	0.06	0.00	0.15	0.41	2.00	0.46	0.00	0.60	0.00	0.00	0.45	0.00
24.00	0.00	0.00	0.19	0.00	0.06	0.00	0.16	2.00	0.14	0.20	0.00	0.00	0.00	0.16	0.16
25.00	0.00	0.00	0.00	0.00	0.41	0.47	0.13	2.00	1.10	0.41	0.00	0.00	0.00	0.68	0.20
26.00	0.00	0.00	0.34	0.00	0.32	0.09	1.17	1.99	0.85	0.38	0.00	0.00	0.00	0.45	0.21
27.00	0.00	0.00	1.90	0.62	0.26	0.00	0.00	2.00	1.32	0.35	0.00	0.00	0.00	1.27	0.28
28.00	0.00	0.00	0.93	0.78	0.20	0.79	1.78	2.00	0.78	0.22	0.16	0.14	0.00	0.51	0.01
29.00	0.00	0.00	0.52	0.01	0.00	0.09	1.10	2.00	1.60	0.00	0.22	0.00	0.00	0.02	0.00
30.00	0.00	0.00	0.00	0.02	0.01	0.22	1.72	2.00	0.02	0.00	0.34	0.02	0.00	0.02	0.00
31.00	0.00	0.00	1.81	0.13	0.13	1.02	1.02	2.00	0.19	0.12	0.00	0.00	0.00	0.01	0.09
32.00	0.00	0.00	0.75	0.21	0.08	0.81	0.81	1.99	0.71	0.11	0.00	0.00	0.00	0.00	0.11
33.00	0.00	0.00	0.69	1.58	0.79	0.44	0.79	2.00	2.07	0.81	0.00	0.00	0.00	2.21	0.81
34.00	0.00	0.00	0.58	0.74	0.49	0.01	0.72	2.00	1.25	0.52	0.00	0.00	0.00	0.33	0.42
35.00	0.00	0.00	1.26	1.30	0.14	0.00	0.89	2.00	1.15	0.15	0.12	0.00	0.00	0.31	0.01
36.00	0.00	0.00	0.84	0.94	0.39	0.00	0.26	2.00	1.05	0.40	0.00	0.00	0.00	1.60	0.00
37.00	0.00	0.00	0.00	0.00	0.27	0.47	0.89	2.00	0.33	0.28	0.00	0.00	0.00	0.01	0.11
38.00	0.00	0.00	2.06	0.22	0.51	0.46	1.26	1.99	1.95	0.54	0.16	0.15	0.00	1.72	0.53
39.00	0.00	0.00	0.22	0.00	0.15	0.31	0.44	2.00	0.78	0.15	0.00	0.00	0.00	0.61	0.00
40.00	0.00	0.00	1.81	0.75	0.00	0.11	1.18	2.00	1.68	0.00	0.26	0.15	0.00	1.57	0.00
41.00	0.00	0.00	1.85	1.50	0.52	1.26	0.78	2.00	1.85	0.48	0.00	0.00	0.00	1.71	0.18
42.00	0.00	0.00	1.06	0.80	0.18	1.61	1.66	2.00	0.84	0.16	0.04	0.00	0.00	0.31	0.15
43.00	0.00	0.00	0.46	0.13	0.12	0.00	0.72	2.00	0.27	0.12	0.00	0.00	0.00	0.34	0.13
44.00	0.00	0.00	0.53	0.04	0.01	0.31	0.98	1.99	0.21	0.00	0.98	0.26	0.00	1.26	0.00
45.00	0.00	0.00	0.00	0.49	0.00	0.00	1.00	2.00	1.07	0.02	0.33	0.00	0.00	0.38	0.02
46.00	0.00	0.00	0.15	0.00	0.00	0.73	0.82	2.00	0.31	0.00	0.00	0.00	0.00	0.40	0.00
47.00	0.00	0.00	0.39	0.00	0.00	0.93	1.08	2.00	0.86	0.00	0.00	0.00	0.00	0.39	0.00
48.00	0.00	0.00	0.92	2.03	0.79	1.00	1.12	2.00	1.20	0.59	0.00	0.00	0.00	0.68	0.38
49.00	0.00	0.00	1.63	1.01	0.00	0.69	0.72	2.00	0.93	0.00	0.00	0.00	0.00	1.94	0.00
50.00	0.00	0.00	0.75	0.21	0.00	0.84	1.25	2.00	1.72	0.00	0.12	0.08	0.00	1.57	0.00
51.00	0.00	0.00	0.80	0.84	0.09	0.66	1.10	1.99	1.17	0.11	0.14	0.16	0.00	1.54	0.12
52.00	0.00	0.00	0.29	0.00	0.14	0.47	1.06	2.00	0.95	0.19	0.00	0.00	0.00	0.28	0.00
53.00	0.00	0.00	0.01	0.00	0.00	0.85	1.88	2.00	0.41	0.00	0.14	0.14	0.00	0.55	0.00
54.00	0.00	0.00	0.06	0.29	0.47	0.33	0.58	2.00	0.93	0.47	0.00	0.00	0.00	0.67	0.00
55.00	0.00	0.00	0.78	0.00	0.00	0.72	1.54	2.00	0.61	0.00	0.25	0.33	0.00	1.06	0.00
56.00	0.00	0.00	0.54	0.07	0.00	0.00	0.69	2.00	0.60	0.00	1.11	0.49	0.00	1.33	0.00
57.00	0.00	0.00	1.06	0.00	0.00	1.94	1.46	1.99	1.61	0.01	0.62	0.46	0.00	0.93	0.00
58.00	0.00	0.00	1.30	0.00	0.00	1.48	1.83	2.00	2.38	0.00	0.08	0.07	0.00	2.21	0.00
59.00	0.00	0.00	1.33	1.24	0.00	1.27	1.45	2.00	1.54	0.00	0.00	0.00	0.00	0.69	0.00
60.00	0.00	0.00	0.67	0.74	0.00	0.54	0.51	2.00	1.18	0.00	0.00	0.00	0.00	1.20	0.00
61.00	0.00	0.00	0.98	0.16	0.00	0.57	0.40	2.00	0.38	0.00	0.01	0.00	0.00	0.09	0.00
62.00	0.00	0.00	0.00	0.00	0.00	0.28	0.47	2.00	1.25	0.00	0.00	0.00	0.00	0.39	0.00
63.00	0.00	0.00	0.87	0.14	0.00	0.73	0.75	1.99	1.19	0.00	0.04	0.00	0.00	0.45	0.00
64.00	0.00	0.00	0.61	0.06	0.09	0.00	0.72	2.00	0.41	0.11	0.13	0.13	0.00	0.33	0.00
65.00	0.00	0.00	1.55	1.25	0.00	0.00	1.38	2.00	0.41	0.00	0.00	0.00	0.00	0.27	0.00
66.00	0.00	0.00	1.32	0.57	0.39	0.49	1.08	2.00	0.92	0.37	0.00	0.00	0.00	0.11	0.18
67.00	0.00	0.00	0.37	0.00	0.00	0.00	1.17	2.00	0.45	0.00	0.40	0.05	0.00	0.00	0.00
68.00	0.00	0.00	0.81	0.00	0.29	0.58	1.10	2.00	1.24	0.16	0.37	0.65	0.00	1.46	0.09
69.00	0.00	0.00	1.07	0.85	0.15	0.13	0.57	1.99	0.95	0.16	0.07	0.00	0.00	1.38	0.18
70.00	0.00	0.00	0.19	1.05	0.00	0.35	1.00	2.00	1.28	0.02	0.00	0.00	0.00	0.00	0.00
71.00	0.00	0.00	1.34	0.52	0.00	0.57	1.18	2.00	0.99	0.00	0.31	0.00	0.00	0.00	0.00
72.00	0.00	0.00	1.30	0.00	0.12	0.28	0.32	2.00	0.78	0.09	0.00	0.00	0.00	0.99	0.11
73.00	0.00	0.00	0.98	0.00	0.00	0.89	1.07	2.00	0.65	0.00	0.16	0.00	0.00	0.01	0.00
74.00	0.00	0.00	1.57	0.64	0.00	0.35	0.48	2.00	1.60	0.00	0.00	0.00	0.00	0.89	0.00
75.00	0.00	0.00	0.35	0.74	0.00	0.13	0.13	1.99	1.11	0.19	0.26	0.29	0.00	0.21	0.27
76.00	0.00	0.00	0.06	1.14	0.00	0.00	0.48	2.00	1.47	0.06	0.00	0.00	0.00	0.99	0.00
77.00	0.00	0.00	1.50	0.31	0.01	1.10	1.01	2.00	0.33	0.00	0.05	0.02	0.00	0.73	0.00
78.00	0.00	0.00	0.85	0.41	0.00	1.20	1.59	2.00	0.57	0.00	0.27	0.18	0.00	1.38	0.00
79.00	0.00	0.00	0.00	0.19	0.12	1.78	1.77	2.00	0.33	0.08	0.00	0.00	0.00	1.45	0.11
80.00	0.00	0.00	0.20	0.51	0.00	0.22	0.41	2.00	0.34	0.00	0.27	0.00	0.00	0.00	0.00
81.00	0.00	0.00	1.67	1.47	0.00	0.05	1.85	1.99	1.33	0.00	0.00	0.00	0.00	0.46	0.00
82.00	0.00	0.00	0.67	0.00	0.21	0.78	0.79	2.00	0.67	0.22	0.00	0.00	0.00	0.33	0.25
83.00	0.00	0.00	1.06	0.00	0.22	0.99	1.54	2.00	0.89	0.21	0.00	0.00	0.00	1.92	0.28
