Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.233s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	1.10	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	0.62	1.07	0.32	0.06	0.00	2.00	0.87	0.38	0.00	0.00
6.00	1.72	1.37	1.11	0.72	0.00	2.00	0.87	1.17	0.07	0.00
7.00	1.68	1.92	1.83	1.02	0.00	2.00	2.00	0.34	0.52	0.00
8.00	2.00	1.91	1.78	0.72	0.45	1.99	2.00	2.54	1.46	0.51
9.00	2.00	1.95	1.18	0.53	0.35	2.00	1.80	1.40	0.31	0.19
10.00	1.39	1.27	1.04	0.49	0.00	2.00	1.25	0.45	0.00	0.00
11.00	1.99	2.61	0.53	0.01	0.04	2.00	1.98	1.64	0.00	0.12
12.00	2.00	1.84	0.95	0.00	0.00	2.00	2.03	1.54	0.00	0.00
13.00	1.99	1.99	1.83	0.15	0.15	2.00	1.95	0.94	0.12	0.00
14.00	1.92	1.98	1.97	1.90	0.11	1.99	1.91	0.40	0.15	0.11
15.00	1.97	2.00	0.71	0.61	0.00	2.00	1.91	1.38	1.02	0.00
16.00	2.01	1.78	0.00	0.65	0.00	2.00	1.77	1.64	0.00	0.00
17.00	1.98	1.78	1.34	0.02	0.00	2.00	1.99	1.81	0.52	0.00
18.00	1.97	1.92	1.86	1.40	0.31	2.00	1.90	1.91	0.19	0.00
19.00	1.99	1.98	1.32	0.04	0.00	2.00	1.99	1.55	0.72	0.00
20.00	1.92	1.87	1.34	0.08	0.00	1.99	1.97	1.58	1.15	0.00
21.00	1.94	2.00	2.06	1.14	0.00	2.00	2.00	1.93	1.08	0.01
22.00	1.80	1.85	1.80	1.66	0.00	2.00	1.95	1.73	0.00	0.26
23.00	1.75	1.64	1.41	0.49	0.24	2.00	1.02	0.91	0.00	0.00
24.00	2.00	2.00	1.44	0.31	0.00	2.00	1.99	1.52	0.02	0.00
25.00	2.00	1.91	0.87	0.81	0.00	2.00	1.97	1.71	0.62	0.00
26.00	1.91	1.86	0.00	0.00	0.00	1.99	1.78	1.67	0.00	0.00
27.00	2.00	2.00	2.84	1.42	0.00	2.00	2.05	1.52	0.62	0.00
28.00	2.00	1.64	1.58	1.72	1.20	2.00	1.90	1.64	0.49	0.00
29.00	2.00	1.58	0.15	1.19	0.00	2.00	2.03	1.99	0.00	0.00
30.00	2.00	1.99	1.39	0.00	0.00	2.00	2.00	1.66	1.25	0.00
31.00	1.98	1.97	1.64	0.15	0.00	2.00	1.99	1.73	0.84	0.00
32.00	1.95	1.75	1.63	0.99	0.00	1.99	1.91	1.51	0.00	0.00
33.00	1.93	1.99	1.74	0.55	0.00	2.00	1.94	0.78	0.97	0.00
34.00	1.88	1.80	1.79	0.79	0.00	2.00	1.99	1.22	0.51	0.00
35.00	1.99	2.04	1.59	0.00	0.00	2.00	0.71	1.20	0.00	0.00
36.00	1.99	1.95	1.88	0.00	0.00	2.00	0.00	1.53	0.00	0.00
37.00	1.99	1.93	1.98	0.72	0.00	2.00	0.00	0.92	0.48	0.00
38.00	2.01	2.10	2.05	2.46	0.00	1.99	0.00	0.00	0.00	0.92
39.00	1.63	1.46	1.35	0.95	0.00	2.00	1.37	0.00	1.15	0.00
40.00	2.11	1.95	0.42	1.47	0.00	2.00	2.00	0.00	1.13	0.61
41.00	1.97	1.72	1.30	0.72	0.00	2.00	1.39	0.58	1.02	0.31
42.00	2.00	1.67	1.91	1.18	0.26	2.00	1.95	0.00	0.04	0.00
43.00	1.98	1.95	1.98	1.45	0.45	2.00	1.97	1.25	0.00	0.00
44.00	2.00	2.03	1.38	0.98	0.88	1.99	2.00	1.86	1.59	0.00
45.00	2.00	1.97	1.79	0.00	0.00	2.00	2.00	1.98	0.00	0.00
46.00	1.99	1.97	1.77	1.55	0.00	2.00	1.97	1.59	1.35	0.00
47.00	1.88	1.94	1.34	0.45	0.06	2.00	1.95	1.64	0.71	0.00
48.00	2.00	2.00	2.13	1.81	0.00	2.00	1.99	1.92	0.07	0.00
49.00	2.00	1.78	1.80	0.29	0.00	2.00	2.01	1.98	0.49	0.00
50.00	1.99	2.00	1.94	0.71	0.00	2.00	1.99	1.99	0.29	0.00
51.00	2.00	2.01	2.00	0.00	0.00	1.99	2.00	1.98	1.35	0.00
52.00	1.93	1.88	1.67	0.33	0.00	2.00	1.74	1.46	1.10	0.00
53.00	2.04	2.06	1.47	0.13	0.00	2.00	2.19	1.44	0.00	0.00
54.00	2.01	2.00	1.72	0.93	0.00	2.00	2.00	1.98	0.61	0.00
55.00	1.99	1.98	1.66	1.97	0.33	2.00	1.95	0.05	0.00	0.00
56.00	1.85	1.97	2.00	1.66	1.08	2.00	1.98	0.00	0.00	0.00
57.00	1.99	1.93	1.87	0.00	0.00	1.99	1.90	0.00	0.08	0.00
58.00	2.00	2.00	2.01	0.00	0.00	2.00	2.00	0.00	0.00	0.00
59.00	1.98	2.00	2.00	0.00	0.00	2.00	2.00	0.00	0.82	0.00
60.00	2.00	1.99	1.99	0.00	0.00	2.00	1.99	0.00	0.00	0.00
61.00	0.89	1.90	1.06	1.20	0.00	2.00	2.01	0.00	1.04	0.00
62.00	0.00	2.00	1.95	2.00	0.00	2.00	2.00	0.00	2.00	0.00
63.00	0.00	2.00	1.97	2.00	0.00	1.99	1.99	0.00	2.00	0.00
64.00	0.00	2.00	1.99	2.00	0.00	2.00	2.00	0.00	2.00	0.00
65.00	0.00	2.00	1.98	1.99	0.00	2.00	2.00	0.00	2.00	0.00
66.00	0.00	2.00	1.92	2.00	0.00	2.00	2.00	0.00	2.00	0.00
67.00	0.00	2.00	1.99	2.00	0.00	2.00	2.00	0.00	1.99	0.00
68.00	0.00	1.99	1.99	2.00	0.00	2.00	2.00	0.00	2.00	0.00
69.00	0.00	2.00	1.95	2.00	0.00	1.99	1.99	0.00	2.00	0.00
70.00	0.00	2.00	1.97	2.00	0.00	2.00	2.00	0.00	2.00	0.00
71.00	0.00	2.00	1.98	2.00	0.00	2.00	2.00	1.45	2.00	0.00
72.00	0.00	2.00	1.99	1.99	0.00	2.00	2.00	1.95	1.99	0.00
73.00	0.00	2.00	1.95	2.00	0.00	2.00	2.00	1.94	2.00	0.00
74.00	0.00	1.99	1.95	2.00	0.00	2.00	2.00	1.98	2.00	0.00
75.00	1.91	1.88	1.73	1.08	0.31	1.99	1.98	1.54	0.94	0.00
76.00	2.00	1.95	1.92	1.37	0.00	2.00	2.01	0.93	0.49	0.68
77.00	1.84	1.80	1.39	0.68	0.00	2.00	1.99	2.12	0.58	0.00
78.00	1.98	1.93	1.91	0.32	0.00	2.00	1.98	1.94	0.31	0.00
79.00	1.98	1.75	1.83	0.29	0.00	2.00	1.87	1.91	0.62	0.00
80.00	2.03	1.99	1.92	0.48	0.00	2.00	1.99	1.99	1.90	0.22
81.00	1.99	1.93	1.87	0.15	0.00	1.99	2.00	1.83	1.44	0.00
82.00	2.00	1.20	1.65	0.60	0.31	2.00	2.00	1.35	1.27	0.00
83.00	1.91	1.18	1.51	0.31	0.00	2.00	2.00	1.25	0.22	0.00
84.00	2.00	1.81	1.74	0.11	0.00	2.00	1.99	1.55	0.31	0.00
85.00	1.98	2.00	1.90	0.31	0.00	2.00	2.00	1.92	0.99	0.00
86.00	2.03	1.85	1.86	0.80	0.00	2.00	2.00	2.05	1.66	0.00
87.00	0.08	2.00	0.16	0.00	0.27	1.99	2.00	2.00	0.40	0.00
88.00	0.00	2.00	0.00	0.00	0.00	2.00	2.00	1.85	1.80	0.02
89.00	0.00	1.98	0.00	1.48	0.00	2.00	1.59	1.50	0.77	0.64
90.00	0.00	2.01	0.00	2.00	0.00	2.00	2.00	2.00	0.14	0.00
91.00	0.00	1.74	0.00	0.57	0.31	2.00	1.95	1.55	0.29	0.01
92.00	0.00	1.90	0.00	0.49	0.00	2.00	1.42	1.12	0.00	0.00
93.00	1.40	1.99	0.00	0.42	0.00	1.99	1.21	1.14	0.48	0.00
94.00	2.00	1.99	0.00	0.94	0.00	2.00	1.99	1.98	0.00	0.00
95.00	2.00	1.91	0.00	2.12	0.00	2.00	1.99	2.01	0.18	0.00
96.00	2.00	1.97	0.00	1.42	0.00	2.00	2.00	1.72	0.78	0.01
97.00	1.99	1.75	0.00	0.22	0.00	2.00	1.80	1.71	0.18	0.00
98.00	2.01	2.13	0.00	2.08	0.00	2.00	2.14	2.12	0.25	0.00
99.00	1.81	1.70	0.00	0.57	1.05	2.00	1.60	1.46	0.00	1.34
100.00	1.84	1.87	0.00	0.74	0.00	1.99	2.00	2.00	0.00	0.00
101.00	2.08	1.79	0.00	1.72	0.92	2.00	1.85	1.66	0.00	0.33
102.00	1.99	1.99	0.00	1.72	0.00	2.00	1.91	1.77	0.92	0.00
103.00	1.39	1.59	0.00	0.32	0.57	2.00	0.84	0.21	0.27	0.00
104.00	1.31	2.03	0.00	0.35	0.06	2.00	1.57	0.77	0.07	0.00
105.00	2.38	1.97	0.00	1.13	0.06	2.00	1.87	1.58	0.49	0.00
106.00	2.00	1.99	0.00	1.83	0.16	1.99	2.00	1.87	1.51	0.69
107.00	1.50	1.81	1.25	0.93	0.16	2.00	1.59	1.48	0.89	0.00
108.00	1.93	1.60	0.64	1.25	0.00	2.00	1.78	1.52	0.00	0.00
109.00	2.00	2.01	1.54	0.95	0.00	2.00	1.99	0.38	0.00	0.27
110.00	2.00	1.99	0.57	0.49	0.00	2.00	1.99	0.01	0.00	0.00
111.00	1.55	1.72	1.46	0.47	0.00	2.00	0.38	0.41	0.00	0.04
112.00	1.99	2.00	2.00	0.00	0.00	1.99	0.00	0.00	0.37	0.00
113.00	0.26	1.74	1.06	0.49	0.00	2.00	0.00	1.00	0.89	0.00
114.00	0.00	2.00	1.91	2.51	0.00	2.00	0.00	1.94	1.87	0.00
115.00	0.00	1.94	1.81	0.97	0.40	2.00	0.04	0.53	1.73	0.24
