Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.484s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.02	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	1.12	1.18	2.00	0.00	1.72
6.00	1.44	1.51	2.00	0.00	1.97
7.00	1.17	1.53	2.00	0.80	1.38
8.00	0.88	1.68	1.99	1.39	0.94
9.00	0.85	1.65	2.00	1.65	0.81
10.00	0.82	1.65	2.00	1.67	0.69
11.00	0.49	0.93	2.00	1.67	1.04
12.00	0.02	2.92	2.00	1.73	1.01
13.00	0.00	2.43	2.00	1.70	0.74
14.00	0.00	2.27	1.99	2.83	0.00
15.00	1.05	1.22	2.00	1.37	1.12
16.00	0.82	1.47	2.00	1.58	1.10
17.00	0.55	1.85	2.00	1.54	0.73
18.00	0.84	1.54	2.00	1.59	0.93
19.00	0.62	1.44	2.00	1.81	0.81
20.00	0.88	1.85	1.99	1.57	0.92
21.00	0.39	1.80	2.00	2.11	0.51
22.00	0.00	2.70	2.00	2.47	0.00
23.00	0.87	1.39	2.00	1.47	0.98
24.00	1.04	1.50	2.00	1.39	0.98
25.00	0.65	1.75	2.00	2.10	0.31
26.00	0.86	1.61	1.99	1.45	0.94
27.00	0.97	1.61	2.00	1.61	0.77
28.00	0.87	1.64	2.00	1.74	0.54
29.00	0.64	1.93	2.00	2.38	0.00
30.00	0.00	2.44	2.00	2.34	0.34
31.00	0.78	1.99	2.00	2.07	0.00
32.00	1.45	1.57	1.99	2.01	0.00
33.00	1.12	1.59	2.00	1.65	0.59
34.00	0.68	1.63	2.00	1.32	1.22
35.00	0.86	1.71	2.00	1.46	0.86
36.00	0.81	1.54	2.00	1.66	0.84
37.00	0.75	1.60	2.00	1.80	0.78
38.00	0.00	2.17	1.99	1.92	0.89
39.00	0.00	2.32	2.00	1.71	0.94
40.00	0.00	2.46	2.00	2.76	0.00
41.00	0.85	1.27	2.00	1.42	0.97
42.00	0.84	1.53	2.00	1.40	1.05
