Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.361s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.44	0.85	0.42	0.00	1.99	0.00	0.00	0.00
3.00	1.38	1.74	2.05	1.98	2.00	0.00	0.00	0.00
4.00	1.95	1.97	1.99	2.00	2.00	0.00	1.95	1.50
5.00	0.01	0.02	1.33	1.87	2.00	0.00	2.00	0.04
6.00	0.00	0.99	1.99	2.00	2.00	0.00	2.00	1.97
7.00	0.00	0.78	1.91	1.99	2.00	0.00	1.99	2.00
8.00	0.00	0.25	1.91	1.91	1.99	0.00	2.00	2.00
9.00	0.00	2.77	1.84	2.05	2.00	0.00	2.00	2.00
10.00	1.26	1.99	1.95	2.00	2.00	0.00	2.00	2.00
11.00	1.98	1.97	1.97	2.00	2.00	0.00	2.00	1.98
12.00	2.00	2.00	1.99	2.00	2.00	0.00	2.00	2.00
13.00	2.00	1.98	1.97	2.00	2.00	0.00	1.99	2.00
14.00	2.00	1.98	2.00	1.99	1.99	0.00	2.00	2.00
15.00	2.00	1.98	1.97	2.00	2.00	0.00	2.00	2.00
16.00	2.00	2.00	1.98	2.00	2.00	0.00	2.00	2.00
17.00	1.99	1.97	1.97	2.00	2.00	0.00	2.00	1.99
18.00	2.00	1.98	1.99	2.00	2.00	0.00	1.99	1.99
19.00	2.00	1.98	1.97	2.00	2.00	0.00	2.00	2.00
20.00	1.99	1.97	1.97	1.99	1.99	0.00	2.00	1.99
21.00	2.00	1.99	1.98	2.00	2.00	0.00	2.00	2.00
22.00	1.98	1.95	1.98	2.00	2.00	0.00	2.00	2.00
23.00	1.99	2.00	2.00	2.00	2.00	0.00	2.00	2.00
24.00	2.00	1.99	1.99	2.00	2.00	0.00	2.00	1.99
25.00	1.99	1.97	1.97	2.00	2.00	0.00	1.99	1.99
26.00	1.99	1.99	1.99	1.99	1.99	0.00	2.00	2.00
27.00	2.00	1.99	1.98	2.00	2.00	0.00	2.00	2.00
28.00	2.00	1.99	1.95	2.00	2.00	0.00	2.00	2.00
29.00	2.00	1.99	1.95	2.00	2.00	0.00	2.00	1.99
30.00	1.99	1.98	1.97	2.00	2.00	0.00	2.00	2.00
31.00	2.00	1.98	1.98	2.00	2.00	0.00	1.99	2.00
32.00	1.98	1.97	1.99	1.99	1.99	0.00	2.00	2.00
33.00	2.00	1.98	2.00	2.00	2.00	0.00	2.00	2.00
34.00	1.99	1.95	1.97	2.00	2.00	0.00	2.00	2.00
35.00	1.98	2.00	1.94	2.00	2.00	0.00	2.00	1.99
36.00	2.00	1.97	1.97	2.00	2.00	0.00	2.00	1.99
37.00	1.99	2.00	2.00	2.00	2.00	0.00	2.00	2.00
38.00	1.97	1.99	1.99	1.99	1.99	0.00	1.99	1.99
39.00	2.00	2.00	1.98	2.00	2.00	0.00	2.00	2.00
40.00	2.00	1.95	1.95	2.00	2.00	0.00	2.00	2.00
41.00	1.81	1.84	1.80	1.87	2.00	0.00	2.00	1.99
42.00	2.00	1.98	1.99	2.00	2.00	0.00	2.00	1.99
43.00	2.00	1.95	1.99	2.00	2.00	0.00	2.00	2.00
44.00	1.98	1.97	1.97	1.99	1.99	0.00	1.99	2.00
45.00	2.00	1.97	1.99	2.00	2.00	0.00	2.00	2.00
46.00	2.00	1.99	1.98	2.00	2.00	0.00	2.00	2.00
47.00	1.99	1.99	1.99	2.00	2.00	0.00	2.00	2.00
48.00	2.00	1.97	1.99	2.00	2.00	0.00	2.00	1.99
