Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.264s)
CreateVariables () DONE !!!
Creating 10 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9
2.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	2.00	0.68	0.00	0.12	0.07
5.00	0.00	0.00	0.01	0.00	0.00	2.00	1.99	0.00	0.00	0.00
6.00	0.00	0.00	0.00	0.09	0.00	2.00	2.03	0.04	0.00	1.17
7.00	0.00	0.00	0.00	0.58	0.00	2.00	1.99	0.00	0.73	1.61
8.00	0.00	0.00	0.00	0.40	0.00	1.99	2.00	0.02	1.60	1.44
9.00	0.00	0.00	0.06	0.01	0.00	2.00	1.95	0.02	0.52	0.09
10.00	0.00	0.00	0.04	0.00	0.00	2.00	2.00	0.00	1.10	0.18
11.00	0.00	0.00	0.00	0.02	0.00	2.00	1.85	0.04	0.38	0.99
12.00	0.00	0.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	2.21
13.00	0.00	0.00	0.00	0.18	0.00	2.00	2.04	0.00	1.94	1.70
14.00	0.00	0.00	0.00	0.20	0.00	1.99	1.99	0.00	1.91	1.46
15.00	0.00	0.00	0.01	0.00	0.00	2.00	2.00	0.00	1.94	1.79
16.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.99	1.99
17.00	0.00	0.00	0.00	0.27	0.00	2.00	2.00	0.00	1.97	1.66
18.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.94	2.00
19.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.98	2.00
20.00	0.00	0.00	0.00	0.24	0.00	1.99	1.99	0.00	2.00	1.42
21.00	0.00	0.00	0.00	0.29	0.00	2.00	2.00	0.00	1.97	1.32
22.00	0.00	0.00	0.15	0.08	0.00	2.00	1.86	0.07	0.77	0.94
23.00	0.00	0.00	0.02	0.00	0.00	2.00	2.00	0.00	0.19	0.00
24.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.49	0.00
25.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	2.76	0.00
26.00	0.00	0.00	0.00	0.01	0.00	1.99	1.99	0.00	1.70	0.00
27.00	0.00	0.00	0.00	0.00	0.00	2.00	1.95	0.00	1.92	0.25
28.00	0.00	0.00	0.00	0.27	0.00	2.00	2.03	0.00	1.51	0.78
29.00	0.00	0.00	0.00	0.20	0.00	2.00	2.03	0.00	1.91	0.18
30.00	0.00	0.00	0.00	0.01	0.00	2.00	2.00	0.00	1.77	0.28
31.00	0.00	0.00	0.00	0.13	0.00	2.00	2.00	0.00	1.60	0.33
32.00	0.00	0.00	0.00	0.00	0.00	1.99	1.99	0.00	1.95	0.00
33.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.95	1.70
34.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	2.00	1.99
35.00	0.00	0.00	0.06	0.04	0.00	2.00	2.00	0.00	1.61	1.67
36.00	0.00	0.00	0.00	0.25	0.00	2.00	2.00	0.00	1.98	1.63
37.00	0.00	0.00	0.05	0.04	0.00	2.00	1.98	0.00	1.74	1.61
38.00	0.00	0.00	0.02	0.02	0.00	1.99	2.01	0.00	1.42	0.16
39.00	0.00	0.00	0.00	0.04	0.00	2.00	2.00	0.00	1.97	0.98
40.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	2.00	2.00
41.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.99	1.99
42.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.98	1.99
43.00	0.00	0.00	0.00	0.00	0.00	2.00	1.95	0.01	1.52	1.46
44.00	0.00	0.00	0.20	0.00	0.00	1.99	1.74	0.00	1.77	0.53
45.00	0.00	0.00	0.05	0.00	0.00	2.00	1.95	0.06	0.22	0.00
46.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.22	0.06
47.00	0.00	0.00	0.02	0.00	0.00	2.00	2.00	0.08	1.01	0.00
48.00	0.00	0.00	0.02	0.00	0.00	2.00	2.00	0.25	1.66	0.00
49.00	0.00	0.00	0.02	0.00	0.00	2.00	2.00	0.04	1.87	1.81
50.00	0.00	0.00	0.00	0.00	0.00	2.00	1.99	0.00	1.92	2.00
51.00	0.00	0.00	0.00	0.00	0.00	1.99	2.00	0.00	1.94	2.00
52.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.95	2.00
53.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.94	2.00
54.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.92	1.99
55.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.92	2.00
56.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.95	2.00
57.00	0.00	0.00	0.00	0.00	0.00	1.99	1.99	0.00	1.97	2.00
58.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.92	2.00
59.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.94	2.00
60.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.91	1.99
61.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.93	2.00
62.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.98	2.00
63.00	0.00	0.00	0.00	0.00	0.00	1.99	1.99	0.00	1.95	2.00
64.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.94	2.00
65.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.93	2.00
66.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	1.94	1.99
