Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.222s)
CreateVariables () DONE !!!
Creating 12 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.28	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
5.00	0.73	0.00	0.73	0.72	0.74	0.00	2.00	0.00	0.00	0.74	1.15	0.00
6.00	1.24	0.00	1.72	1.07	1.05	0.00	2.00	0.79	0.32	1.53	1.64	0.92
7.00	1.24	0.48	0.29	0.00	0.34	0.00	2.00	0.09	0.22	0.88	0.21	0.08
8.00	0.00	0.77	0.75	0.34	0.54	0.73	1.99	1.34	0.41	1.37	1.79	0.51
9.00	0.07	0.79	0.95	1.13	0.16	0.77	2.00	1.28	0.00	0.67	0.66	0.75
10.00	0.13	0.79	0.28	1.27	0.08	0.57	2.00	0.19	0.24	0.02	1.24	0.31
11.00	0.06	0.40	0.12	0.38	0.00	0.37	2.00	0.59	0.00	0.00	0.58	0.66
12.00	0.29	0.40	0.00	2.23	0.00	0.34	2.00	0.98	0.42	1.65	1.87	0.86
13.00	0.25	1.01	0.32	0.41	0.39	1.33	2.00	0.00	0.44	1.34	1.10	0.21
14.00	0.00	0.53	0.00	0.00	0.75	0.15	1.99	0.55	0.00	0.72	0.12	0.33
15.00	0.00	1.18	0.37	0.47	0.00	1.07	2.00	0.60	0.00	1.08	1.28	0.52
16.00	0.35	0.91	0.60	0.75	0.15	0.57	2.00	0.11	0.00	0.45	0.08	0.00
17.00	0.49	0.60	0.85	0.15	0.19	2.06	2.00	0.24	0.00	1.00	1.88	0.13
18.00	0.22	0.26	0.53	0.65	0.15	0.49	2.00	0.26	0.00	1.66	0.21	0.64
19.00	0.14	0.91	0.06	0.80	0.44	1.71	2.00	0.13	0.29	0.98	0.88	0.00
20.00	0.55	1.17	1.01	0.26	0.00	1.71	1.99	0.02	0.00	0.00	0.01	0.01
21.00	0.14	0.89	0.72	0.18	0.65	0.93	2.00	1.79	0.14	1.22	2.23	1.68
22.00	0.02	1.02	1.63	0.22	0.06	0.28	2.00	0.31	0.78	0.37	0.02	0.59
23.00	0.29	1.00	0.08	0.00	0.04	1.04	2.00	0.52	0.02	0.14	1.50	0.27
24.00	0.00	0.00	0.92	1.07	0.00	0.14	2.00	0.71	0.07	1.05	0.73	0.92
