Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.224s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00
4.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	0.00	1.27	1.46	2.00	1.28	1.22	1.25
6.00	1.46	1.92	2.00	2.00	1.97	1.93	1.99
7.00	1.99	1.94	1.99	2.00	2.00	1.94	2.00
8.00	2.00	1.92	2.00	1.99	2.00	1.99	2.00
9.00	1.99	1.93	2.00	2.00	2.00	1.92	1.99
10.00	2.00	1.94	2.00	2.00	2.00	1.97	1.99
11.00	1.98	1.95	2.00	2.00	1.99	1.94	2.00
12.00	1.99	1.91	2.00	2.00	2.00	1.92	2.00
13.00	1.98	1.92	2.00	2.00	1.99	1.91	2.00
14.00	2.00	1.91	1.99	1.99	2.00	1.92	2.00
15.00	2.00	1.94	2.00	2.00	2.00	1.95	2.00
16.00	1.99	1.95	2.00	2.00	2.00	1.98	1.94
17.00	1.98	1.94	2.00	2.00	2.00	1.95	1.99
18.00	2.00	1.95	2.00	2.00	2.00	1.93	1.99
19.00	2.00	1.97	2.00	2.00	1.99	1.91	2.00
20.00	2.00	1.92	1.99	1.99	2.00	1.90	2.00
21.00	1.99	1.95	2.00	2.00	2.00	1.91	1.99
22.00	2.00	1.91	2.00	2.00	2.00	1.95	2.00
23.00	1.99	1.92	2.00	2.00	2.00	1.95	1.98
24.00	1.99	1.92	2.00	2.00	1.99	1.88	2.00
25.00	1.99	1.93	2.00	2.00	2.00	1.91	2.00
26.00	1.97	1.94	1.99	1.99	2.00	1.93	1.98
27.00	1.99	1.91	2.00	2.00	2.00	1.94	1.98
28.00	2.00	1.93	2.00	2.00	1.99	1.91	2.00
29.00	1.99	1.91	2.00	2.00	2.00	1.91	1.99
30.00	2.00	1.93	2.00	2.00	1.99	1.92	2.00
31.00	1.95	1.94	2.00	2.00	2.00	1.98	1.99
32.00	2.00	1.95	1.99	1.99	2.00	1.92	2.00
33.00	1.98	1.92	2.00	2.00	2.00	1.95	1.99
34.00	2.00	1.91	2.00	2.00	2.00	1.88	2.00
35.00	1.99	1.91	2.00	2.00	2.00	1.93	1.99
36.00	1.99	1.99	2.00	2.00	2.00	1.93	1.99
37.00	2.00	1.91	2.00	2.00	2.00	1.90	1.99
38.00	2.00	1.92	1.99	1.99	1.99	1.94	2.00
39.00	1.99	1.93	2.00	2.00	2.00	1.93	1.99
40.00	2.00	1.88	2.00	2.00	2.00	1.93	2.00
41.00	1.99	1.92	2.00	2.00	2.00	1.93	1.98
42.00	1.99	1.91	2.00	2.00	1.99	1.93	2.00
43.00	1.99	1.94	2.00	2.00	2.00	1.94	1.99
44.00	2.00	1.90	1.99	1.99	1.99	1.95	2.00
45.00	2.00	1.88	2.00	2.00	2.00	1.93	1.99
46.00	2.00	1.97	2.00	2.00	2.00	1.94	2.00
47.00	2.00	1.95	2.00	2.00	2.00	1.88	1.99
48.00	1.99	1.92	2.00	2.00	1.99	1.95	1.99
49.00	2.00	1.93	2.00	2.00	2.00	1.95	1.99
50.00	2.00	1.95	1.99	2.00	2.00	1.94	2.00
51.00	2.00	1.95	2.00	1.99	1.99	1.95	1.98
52.00	2.00	1.94	2.00	2.00	2.00	1.94	2.00
53.00	1.98	1.93	2.00	2.00	2.00	1.94	1.99
54.00	1.99	1.91	2.00	2.00	2.00	1.91	1.99
55.00	1.99	1.93	2.00	2.00	1.99	1.93	1.98
56.00	1.99	1.93	2.00	2.00	1.99	1.92	1.99
57.00	2.00	1.93	1.99	1.99	2.00	1.92	2.00
58.00	2.00	1.94	2.00	2.00	2.00	1.93	2.00
59.00	2.00	1.93	2.00	2.00	1.99	1.95	1.98
60.00	1.99	1.93	2.00	2.00	2.00	1.93	2.00
61.00	1.99	1.91	2.00	2.00	2.00	1.94	1.98
62.00	2.00	1.92	2.00	2.00	1.99	1.93	2.00
63.00	2.00	1.91	1.99	1.99	2.00	1.92	1.99
64.00	2.00	1.90	2.00	2.00	2.00	1.91	2.00
65.00	1.99	1.90	2.00	2.00	1.99	1.95	2.00
66.00	1.99	1.93	2.00	2.00	2.00	1.97	1.99
67.00	1.95	1.91	2.00	2.00	1.98	1.93	2.00
68.00	2.00	1.87	2.00	2.00	1.99	1.95	2.00
69.00	1.97	1.97	1.99	1.99	2.00	1.94	1.99
70.00	2.00	1.92	2.00	2.00	2.00	1.95	2.00
71.00	1.95	1.92	2.00	2.00	2.00	1.93	1.99
72.00	1.99	1.91	2.00	2.00	2.00	1.87	2.00
73.00	2.00	1.94	2.00	2.00	2.00	1.93	1.99
74.00	2.00	1.92	2.00	2.00	1.98	1.91	2.00
75.00	1.99	1.95	1.99	1.99	2.00	1.95	2.00
76.00	1.99	1.93	2.00	2.00	2.00	1.97	2.00
77.00	1.99	1.97	2.00	2.00	2.00	1.94	2.00
78.00	2.00	1.98	2.00	2.00	2.00	1.92	2.00
79.00	1.99	1.94	2.00	2.00	2.00	1.95	1.99
80.00	2.00	1.93	2.00	2.00	1.99	1.94	2.00
81.00	1.99	1.93	1.99	1.99	2.00	1.92	2.00
82.00	2.00	1.91	2.00	2.00	2.00	1.93	2.00
83.00	1.99	1.90	2.00	2.00	2.00	1.97	2.00
84.00	2.00	1.91	2.00	2.00	2.00	1.97	2.00
85.00	1.98	1.91	2.00	2.00	1.99	1.94	1.97
86.00	1.99	1.86	2.00	2.00	2.00	1.93	2.00
87.00	2.00	1.94	1.99	1.99	1.99	1.88	2.00
88.00	2.00	1.94	2.00	2.00	1.99	1.95	2.00
89.00	2.00	1.97	2.00	2.00	1.99	1.91	1.99
90.00	2.00	1.97	2.00	2.00	2.00	1.94	2.00
91.00	1.97	1.93	2.00	2.00	2.00	1.94	1.99
92.00	2.00	1.94	2.00	2.00	1.98	1.93	2.00
93.00	1.99	1.91	1.99	1.99	2.00	1.91	1.99
94.00	2.00	1.92	2.00	2.00	2.00	1.91	2.00
95.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
96.00	1.99	1.91	2.00	2.00	1.99	1.94	2.00
97.00	1.99	1.92	2.00	2.00	2.00	1.97	1.99
98.00	2.00	1.93	2.00	2.00	1.98	1.90	2.00
99.00	2.00	1.94	1.99	2.00	2.00	1.93	2.00
100.00	2.00	1.93	2.00	1.99	1.99	1.93	2.00
101.00	1.98	1.94	2.00	2.00	2.00	1.91	2.00
102.00	2.00	1.94	2.00	2.00	2.00	1.95	2.00
103.00	1.99	1.91	2.00	2.00	1.99	1.93	1.95
104.00	2.00	1.91	2.00	2.00	2.00	1.92	2.00
105.00	1.99	1.98	2.00	2.00	2.00	1.90	2.00
106.00	2.00	1.91	1.99	1.99	2.00	1.97	2.00
107.00	2.00	1.93	2.00	2.00	2.00	1.93	2.00
108.00	2.00	1.94	2.00	2.00	2.00	1.98	2.00
109.00	2.00	1.93	2.00	2.00	2.00	1.95	1.99
110.00	1.99	1.91	2.00	2.00	1.99	1.93	2.00
111.00	2.00	1.88	2.00	2.00	2.00	1.92	1.99
112.00	2.00	1.91	1.99	1.99	2.00	1.91	2.00
113.00	1.99	1.92	2.00	2.00	2.00	1.97	1.99
114.00	2.00	1.92	2.00	2.00	1.99	1.94	2.00
115.00	1.98	1.88	2.00	2.00	2.00	1.98	1.99
116.00	1.98	1.94	2.00	2.00	1.99	1.92	1.99
117.00	1.99	1.94	2.00	2.00	2.00	1.97	1.99
118.00	2.00	1.93	1.99	1.99	1.99	1.93	2.00
119.00	1.99	1.92	2.00	2.00	2.00	1.93	2.00
120.00	2.00	1.95	2.00	2.00	2.00	1.97	2.00
121.00	1.99	1.92	2.00	2.00	2.00	1.95	1.99
122.00	1.99	1.90	2.00	2.00	2.00	1.94	2.00
123.00	1.98	1.91	2.00	2.00	1.99	1.93	1.99
124.00	2.00	1.88	1.99	1.99	2.00	1.94	2.00
125.00	1.99	1.92	2.00	2.00	2.00	1.98	2.00
126.00	2.00	1.94	2.00	2.00	2.00	1.91	1.99
127.00	2.00	1.92	2.00	2.00	1.98	1.97	1.99
128.00	1.99	1.91	2.00	2.00	1.99	1.88	2.00
129.00	1.99	1.93	2.00	2.00	2.00	1.94	1.99
130.00	2.00	1.92	1.99	1.99	2.00	1.92	2.00
131.00	1.98	1.88	2.00	2.00	2.00	1.93	1.98
132.00	2.00	1.92	2.00	2.00	2.00	1.92	2.00
133.00	2.00	1.97	2.00	2.00	2.00	1.92	2.00
134.00	1.99	1.92	2.00	2.00	1.99	1.87	1.99
135.00	1.98	1.95	2.00	2.00	2.00	1.97	2.00
136.00	2.00	1.93	1.99	1.99	1.99	1.99	1.99
137.00	1.98	1.93	2.00	2.00	2.00	1.95	2.00
138.00	2.00	1.87	2.00	2.00	2.00	1.91	2.00
139.00	1.99	1.92	2.00	2.00	2.00	1.98	1.98
140.00	1.99	1.91	2.00	2.00	1.99	1.91	1.99
141.00	1.99	1.92	2.00	2.00	2.00	1.94	1.99
142.00	2.00	1.91	1.99	2.00	1.99	1.94	2.00
143.00	2.00	1.95	2.00	1.99	2.00	1.95	2.00
144.00	2.00	1.92	2.00	2.00	2.00	1.92	2.00
145.00	1.99	1.94	2.00	2.00	2.00	1.95	1.99
146.00	1.98	1.91	2.00	2.00	1.99	1.95	1.98
147.00	2.00	1.93	2.00	2.00	2.00	1.94	2.00
148.00	2.00	1.92	2.00	2.00	1.99	1.91	2.00
149.00	2.00	1.97	1.99	1.99	2.00	1.98	2.00
150.00	2.00	1.92	2.00	2.00	2.00	1.91	2.00
151.00	2.00	1.95	2.00	2.00	2.00	1.98	1.99
152.00	1.99	1.87	2.00	2.00	1.99	1.92	1.99
153.00	2.00	1.90	2.00	2.00	1.99	1.95	1.97
154.00	2.00	1.91	2.00	2.00	2.00	1.93	2.00
155.00	1.98	1.95	1.99	1.99	2.00	1.92	1.99
156.00	1.98	1.90	2.00	2.00	1.99	1.99	1.99
157.00	1.99	1.91	2.00	2.00	2.00	1.94	1.99
158.00	2.00	1.93	2.00	2.00	1.99	1.90	1.99
159.00	1.99	1.91	2.00	2.00	2.00	1.95	2.00
160.00	2.00	1.94	2.00	2.00	1.99	1.94	2.00
161.00	2.00	1.93	1.99	1.99	2.00	1.95	1.99
162.00	2.00	1.97	2.00	2.00	1.99	1.94	2.00
163.00	2.00	1.95	2.00	2.00	2.00	1.95	1.99
164.00	2.00	1.95	2.00	2.00	2.00	1.92	2.00
165.00	1.99	1.93	2.00	2.00	2.00	1.94	1.97
166.00	1.98	1.93	2.00	2.00	1.98	1.95	1.99
167.00	2.00	1.97	1.99	1.99	2.00	1.95	1.99
168.00	2.00	1.90	2.00	2.00	2.00	1.92	2.00
169.00	1.99	1.94	2.00	2.00	2.00	1.95	2.00
170.00	2.00	1.92	2.00	2.00	2.00	1.91	1.99
171.00	2.00	1.93	2.00	2.00	2.00	1.94	1.98
172.00	1.99	1.88	2.00	2.00	1.99	1.92	2.00
173.00	2.00	1.93	1.99	1.99	2.00	1.94	1.99
174.00	2.00	1.93	2.00	2.00	2.00	1.90	2.00
175.00	1.99	1.95	2.00	2.00	2.00	1.93	1.99
176.00	2.00	1.97	2.00	2.00	2.00	1.97	1.94
177.00	1.99	1.92	2.00	2.00	2.00	1.93	1.99
178.00	2.00	1.93	2.00	2.00	1.99	1.94	2.00
179.00	1.98	1.93	1.99	1.99	2.00	1.93	1.99
10.2.1.2	2.04	7.87
10.1.1.1	2.02	2426.36
10.1.1.2	1.96	1946.50
10.1.1.3	2.04	181.96
10.1.1.5	2.03	1243.88
10.1.1.6	1.97	2041.44
10.1.1.7	2.03	2399.17
