Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.389s)
CreateVariables () DONE !!!
Creating 7 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00
4.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.39	1.34	1.60	2.00	1.39	0.00	1.39
6.00	1.98	1.88	2.00	2.00	1.99	1.54	1.99
7.00	2.00	1.94	1.99	2.00	2.00	1.92	1.99
8.00	2.00	1.91	2.00	1.99	2.00	1.95	2.00
9.00	1.98	1.92	2.00	2.00	2.00	1.97	1.98
10.00	2.00	1.92	2.00	2.00	2.00	1.92	2.00
11.00	1.98	1.94	2.00	2.00	2.00	1.97	1.98
12.00	2.00	1.93	2.00	2.00	2.00	1.90	1.99
13.00	2.00	1.90	2.00	2.00	1.99	1.95	1.99
14.00	2.00	1.93	1.99	1.99	1.99	1.95	2.00
15.00	2.00	1.92	2.00	2.00	2.00	1.90	1.99
16.00	1.99	1.93	2.00	2.00	1.98	1.92	1.99
17.00	1.98	1.95	2.00	2.00	2.00	1.94	1.97
18.00	2.00	1.95	2.00	2.00	1.99	1.90	2.00
19.00	2.00	1.95	2.00	2.00	1.99	1.92	1.99
20.00	2.00	1.93	1.99	1.99	2.00	1.94	2.00
21.00	1.98	1.93	2.00	2.00	1.99	1.94	2.00
22.00	2.00	1.90	2.00	2.00	2.00	1.91	2.00
23.00	2.00	1.93	2.00	2.00	2.00	1.94	1.99
24.00	1.99	1.92	2.00	2.00	2.00	1.94	2.00
25.00	2.00	1.97	2.00	2.00	1.99	1.97	2.00
26.00	2.00	1.95	1.99	1.99	2.00	1.95	2.00
27.00	2.00	1.95	2.00	2.00	1.99	1.98	2.00
28.00	2.00	1.95	2.00	2.00	1.99	1.95	2.00
29.00	1.99	1.95	2.00	2.00	1.99	1.91	1.99
30.00	1.99	1.94	2.00	2.00	2.00	1.93	2.00
31.00	1.99	1.95	2.00	2.00	1.98	1.88	1.99
32.00	2.00	1.87	1.99	1.99	2.00	1.90	2.00
33.00	1.99	1.92	2.00	2.00	2.00	1.95	2.00
34.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
35.00	1.99	1.93	2.00	2.00	2.00	1.93	1.98
36.00	1.99	1.91	2.00	2.00	2.00	1.93	2.00
37.00	2.00	1.93	2.00	2.00	1.99	1.90	2.00
38.00	2.00	1.92	1.99	1.99	2.00	1.93	2.00
39.00	1.99	1.93	2.00	2.00	1.99	1.95	2.00
40.00	2.00	1.90	2.00	2.00	2.00	1.91	2.00
41.00	2.00	1.97	2.00	2.00	2.00	1.95	2.00
42.00	1.99	1.94	2.00	2.00	2.00	1.91	1.99
43.00	1.99	1.95	2.00	2.00	1.99	1.93	1.97
44.00	2.00	1.92	1.99	1.99	2.00	1.93	2.00
45.00	1.99	1.91	2.00	2.00	2.00	1.94	1.99
46.00	1.99	1.92	2.00	2.00	2.00	1.94	1.98
47.00	2.00	1.94	2.00	2.00	2.00	1.95	2.00
48.00	1.99	1.92	2.00	2.00	2.00	1.90	1.99
49.00	2.00	1.92	2.00	2.00	2.00	1.95	1.99
50.00	2.00	1.97	1.99	2.00	1.98	1.90	2.00
51.00	1.99	1.94	2.00	1.99	2.00	1.91	2.00
52.00	2.00	1.91	2.00	2.00	2.00	1.95	2.00
53.00	1.98	1.90	2.00	2.00	2.00	1.92	2.00
54.00	1.99	1.91	2.00	2.00	2.00	1.92	1.99
55.00	1.99	1.95	2.00	2.00	2.00	1.93	1.98
56.00	2.00	1.97	2.00	2.00	1.99	1.93	1.99
57.00	2.00	1.92	1.99	1.99	1.99	1.94	1.99
58.00	2.00	1.93	2.00	2.00	2.00	1.90	2.00
59.00	2.00	1.94	2.00	2.00	2.00	1.95	1.98
60.00	2.00	1.91	2.00	2.00	2.00	1.93	1.99
61.00	1.99	1.95	2.00	2.00	2.00	1.97	2.00
62.00	2.00	1.97	2.00	2.00	1.98	1.92	2.00
63.00	2.00	1.97	1.99	1.99	1.99	1.94	2.00
64.00	2.00	1.93	2.00	2.00	1.99	1.91	2.00
65.00	2.00	1.97	2.00	2.00	2.00	1.93	2.00
66.00	2.00	1.97	2.00	2.00	2.00	1.97	1.99
67.00	1.98	1.95	2.00	2.00	2.00	1.97	2.00
68.00	2.00	1.90	2.00	2.00	1.99	1.92	2.00
69.00	1.98	1.92	1.99	1.99	1.99	1.93	2.00
70.00	2.00	1.92	2.00	2.00	2.00	1.93	2.00
71.00	1.99	1.95	2.00	2.00	2.00	1.94	1.99
72.00	2.00	1.91	2.00	2.00	1.99	1.94	2.00
73.00	1.98	1.93	2.00	2.00	1.99	1.95	1.98
74.00	2.00	1.97	2.00	2.00	1.99	1.95	2.00
75.00	1.99	1.90	1.99	1.99	2.00	1.92	2.00
76.00	1.99	1.91	2.00	2.00	2.00	1.94	2.00
77.00	1.99	1.97	2.00	2.00	2.00	1.94	1.98
78.00	2.00	1.92	2.00	2.00	2.00	1.93	2.00
79.00	1.97	1.94	2.00	2.00	2.00	1.93	1.99
80.00	2.00	1.91	2.00	2.00	1.99	1.91	2.00
81.00	2.00	1.92	1.99	1.99	2.00	1.95	1.99
82.00	2.00	1.94	2.00	2.00	1.99	1.91	2.00
83.00	1.99	1.91	2.00	2.00	2.00	1.91	1.99
84.00	1.99	1.88	2.00	2.00	2.00	1.95	2.00
85.00	1.99	1.91	2.00	2.00	2.00	1.92	1.99
86.00	1.99	1.95	2.00	2.00	1.99	1.92	1.99
87.00	2.00	1.95	1.99	1.99	2.00	1.97	2.00
88.00	2.00	1.92	2.00	2.00	2.00	1.92	2.00
89.00	1.99	1.94	2.00	2.00	1.99	1.93	1.99
90.00	2.00	1.95	2.00	2.00	2.00	1.92	2.00
91.00	1.99	1.94	2.00	2.00	2.00	1.93	1.98
92.00	2.00	1.93	2.00	2.00	1.99	1.94	2.00
93.00	1.99	1.97	1.99	1.99	2.00	1.97	1.99
94.00	2.00	1.91	2.00	2.00	2.00	1.94	2.00
95.00	2.00	1.95	2.00	2.00	2.00	1.97	2.00
96.00	1.97	1.90	2.00	2.00	2.00	1.95	2.00
97.00	2.00	1.94	2.00	2.00	1.99	1.87	1.98
98.00	1.99	1.94	2.00	2.00	2.00	1.94	2.00
99.00	2.00	1.92	1.99	2.00	2.00	1.94	2.00
100.00	2.00	1.90	2.00	1.99	1.99	1.92	2.00
101.00	1.98	1.93	2.00	2.00	2.00	1.93	2.00
102.00	2.00	1.90	2.00	2.00	2.00	1.93	2.00
103.00	1.99	1.91	2.00	2.00	2.00	1.93	1.98
104.00	2.00	1.94	2.00	2.00	2.00	1.88	2.00
105.00	1.99	1.93	2.00	2.00	1.98	1.93	1.98
106.00	1.98	1.94	1.99	1.99	1.98	1.97	2.00
107.00	1.99	1.93	2.00	2.00	2.00	1.93	2.00
108.00	2.00	1.94	2.00	2.00	2.00	1.95	2.00
109.00	1.98	1.94	2.00	2.00	1.99	1.94	1.99
110.00	2.00	1.88	2.00	2.00	2.00	1.94	1.99
111.00	1.98	1.93	2.00	2.00	1.99	1.98	1.98
112.00	2.00	1.91	1.99	1.99	2.00	1.93	2.00
113.00	1.99	1.93	2.00	2.00	2.00	1.90	1.99
114.00	2.00	1.92	2.00	2.00	1.99	1.92	2.00
115.00	2.00	1.93	2.00	2.00	2.00	1.91	1.99
116.00	1.99	1.95	2.00	2.00	1.99	1.97	1.98
117.00	1.99	1.95	2.00	2.00	2.00	1.93	1.98
118.00	2.00	1.98	1.99	1.99	2.00	1.92	2.00
119.00	2.00	1.94	2.00	2.00	2.00	1.97	1.99
120.00	2.00	1.92	2.00	2.00	2.00	1.92	2.00
121.00	1.98	1.95	2.00	2.00	2.00	1.94	1.99
122.00	2.00	1.92	2.00	2.00	2.00	1.87	1.99
123.00	1.98	1.94	2.00	2.00	1.99	1.91	1.99
124.00	2.00	1.94	1.99	1.99	2.00	1.92	2.00
125.00	1.99	1.95	2.00	2.00	2.00	1.95	2.00
126.00	2.00	1.94	2.00	2.00	2.00	1.99	1.99
127.00	1.99	1.93	2.00	2.00	2.00	1.92	1.99
128.00	2.00	1.92	2.00	2.00	2.00	1.94	1.99
129.00	2.00	1.97	2.00	2.00	1.99	1.93	2.00
130.00	2.00	1.86	1.99	1.99	2.00	1.93	2.00
131.00	2.00	1.95	2.00	2.00	2.00	1.97	2.00
132.00	2.00	1.86	2.00	2.00	2.00	1.88	2.00
133.00	1.99	1.98	2.00	2.00	2.00	1.91	2.00
134.00	2.00	1.97	2.00	2.00	2.00	1.93	1.99
135.00	1.99	1.88	2.00	2.00	1.99	1.93	1.99
136.00	1.99	1.94	1.99	1.99	2.00	1.97	1.99
137.00	1.98	1.95	2.00	2.00	2.00	1.94	2.00
138.00	2.00	1.93	2.00	2.00	2.00	1.95	2.00
139.00	2.00	1.94	2.00	2.00	2.00	1.93	2.00
140.00	1.99	1.91	2.00	2.00	2.00	1.93	1.99
141.00	2.00	1.95	2.00	2.00	2.00	1.99	1.99
142.00	2.00	1.87	1.99	2.00	1.99	1.95	2.00
143.00	1.99	1.92	2.00	1.99	1.99	1.92	2.00
144.00	2.00	1.95	2.00	2.00	1.99	1.97	2.00
145.00	2.00	1.91	2.00	2.00	2.00	1.94	1.99
146.00	1.99	1.94	2.00	2.00	2.00	1.93	1.98
147.00	2.00	1.98	2.00	2.00	1.98	1.88	1.99
148.00	2.00	1.93	2.00	2.00	2.00	1.94	2.00
149.00	1.99	1.93	1.99	1.99	1.99	1.92	2.00
150.00	2.00	1.95	2.00	2.00	2.00	1.93	2.00
151.00	2.00	1.95	2.00	2.00	2.00	1.93	2.00
152.00	2.00	1.88	2.00	2.00	2.00	1.94	1.99
153.00	1.99	1.92	2.00	2.00	1.99	1.97	2.00
154.00	2.00	1.90	2.00	2.00	2.00	1.90	2.00
155.00	1.99	1.99	1.99	1.99	2.00	1.93	2.00
156.00	1.99	1.92	2.00	2.00	2.00	1.95	2.00
157.00	1.98	1.94	2.00	2.00	1.99	1.97	1.97
158.00	2.00	1.93	2.00	2.00	2.00	1.92	1.99
159.00	1.98	1.92	2.00	2.00	2.00	1.92	2.00
160.00	2.00	1.95	2.00	2.00	1.98	1.93	2.00
161.00	1.99	1.92	1.99	1.99	2.00	1.95	1.98
162.00	2.00	1.93	2.00	2.00	1.99	1.95	2.00
163.00	2.00	1.94	2.00	2.00	2.00	1.92	2.00
164.00	1.99	1.92	2.00	2.00	2.00	1.94	1.99
165.00	2.00	1.90	2.00	2.00	2.00	1.93	1.99
166.00	1.98	1.94	2.00	2.00	1.99	1.99	1.99
167.00	2.00	1.94	1.99	1.99	2.00	1.93	2.00
168.00	2.00	1.93	2.00	2.00	1.99	1.93	2.00
169.00	1.99	1.95	2.00	2.00	2.00	1.93	2.00
170.00	1.99	1.92	2.00	2.00	2.00	1.94	2.00
171.00	2.00	1.98	2.00	2.00	2.00	1.94	1.97
172.00	2.00	1.94	2.00	2.00	1.99	1.93	2.00
173.00	1.99	1.92	1.99	1.99	1.99	1.97	2.00
174.00	2.00	1.90	2.00	2.00	2.00	1.93	2.00
175.00	2.00	1.93	2.00	2.00	2.00	1.93	1.98
176.00	1.98	1.94	2.00	2.00	2.00	1.92	1.99
177.00	2.00	1.91	2.00	2.00	2.00	1.94	1.98
178.00	1.99	1.90	2.00	2.00	1.99	1.91	2.00
179.00	1.98	1.92	1.99	1.99	2.00	1.94	1.99
10.2.1.2	2.04	8.18
10.1.1.3	2.04	181.20
10.1.1.1	2.03	2336.08
10.1.1.2	1.97	1946.00
10.1.1.5	2.03	1246.89
10.1.1.6	1.96	2134.63
10.1.1.7	2.03	2398.60
