Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.222s)
CreateVariables () DONE !!!
Creating 20 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	0.06	0.00	0.00	0.00	0.00	0.67	0.00	0.00	0.00	0.00	2.00	0.49	0.00	0.00	0.00	0.33	0.24	0.00	0.00	0.00
6.00	0.26	0.13	0.00	0.00	0.00	1.57	0.22	0.00	0.00	0.00	2.00	0.69	0.00	0.00	0.00	1.87	1.26	0.00	0.00	0.00
7.00	1.13	0.54	0.00	0.00	0.00	1.31	0.00	0.00	0.00	0.21	2.00	1.50	0.00	0.00	0.00	1.28	0.69	0.00	0.58	0.00
8.00	1.59	1.44	0.00	0.00	0.00	1.57	0.00	0.00	0.00	0.01	1.99	0.64	0.00	0.00	0.00	1.44	0.65	0.00	0.29	0.00
9.00	1.32	0.69	0.00	0.00	0.00	1.37	0.20	0.00	0.00	0.00	2.00	1.45	0.00	0.00	0.00	1.68	1.17	0.00	0.00	0.00
10.00	1.15	0.80	0.00	0.00	0.00	2.00	1.97	0.00	0.00	0.00	2.00	1.46	0.00	0.00	0.00	1.99	1.15	0.00	1.70	0.00
11.00	0.74	0.85	0.00	0.00	0.00	1.64	1.21	0.00	0.00	0.00	2.00	0.12	0.00	0.00	0.00	1.32	0.00	0.00	0.22	0.00
12.00	1.74	0.62	0.00	0.00	0.00	1.75	1.77	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.91	0.00	0.00	0.00	0.00
13.00	0.64	0.74	0.00	0.00	0.00	1.57	1.73	0.00	0.00	0.00	2.00	0.57	0.00	0.00	0.00	1.85	0.00	0.00	0.00	0.00
14.00	0.09	0.28	0.00	0.00	0.00	1.92	1.85	0.00	0.00	0.00	1.99	1.12	0.00	0.00	0.00	1.74	0.00	0.00	0.00	0.00
15.00	0.29	0.18	0.00	0.00	0.00	0.29	1.31	0.00	0.00	0.00	2.00	0.35	0.00	0.00	0.00	2.13	0.00	0.00	0.00	0.00
16.00	0.92	0.81	0.00	0.00	0.00	2.87	1.68	0.00	0.00	0.00	2.00	0.04	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00
17.00	0.60	0.00	0.00	0.00	0.00	0.57	0.59	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	0.00
18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
21.00	1.41	0.00	0.00	0.00	0.00	1.47	1.48	0.00	0.00	0.00	2.00	1.48	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00
22.00	2.00	0.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00
23.00	0.99	0.00	0.00	0.00	0.00	1.07	1.27	0.00	0.00	0.00	2.00	1.28	0.00	0.00	0.00	0.95	1.28	0.00	0.00	0.00
24.00	0.00	0.00	0.00	0.00	0.00	1.84	0.80	0.00	0.00	0.00	2.00	1.59	0.00	0.00	0.00	2.11	2.00	0.00	0.00	0.00
25.00	1.10	0.00	0.00	0.00	0.00	2.20	1.39	0.00	0.00	0.00	2.00	2.01	0.00	0.00	0.00	1.81	1.94	0.00	0.00	0.00
26.00	0.00	0.00	0.00	0.00	0.00	1.98	2.54	0.00	0.00	0.00	1.99	2.00	0.00	0.00	0.00	1.99	1.99	0.00	0.00	0.00
27.00	0.00	0.00	0.00	0.00	0.00	0.40	1.86	0.00	0.00	0.00	2.00	1.87	0.00	0.00	0.00	1.80	1.77	0.00	0.00	0.00
28.00	0.97	0.00	0.00	0.00	0.00	2.65	2.06	0.00	0.00	0.00	2.00	2.04	0.00	0.00	0.00	1.98	2.03	0.00	0.00	0.00
29.00	1.99	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00	1.98	2.00	0.00	0.00	0.00
30.00	2.00	0.00	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00	2.00	1.99	0.00	0.00	0.00	1.98	2.00	0.00	0.00	0.00
31.00	0.86	0.00	0.00	0.00	0.00	0.77	0.78	0.00	0.00	0.00	2.00	0.77	0.00	0.00	0.00	0.74	0.77	0.00	0.00	0.00
32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
33.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
34.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
36.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
39.00	0.14	0.00	0.00	0.00	0.00	0.47	0.01	0.00	0.00	0.15	2.00	1.05	0.00	0.00	0.00	0.80	1.39	0.00	0.00	0.00
40.00	0.81	0.16	0.00	0.00	0.00	1.87	2.12	0.00	0.00	1.27	2.00	1.78	0.00	0.00	0.00	1.84	1.58	0.00	0.00	0.00
