Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.478s)
CreateVariables () DONE !!!
Creating 6 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5
2.00	0.00	0.00	1.85	1.98	0.00	0.00
3.00	0.00	0.00	1.94	2.00	1.85	0.00
4.00	1.91	1.78	0.25	2.00	0.49	0.04
5.00	2.01	1.73	0.20	2.00	2.47	1.22
6.00	2.01	2.37	2.43	2.00	2.00	2.19
7.00	1.99	1.85	1.06	2.00	1.84	1.55
8.00	2.00	2.13	2.00	1.99	2.00	2.08
9.00	1.99	2.00	1.98	2.00	2.00	1.98
10.00	2.01	2.01	2.01	2.00	2.00	2.00
11.00	1.99	1.98	1.98	2.00	1.99	1.99
12.00	1.99	2.00	1.99	2.00	2.00	1.99
13.00	1.99	2.01	2.01	2.00	2.00	2.01
14.00	1.99	1.30	0.12	1.99	1.86	1.00
15.00	1.53	1.61	1.52	2.00	1.73	0.35
16.00	2.31	2.26	1.74	2.00	1.91	0.95
17.00	1.99	1.98	2.00	2.00	2.00	1.98
18.00	2.00	2.01	2.00	2.00	1.99	2.01
19.00	2.00	2.00	2.00	2.00	2.00	2.00
20.00	1.99	1.99	1.99	1.99	2.00	1.99
21.00	2.00	2.00	2.01	2.00	2.00	2.01
22.00	2.00	2.00	1.98	2.00	2.00	2.00
23.00	1.99	2.00	1.99	2.00	1.99	1.95
24.00	2.00	1.99	1.83	2.00	2.00	1.72
25.00	1.98	1.38	1.11	2.00	1.97	1.17
26.00	2.03	2.51	1.53	1.99	1.92	0.87
27.00	2.00	2.11	2.18	2.00	2.07	2.78
28.00	2.00	2.01	2.00	2.00	2.00	2.00
29.00	1.98	1.99	1.98	2.00	2.00	2.00
30.00	2.00	2.00	2.00	2.00	2.00	2.00
31.00	2.00	2.00	1.99	2.00	1.99	2.00
32.00	1.98	1.99	1.98	1.99	2.00	1.97
33.00	2.00	2.00	1.99	2.00	2.00	2.00
34.00	2.00	2.00	1.99	2.00	1.99	2.00
35.00	1.99	2.00	2.00	2.00	2.01	2.00
36.00	2.00	2.00	2.00	2.00	2.00	1.99
37.00	2.00	2.00	2.00	2.00	1.99	2.00
38.00	1.98	2.00	1.98	1.99	2.00	1.97
39.00	2.00	2.00	2.01	2.00	2.00	2.01
40.00	2.00	1.99	1.99	2.00	2.00	1.98
41.00	2.00	2.00	1.99	2.00	2.00	1.97
42.00	1.99	2.00	1.99	2.00	1.98	2.01
43.00	1.99	2.00	2.03	2.00	2.01	1.99
44.00	2.01	1.99	1.98	1.99	2.00	2.00
45.00	2.00	2.01	2.01	2.00	2.00	2.00
46.00	1.94	1.93	1.50	2.00	1.90	1.72
47.00	1.54	1.27	0.89	2.00	1.94	0.44
48.00	1.91	2.25	1.38	2.00	2.00	1.19
49.00	2.00	2.00	1.99	2.00	1.99	2.00
50.00	1.98	1.99	2.00	2.00	2.00	2.00
51.00	2.00	2.00	1.99	1.99	2.00	2.00
52.00	2.00	2.00	1.99	2.00	2.00	2.00
53.00	2.00	1.99	1.98	2.00	2.00	1.99
54.00	2.00	2.00	1.98	2.00	2.00	1.99
55.00	2.00	1.99	1.98	2.00	1.99	2.00
56.00	2.00	2.00	1.99	2.00	2.00	1.99
57.00	1.99	2.00	1.98	1.99	2.00	2.00
58.00	2.00	2.00	1.97	2.00	2.00	2.00
59.00	2.00	2.00	1.99	2.00	2.00	2.00
60.00	2.00	2.00	1.99	2.00	2.00	1.99
61.00	2.00	1.99	1.98	2.00	1.99	2.00
62.00	2.00	2.00	2.00	2.00	2.00	1.98
63.00	1.99	2.00	1.99	1.99	2.00	2.00
64.00	2.00	2.00	1.99	2.00	2.00	2.00
65.00	2.00	2.00	1.97	2.00	2.00	1.99
66.00	2.00	2.00	1.97	2.00	2.00	2.00
67.00	2.00	2.00	1.97	2.00	1.99	2.00
68.00	2.00	1.99	1.98	2.00	2.00	2.00
69.00	1.99	2.00	1.99	1.99	2.00	2.00
70.00	2.00	2.00	1.99	2.00	2.00	2.00
71.00	2.00	2.00	1.99	2.00	2.00	2.00
72.00	2.00	2.00	2.00	2.00	2.00	2.00
73.00	2.00	2.00	1.99	2.00	2.00	1.99
74.00	2.00	1.99	1.98	2.00	2.00	2.00
75.00	1.99	2.00	2.00	1.99	1.99	2.00
76.00	2.00	2.00	1.98	2.00	2.00	2.00
77.00	2.00	2.00	1.98	2.00	2.00	2.00
78.00	2.00	2.00	1.99	2.00	2.00	1.99
79.00	2.00	2.00	1.97	2.00	1.99	2.00
80.00	2.00	1.99	1.99	2.00	2.00	1.99
81.00	1.99	2.00	1.99	1.99	2.00	2.00
82.00	2.00	2.00	1.97	2.00	2.00	2.00
83.00	2.00	2.00	1.99	2.00	2.00	2.00
84.00	2.00	2.00	1.99	2.00	2.00	1.99
85.00	2.00	1.99	1.99	2.00	2.00	2.00
86.00	2.00	2.00	1.99	2.00	1.99	1.99
87.00	1.99	2.00	1.99	1.99	2.00	2.00
88.00	2.00	2.00	1.99	2.00	2.00	2.00
89.00	1.99	2.00	2.00	2.00	2.00	2.00
90.00	2.00	2.00	1.99	2.00	2.00	2.00
91.00	2.00	2.00	1.99	2.00	2.00	1.98
92.00	2.00	1.99	1.99	2.00	2.00	1.98
93.00	1.99	2.00	2.00	1.99	1.99	2.00
94.00	2.00	2.00	1.99	2.00	2.00	2.00
95.00	2.00	2.00	1.98	2.00	2.00	2.00
96.00	2.00	2.00	2.00	2.00	2.00	2.00
97.00	2.00	2.00	1.97	2.00	1.99	1.99
98.00	2.00	1.99	1.98	2.00	2.01	2.00
99.00	1.99	2.00	1.99	2.00	1.99	2.00
100.00	2.00	2.00	1.99	1.99	2.00	2.00
101.00	2.00	2.00	1.99	2.00	2.00	1.99
102.00	2.00	2.00	2.00	2.00	2.00	2.00
103.00	2.00	2.00	1.97	2.00	1.99	1.99
104.00	2.00	2.00	1.99	2.00	2.01	2.00
105.00	2.00	1.99	1.99	2.00	1.99	2.00
106.00	1.99	2.00	1.99	1.99	2.00	2.00
107.00	2.00	2.00	1.97	2.00	2.00	2.00
108.00	2.00	2.00	1.99	2.00	2.00	2.00
109.00	2.00	2.00	1.97	2.00	2.00	1.99
110.00	2.00	2.00	1.99	2.00	2.00	2.00
111.00	2.00	1.99	1.99	2.00	1.99	2.00
112.00	1.99	2.00	2.00	1.99	2.00	2.00
113.00	2.00	1.99	1.99	2.00	2.00	2.00
114.00	2.00	2.00	2.00	2.00	2.00	1.99
115.00	2.00	2.00	1.99	2.00	2.00	2.00
116.00	2.00	2.00	2.00	2.00	2.00	1.99
117.00	2.00	1.99	1.95	2.00	2.00	2.00
118.00	1.99	2.00	2.00	1.99	1.99	2.00
