Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.273s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.28	0.00	0.00
4.00	0.00	0.00	2.00	0.00	0.00
5.00	0.00	1.52	2.00	1.30	1.04
6.00	0.93	1.40	2.00	1.40	1.14
7.00	0.95	1.48	2.00	1.77	0.79
8.00	0.77	1.71	1.99	2.31	0.00
9.00	0.51	1.67	2.00	1.61	1.19
10.00	0.73	1.70	2.00	1.60	0.89
11.00	0.52	2.04	2.00	1.94	0.48
12.00	0.00	2.45	2.00	2.65	0.00
13.00	0.97	1.68	2.00	1.31	0.85
14.00	0.78	1.66	1.99	1.66	0.91
15.00	0.61	1.70	2.00	1.60	0.92
16.00	0.81	1.54	2.00	1.70	0.78
17.00	0.95	1.51	2.00	1.50	0.78
18.00	0.65	1.60	2.00	1.75	0.95
19.00	0.66	1.84	2.00	1.98	0.51
20.00	0.00	2.54	1.99	2.52	0.00
21.00	0.65	1.83	2.00	1.64	0.54
22.00	1.21	1.26	2.00	1.37	1.08
23.00	0.68	1.67	2.00	1.61	0.89
24.00	0.65	1.61	2.00	1.72	0.89
25.00	0.72	1.54	2.00	1.67	0.94
26.00	0.92	1.51	1.99	1.42	0.86
27.00	0.80	1.75	2.00	1.53	0.84
28.00	0.00	2.59	2.00	2.54	0.06
29.00	0.57	1.73	2.00	1.93	0.67
30.00	1.17	1.33	2.00	1.39	1.07
31.00	0.61	1.55	2.00	1.92	0.67
32.00	0.91	1.66	1.99	1.79	0.39
33.00	0.80	1.54	2.00	1.55	0.89
34.00	0.87	1.77	2.00	1.65	0.78
35.00	0.93	1.67	2.00	1.59	0.64
36.00	0.00	2.67	2.00	2.04	0.06
37.00	0.68	1.57	2.00	2.65	0.00
