Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.500s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	1.34	1.80	1.99	1.51
3.00	1.11	2.04	2.00	1.97
4.00	0.04	2.00	2.00	0.89
5.00	0.31	1.83	2.00	1.52
6.00	0.47	1.25	2.00	2.56
7.00	0.00	0.99	2.00	2.00
8.00	0.42	1.54	1.99	2.00
9.00	0.05	2.60	2.00	1.90
10.00	0.49	1.53	2.00	1.75
11.00	0.09	2.41	2.00	2.21
12.00	0.60	1.85	2.00	0.51
13.00	0.53	1.88	2.00	2.11
14.00	1.04	1.90	1.99	1.81
15.00	0.69	1.91	2.00	1.68
16.00	0.44	1.97	2.00	1.66
17.00	0.38	2.01	2.00	1.94
18.00	1.15	1.93	2.00	2.01
19.00	0.11	1.99	2.00	0.51
20.00	0.19	1.50	1.99	1.25
21.00	0.14	2.36	2.00	2.47
22.00	0.04	1.98	2.00	2.30
23.00	0.40	1.94	2.00	1.88
24.00	0.80	1.94	2.00	1.84
25.00	1.02	1.85	2.00	1.54
26.00	0.88	1.94	1.99	1.81
27.00	0.77	1.91	2.00	1.97
28.00	0.62	1.78	2.00	1.51
29.00	0.82	2.00	2.00	1.74
30.00	0.61	2.04	2.00	1.79
31.00	0.31	1.84	2.00	1.24
32.00	0.80	2.00	1.99	1.91
33.00	0.02	1.97	2.00	0.97
34.00	0.40	1.74	2.00	1.73
35.00	0.84	2.16	2.00	2.52
36.00	1.17	1.94	2.00	2.10
37.00	0.02	1.99	2.00	0.87
38.00	0.92	1.98	1.99	2.60
39.00	0.52	1.26	2.00	1.88
40.00	1.14	2.68	2.00	1.70
41.00	1.19	1.98	2.00	2.25
42.00	0.87	1.91	2.00	1.84
43.00	1.50	2.00	2.00	1.79
44.00	1.45	1.87	1.99	1.91
45.00	0.59	2.05	2.00	2.17
46.00	1.26	1.98	2.00	2.07
47.00	1.60	1.94	2.00	1.72
48.00	1.61	1.98	2.00	1.77
49.00	1.35	2.00	2.00	2.17
50.00	1.39	1.98	2.00	2.11
51.00	1.53	2.04	1.99	1.71
52.00	1.35	1.95	2.00	2.25
53.00	1.27	1.98	2.00	1.57
54.00	0.54	1.74	2.00	2.11
55.00	0.73	2.05	2.00	2.05
56.00	0.54	2.04	2.00	0.58
57.00	0.26	1.90	1.99	2.66
58.00	0.40	1.92	2.00	1.93
59.00	0.85	1.98	2.00	1.88
60.00	1.66	1.84	2.00	1.19
61.00	0.12	1.93	2.00	0.89
62.00	0.88	1.77	2.00	2.14
63.00	0.58	2.18	1.99	2.51
64.00	0.33	1.84	2.00	1.94
65.00	1.06	1.98	2.00	1.99
66.00	0.73	1.97	2.00	1.78
67.00	0.93	1.99	2.00	1.84
68.00	0.86	1.84	2.00	1.73
69.00	1.46	2.06	1.99	1.90
70.00	1.44	1.95	2.00	1.73
71.00	1.37	1.79	2.00	1.74
72.00	0.88	2.12	2.00	2.43
73.00	0.99	1.97	2.00	2.01
74.00	1.39	1.84	2.00	1.51
75.00	0.02	1.97	1.99	1.10
76.00	0.78	2.03	2.00	2.58
77.00	1.06	1.91	2.00	0.32
78.00	0.66	1.91	2.00	2.03
79.00	0.38	1.90	2.00	0.61
80.00	0.21	1.79	2.00	1.26
81.00	0.22	1.91	1.99	1.07
82.00	0.57	1.93	2.00	2.83
83.00	1.25	1.98	2.00	2.17
84.00	0.84	1.87	2.00	1.71
85.00	0.95	1.92	2.00	2.03
86.00	0.41	2.04	2.00	2.19
87.00	1.05	1.48	1.99	1.93
88.00	0.87	1.87	2.00	1.86
89.00	1.07	1.87	2.00	1.75
90.00	0.08	1.94	2.00	0.59
91.00	0.85	2.00	2.00	2.74
92.00	1.34	1.87	2.00	1.74
93.00	1.40	2.05	1.99	1.97
94.00	1.18	2.04	2.00	2.38
95.00	0.75	1.80	2.00	1.63
96.00	1.25	2.03	2.00	1.68
97.00	1.14	2.03	2.00	2.01
98.00	1.26	1.98	2.00	2.12
99.00	0.98	2.01	2.00	2.44
100.00	1.78	1.79	1.99	1.38
101.00	0.86	1.84	2.00	2.10
102.00	0.87	1.64	2.00	2.30
103.00	1.00	1.94	2.00	1.40
104.00	1.08	1.60	2.00	1.74
105.00	0.41	1.04	2.00	1.02
106.00	0.45	1.99	1.99	2.26
107.00	0.16	1.18	2.00	0.98
108.00	0.29	2.25	2.00	2.67
109.00	0.08	1.99	2.00	2.04
110.00	0.67	1.87	2.00	1.58
111.00	0.87	1.92	2.00	1.66
112.00	0.93	0.87	1.99	2.23
113.00	0.88	2.57	2.00	1.46
114.00	1.08	1.93	2.00	1.75
115.00	0.33	2.01	2.00	2.27
116.00	0.51	1.91	2.00	1.25
117.00	0.08	1.87	2.00	0.35
118.00	0.49	1.74	1.99	1.83
119.00	0.51	1.94	2.00	2.43
120.00	0.82	2.01	2.00	1.97
121.00	0.05	1.94	2.00	0.97
122.00	1.12	1.95	2.00	2.36
123.00	1.35	2.05	2.00	1.98
124.00	0.95	1.90	1.99	1.13
125.00	0.79	1.88	2.00	2.25
126.00	0.93	2.07	2.00	2.40
127.00	0.13	1.94	2.00	0.68
128.00	0.57	1.99	2.00	2.77
129.00	0.05	1.95	2.00	0.24
130.00	0.07	1.83	1.99	0.99
131.00	1.22	2.07	2.00	2.20
132.00	1.32	1.99	2.00	1.81
133.00	0.92	1.99	2.00	2.13
134.00	1.18	1.99	2.00	2.03
135.00	0.05	1.91	2.00	0.89
136.00	0.74	1.95	1.99	2.51
137.00	0.18	1.80	2.00	1.38
138.00	1.26	1.87	2.00	1.83
139.00	0.31	1.90	2.00	2.30
140.00	0.08	2.08	2.00	0.99
141.00	0.42	1.84	2.00	1.53
142.00	0.55	2.11	2.00	1.02
143.00	0.02	1.93	1.99	0.73
144.00	0.93	1.99	2.00	2.59
145.00	1.42	1.98	2.00	1.80
146.00	0.69	1.97	2.00	1.99
147.00	0.49	1.98	2.00	2.23
148.00	1.18	1.93	2.00	1.77
149.00	0.77	1.81	1.99	0.52
150.00	0.51	1.97	2.00	1.97
151.00	1.39	1.92	2.00	2.06
152.00	1.30	2.00	2.00	1.79
153.00	1.28	2.00	2.00	2.03
154.00	1.27	1.86	2.00	2.08
155.00	0.45	1.58	1.99	2.33
156.00	0.61	1.91	2.00	0.65
157.00	0.39	1.93	2.00	2.56
158.00	1.38	2.04	2.00	1.81
159.00	1.26	2.03	2.00	2.05
160.00	0.19	1.47	2.00	2.24
161.00	1.40	1.97	1.99	1.75
162.00	0.74	1.84	2.00	2.05
163.00	0.02	1.46	2.00	0.73
164.00	0.51	1.92	2.00	2.61
165.00	0.67	2.01	2.00	1.21
166.00	0.22	1.95	2.00	2.43
167.00	0.79	0.99	1.99	2.03
168.00	1.05	2.51	2.00	1.64
169.00	1.19	1.94	2.00	1.85
170.00	0.91	2.00	2.00	2.38
171.00	1.73	2.00	2.00	1.59
172.00	1.30	2.01	2.00	2.31
173.00	1.13	1.91	1.99	1.80
174.00	0.94	1.92	2.00	1.58
175.00	1.30	1.78	2.00	1.67
176.00	0.74	1.98	2.00	2.51
177.00	0.07	1.93	2.00	0.41
178.00	0.48	1.95	2.00	2.94
179.00	1.37	2.00	1.99	1.98
10.1.1.1	0.79	755207.40
10.1.1.2	1.95	46588.94
10.2.1.2	2.04	8.19
10.1.1.4	1.82	205292.94
