Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.208s)
CreateVariables () DONE !!!
Creating 9 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
5.00	0.00	1.30	0.20	1.14	2.00	0.67	0.77	0.00	0.00
6.00	0.18	1.70	0.14	0.49	2.00	0.95	0.28	0.00	0.00
7.00	0.38	0.88	0.59	0.94	2.00	0.55	1.07	0.00	0.00
8.00	0.58	2.11	0.26	0.81	1.99	0.46	1.65	0.00	0.02
9.00	0.09	1.19	0.72	0.71	2.00	2.19	1.37	0.00	0.32
10.00	0.52	0.61	1.28	1.48	2.00	2.05	1.42	0.00	1.59
11.00	0.35	0.01	0.45	1.66	2.00	0.75	0.33	0.00	1.04
12.00	2.31	1.44	1.94	1.95	2.00	1.95	0.00	0.00	0.61
13.00	0.66	1.74	0.58	2.01	2.00	1.71	0.75	0.00	0.64
14.00	0.00	0.95	0.05	1.34	1.99	1.50	0.93	0.00	0.31
15.00	0.00	1.41	2.20	1.58	2.00	1.65	0.64	0.00	1.74
16.00	0.00	1.50	1.70	1.54	2.00	1.47	2.14	0.00	1.17
17.00	0.00	1.66	1.35	0.91	2.00	1.24	1.71	0.00	1.59
18.00	0.40	1.20	0.42	2.03	2.00	1.18	0.52	0.00	1.14
19.00	1.55	0.61	0.40	1.31	2.00	0.14	0.21	0.00	0.84
20.00	1.24	1.64	0.97	0.37	1.99	2.19	2.37	0.00	0.40
21.00	1.14	1.22	1.28	0.31	2.00	1.10	0.34	0.00	0.77
22.00	1.66	1.35	0.82	1.19	2.00	1.30	1.26	0.00	0.35
23.00	1.40	1.39	1.01	1.33	2.00	1.28	1.27	0.00	0.00
24.00	1.98	2.24	0.00	0.25	2.00	2.05	0.89	0.00	2.25
25.00	1.98	1.99	0.00	0.49	2.00	1.98	0.00	0.00	1.86
26.00	1.53	1.58	0.04	1.52	1.99	1.55	1.22	0.00	1.60
27.00	1.40	0.79	0.07	1.42	2.00	1.58	1.50	0.00	0.48
28.00	0.38	0.86	1.67	1.58	2.00	1.46	2.01	0.00	2.36
29.00	1.50	1.04	0.91	0.84	2.00	1.51	1.06	0.00	0.77
30.00	0.42	1.35	0.89	1.54	2.00	1.22	1.63	0.00	0.40
31.00	1.54	1.28	1.06	1.32	2.00	2.07	1.73	0.00	0.15
32.00	0.68	0.85	0.28	1.61	1.99	1.68	1.08	0.00	1.74
33.00	0.66	0.41	0.05	0.58	2.00	0.44	0.44	0.00	0.35
34.00	0.00	0.00	0.00	0.00	2.00	0.82	0.01	0.00	0.00
35.00	1.30	0.86	1.01	1.26	2.00	1.64	0.98	0.00	1.17
36.00	0.26	0.28	0.66	0.97	2.00	1.19	0.49	0.00	1.59
37.00	0.41	0.84	0.93	1.26	2.00	0.77	0.89	0.00	1.40
38.00	0.67	1.12	1.11	0.99	1.99	1.26	0.82	0.00	2.07
39.00	0.26	1.34	1.06	1.19	2.00	0.68	1.12	0.00	1.75
40.00	1.14	0.66	0.59	1.01	2.00	0.49	0.87	0.00	0.11
41.00	1.14	1.42	1.42	1.85	2.00	0.74	1.18	0.00	0.97
42.00	2.13	1.81	1.06	1.83	2.00	1.14	2.07	0.00	0.00
43.00	1.79	1.88	1.59	1.73	2.00	1.75	1.91	0.00	0.00
44.00	0.74	1.80	1.45	1.66	1.99	1.71	1.90	0.00	0.04
45.00	2.34	1.86	1.17	2.00	2.00	1.83	1.60	0.00	0.00
46.00	1.72	1.93	0.20	1.91	2.00	1.77	1.78	0.00	1.53
47.00	2.05	1.66	1.57	2.07	2.00	2.10	1.66	0.00	1.74
48.00	0.94	1.06	0.84	1.72	2.00	0.84	1.19	0.00	0.57
49.00	0.72	0.18	0.00	1.18	2.00	1.46	1.85	0.00	1.22
50.00	2.01	1.72	0.99	2.00	2.00	2.01	2.01	0.00	2.01
51.00	1.59	0.19	0.33	1.42	1.99	1.65	1.37	0.00	1.46
52.00	1.83	0.00	1.31	1.74	2.00	1.70	2.03	0.00	1.41
53.00	1.83	0.55	1.58	1.94	2.00	1.58	1.35	0.00	1.98
54.00	1.95	0.13	1.74	2.03	2.00	1.87	2.13	0.00	0.66
55.00	0.88	1.94	1.87	1.25	2.00	0.67	1.86	0.00	1.31
56.00	1.79	1.90	1.92	1.97	2.00	0.00	1.97	0.00	1.64
57.00	1.79	2.06	1.99	1.92	1.99	0.00	1.98	0.00	1.98
