Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.136s)
CreateVariables () DONE !!!
Creating 3 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2
61.00	2.00	2.00	2.00
62.00	2.00	2.00	1.99
63.00	1.99	1.99	2.01
64.00	2.00	2.00	2.00
65.00	2.00	2.00	1.99
66.00	2.00	2.00	2.00
67.00	2.00	2.00	2.00
68.00	2.00	2.00	1.99
69.00	2.00	1.99	2.00
70.00	2.00	2.00	2.00
71.00	2.00	2.00	2.00
72.00	1.99	2.00	2.00
73.00	2.00	2.00	2.00
74.00	2.00	2.00	1.99
75.00	2.00	1.99	2.00
76.00	1.99	2.00	2.01
77.00	2.00	2.00	2.00
78.00	2.00	2.00	1.99
79.00	2.00	2.00	2.00
80.00	2.00	2.00	1.99
81.00	2.00	1.99	2.00
82.00	1.99	2.00	2.00
83.00	1.99	2.00	1.98
84.00	2.00	2.00	2.01
85.00	2.00	2.00	2.00
86.00	2.00	2.00	1.99
87.00	2.00	1.99	2.01
88.00	1.99	2.00	2.00
89.00	2.01	2.00	1.99
90.00	1.99	2.00	2.00
91.00	2.00	2.00	2.00
92.00	2.00	2.00	2.00
93.00	2.00	1.99	2.00
94.00	2.00	2.00	1.99
95.00	1.99	2.00	2.01
96.00	2.00	2.00	1.99
97.00	2.00	2.00	2.00
98.00	2.00	2.00	2.00
99.00	1.99	2.00	1.99
100.00	2.00	1.99	2.01
101.00	2.00	2.00	1.99
102.00	2.00	2.00	1.99
103.00	1.99	2.00	2.00
104.00	2.01	2.00	2.00
105.00	2.00	2.00	2.00
106.00	2.00	1.99	1.99
107.00	1.99	2.00	2.01
108.00	2.00	2.00	1.99
109.00	2.00	2.00	2.00
110.00	2.00	2.00	2.00
111.00	1.99	2.00	2.00
112.00	2.00	1.99	2.00
113.00	2.00	2.00	1.99
114.00	2.00	2.00	2.00
115.00	2.00	2.00	2.00
116.00	1.99	2.00	2.00
117.00	2.01	2.00	2.00
118.00	2.00	1.99	1.99
119.00	1.99	2.00	2.01
120.00	2.00	2.00	1.99
121.00	2.00	2.00	2.00
122.00	2.00	2.00	2.00
123.00	1.99	2.00	2.00
124.00	2.01	1.99	1.99
125.00	2.00	2.00	1.99
126.00	1.99	2.00	2.00
127.00	2.00	2.00	2.00
128.00	2.00	2.00	2.00
129.00	2.00	2.00	1.99
130.00	2.00	1.99	2.00
131.00	1.99	2.00	2.01
132.00	2.00	2.00	1.99
133.00	2.00	2.00	2.00
134.00	2.00	2.00	2.00
135.00	2.00	2.00	1.99
136.00	2.00	1.99	2.01
137.00	2.00	2.00	1.99
138.00	1.99	2.00	2.01
139.00	2.00	2.00	1.99
140.00	2.00	2.00	2.00
141.00	2.00	2.00	2.00
142.00	2.00	2.00	2.00
143.00	2.00	1.99	2.00
144.00	2.00	2.00	1.99
145.00	1.99	2.00	1.99
146.00	2.00	2.00	2.01
147.00	2.00	2.00	2.00
148.00	2.00	2.00	1.99
149.00	2.00	1.99	2.00
150.00	1.99	2.00	2.01
151.00	2.00	2.00	1.98
152.00	2.00	2.00	2.01
153.00	2.00	2.00	2.00
154.00	1.99	2.00	2.00
155.00	2.00	1.99	1.99
156.00	1.99	2.00	2.01
157.00	2.01	2.00	1.99
158.00	2.00	2.00	2.00
159.00	2.00	2.00	2.00
160.00	1.99	2.00	2.00
161.00	2.01	1.99	2.00
162.00	2.00	2.00	1.99
163.00	1.99	2.00	2.00
164.00	2.00	2.00	2.00
165.00	2.00	2.00	2.00
166.00	2.00	2.00	2.00
167.00	2.00	1.99	1.99
168.00	1.99	2.00	2.01
169.00	2.01	2.00	1.99
170.00	1.99	2.00	2.00
171.00	2.00	2.00	2.00
172.00	2.00	2.00	2.00
173.00	2.00	1.99	2.00
174.00	1.99	2.00	2.00
175.00	2.00	2.00	1.99
176.00	2.00	2.00	1.99
177.00	2.00	2.00	2.00
178.00	2.00	2.00	2.00
179.00	2.00	1.99	2.00
10.1.1.1	2.04	4989.94
10.2.1.2	2.04	8.11
10.1.1.3	2.04	5005.99
