Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.665s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	1.97	1.99	0.00
3.00	0.29	2.00	2.00	0.01
4.00	2.37	1.97	2.00	1.99
5.00	2.00	2.00	2.00	2.00
6.00	1.99	2.00	2.00	1.99
7.00	2.01	2.00	2.00	2.00
8.00	1.98	2.00	1.99	2.00
9.00	2.00	1.99	2.00	2.00
10.00	2.00	2.00	2.00	1.98
11.00	2.00	2.00	2.00	2.00
12.00	2.00	2.00	2.00	2.00
13.00	1.99	2.00	2.00	2.00
14.00	2.00	2.00	1.99	2.00
15.00	2.00	1.99	2.00	2.00
16.00	2.00	2.01	2.00	2.00
17.00	2.00	1.99	2.00	2.00
18.00	2.00	2.00	2.00	1.99
19.00	2.00	2.00	2.00	2.00
20.00	1.99	2.00	1.99	1.99
21.00	2.00	1.99	2.00	1.99
22.00	2.00	2.00	2.00	2.00
23.00	1.99	2.00	2.00	2.00
24.00	2.00	2.00	2.00	2.00
25.00	1.99	2.00	2.00	2.00
26.00	2.00	1.99	1.99	1.99
27.00	2.00	2.01	2.00	2.01
28.00	2.00	1.99	2.00	2.00
29.00	2.00	2.00	2.00	2.00
30.00	2.00	2.00	2.00	2.00
31.00	1.99	2.00	2.00	1.99
32.00	1.99	2.00	1.99	1.99
33.00	2.00	2.00	2.00	2.00
34.00	1.99	2.00	2.00	1.99
35.00	2.01	1.99	2.00	2.01
36.00	2.00	2.00	2.00	1.99
37.00	1.99	2.00	2.00	2.00
38.00	2.00	2.00	1.99	2.00
39.00	2.00	2.00	2.00	2.00
40.00	2.00	1.99	2.00	2.00
41.00	2.00	2.00	2.00	2.00
42.00	2.00	2.00	2.00	1.99
43.00	2.00	2.00	2.00	2.00
44.00	1.99	2.00	1.99	1.99
45.00	2.00	2.00	2.00	2.01
46.00	2.00	2.00	2.00	1.99
47.00	1.99	1.99	2.00	2.01
48.00	2.00	2.00	2.00	2.00
49.00	2.00	2.00	2.00	1.99
50.00	1.98	2.00	2.00	2.00
51.00	2.00	2.00	1.99	2.00
52.00	2.00	2.00	2.00	1.97
53.00	1.99	1.99	2.00	2.00
54.00	2.00	2.00	2.00	2.00
55.00	2.00	2.00	2.00	2.00
56.00	1.99	2.00	2.00	2.00
57.00	2.00	2.00	1.99	2.00
58.00	2.00	2.00	2.00	2.00
59.00	2.00	2.00	2.00	2.00
60.00	2.00	1.99	2.00	1.99
61.00	2.00	2.00	2.00	2.01
62.00	1.98	2.00	2.00	1.99
63.00	2.00	2.00	1.99	2.00
64.00	2.00	2.00	2.00	2.00
65.00	2.00	2.00	2.00	2.00
66.00	2.00	1.99	2.00	2.00
67.00	2.00	2.00	2.00	1.99
68.00	2.00	2.00	2.00	2.01
69.00	1.99	2.00	1.99	1.99
70.00	2.00	2.00	2.00	1.99
71.00	2.00	2.00	2.00	2.01
72.00	2.00	1.99	2.00	1.99
73.00	2.00	2.00	2.00	2.00
74.00	1.99	2.00	2.00	1.99
75.00	1.99	2.00	1.99	2.00
