Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.261s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	0.00	0.00	1.99	1.97
3.00	1.18	0.00	2.00	1.87
4.00	0.60	1.88	2.00	2.10
5.00	0.06	1.97	2.00	1.97
6.00	1.17	1.57	2.00	1.95
7.00	0.94	1.45	2.00	1.94
8.00	0.51	1.60	1.99	1.87
9.00	0.39	2.13	2.00	2.18
10.00	0.41	2.07	2.00	1.83
11.00	0.73	1.68	2.00	1.90
12.00	0.35	1.90	2.00	1.63
13.00	0.19	2.24	2.00	2.25
14.00	0.71	1.67	1.99	1.75
15.00	0.31	1.97	2.00	2.36
16.00	0.41	1.67	2.00	2.13
17.00	0.24	2.06	2.00	2.14
18.00	0.47	2.14	2.00	1.94
19.00	0.69	1.91	2.00	2.04
20.00	0.40	1.97	1.99	1.80
21.00	0.54	1.72	2.00	2.10
22.00	0.51	1.77	2.00	1.91
23.00	0.16	2.04	2.00	2.11
24.00	0.14	2.24	2.00	1.91
25.00	0.00	2.41	2.00	1.97
26.00	0.47	1.65	1.99	2.12
27.00	0.79	1.54	2.00	1.71
28.00	0.25	2.03	2.00	1.95
29.00	0.62	1.83	2.00	2.18
30.00	0.20	2.38	2.00	2.08
31.00	0.84	1.67	2.00	1.91
32.00	0.40	2.05	1.99	2.16
33.00	0.51	1.30	2.00	1.95
34.00	0.27	2.18	2.00	1.97
35.00	0.51	1.85	2.00	2.04
36.00	0.26	2.12	2.00	1.77
37.00	0.74	1.54	2.00	1.78
38.00	0.47	1.91	1.99	2.01
39.00	0.38	2.30	2.00	2.19
40.00	0.57	1.77	2.00	2.11
41.00	0.65	1.79	2.00	1.64
42.00	0.42	1.90	2.00	2.00
43.00	0.00	2.44	2.00	1.87
44.00	0.85	1.38	1.99	2.08
45.00	0.27	1.90	2.00	1.88
46.00	0.27	1.86	2.00	1.87
47.00	0.00	2.34	2.00	1.99
48.00	0.79	1.57	2.00	2.32
49.00	0.14	2.04	2.00	2.14
50.00	0.47	1.74	2.00	1.94
51.00	0.39	1.77	1.99	2.13
52.00	0.51	1.77	2.00	1.77
53.00	0.38	2.07	2.00	1.99
54.00	0.46	2.05	2.00	2.11
55.00	0.00	1.97	2.00	1.74
56.00	0.62	1.63	2.00	2.18
57.00	0.57	1.87	1.99	1.98
58.00	0.33	1.91	2.00	1.73
59.00	0.20	2.04	2.00	1.92
60.00	0.28	2.00	2.00	2.12
61.00	0.71	1.59	2.00	2.18
62.00	0.44	1.61	2.00	2.04
63.00	0.46	1.94	1.99	1.95
