Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.479s)
CreateVariables () DONE !!!
Creating 4 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3
2.00	1.93	1.95	1.99	1.98
3.00	2.00	2.00	2.00	2.00
4.00	2.00	2.00	2.00	2.00
5.00	2.00	1.99	2.00	2.00
6.00	2.00	2.00	2.00	1.99
7.00	2.00	2.00	2.00	2.00
8.00	1.98	2.00	1.99	2.00
9.00	2.00	2.00	2.00	2.00
10.00	2.00	1.99	2.00	2.00
11.00	1.99	2.00	2.00	1.99
12.00	2.00	2.00	2.00	1.99
13.00	1.99	2.00	2.00	2.01
14.00	1.99	2.00	1.99	2.00
15.00	2.00	2.00	2.00	1.99
16.00	2.00	1.99	2.00	2.01
17.00	2.00	2.00	2.00	1.99
18.00	1.99	2.00	2.00	2.00
19.00	2.00	2.00	2.00	2.00
20.00	2.00	2.00	1.99	2.00
21.00	1.99	2.00	2.00	2.00
22.00	2.00	2.00	2.00	2.00
23.00	1.99	1.99	2.00	1.99
24.00	2.00	2.00	2.00	2.00
25.00	1.98	2.00	2.00	1.99
26.00	2.00	2.00	1.99	2.00
27.00	2.00	2.00	2.00	2.00
28.00	2.00	2.00	2.00	1.99
29.00	1.99	2.00	2.00	2.00
30.00	2.00	1.99	2.00	1.97
31.00	1.99	2.00	2.00	2.04
32.00	2.00	2.00	1.99	1.98
33.00	2.00	2.00	2.00	2.01
34.00	2.00	1.99	2.00	2.00
35.00	1.99	1.99	2.00	2.00
36.00	2.00	2.00	2.00	1.99
37.00	1.99	2.00	2.00	1.99
38.00	2.01	2.00	1.99	2.00
39.00	1.99	2.00	2.00	2.00
40.00	2.00	1.99	2.00	2.00
41.00	1.99	2.00	2.00	2.00
42.00	2.00	2.00	2.00	2.00
43.00	1.99	2.00	2.00	1.99
44.00	2.00	2.00	1.99	2.00
45.00	2.00	2.00	2.00	2.00
46.00	2.00	1.99	2.00	1.99
47.00	1.99	2.00	2.00	2.01
48.00	2.00	2.00	2.00	1.99
49.00	1.99	2.00	2.00	2.00
50.00	1.99	1.99	2.00	1.99
51.00	2.00	1.99	1.99	2.00
52.00	2.00	2.01	2.00	2.00
53.00	1.99	1.98	2.00	2.00
54.00	2.00	2.00	2.00	2.00
55.00	2.00	2.00	2.00	2.00
56.00	1.98	2.00	2.00	1.99
57.00	2.00	2.00	1.99	2.00
58.00	2.00	1.99	2.00	2.00
59.00	2.00	2.00	2.00	1.98
60.00	2.00	2.00	2.00	2.01
61.00	1.99	2.00	2.00	1.99
62.00	1.99	2.00	2.00	2.01
63.00	2.00	2.00	1.99	2.00
64.00	2.00	1.99	2.00	1.99
65.00	2.00	2.00	2.00	2.01
66.00	2.00	2.00	2.00	1.99
67.00	2.00	2.00	2.00	2.00
68.00	1.98	2.00	2.00	2.00
69.00	2.00	2.00	1.99	2.00
70.00	2.00	1.99	2.00	1.99
71.00	1.99	2.01	2.00	2.01
72.00	2.00	1.99	2.00	1.99
73.00	2.00	2.00	2.00	2.00
74.00	1.99	2.00	2.00	1.99
75.00	2.00	2.00	1.99	2.00
76.00	2.00	2.00	2.00	2.00
77.00	2.00	2.00	2.00	1.99
78.00	2.00	1.99	2.00	2.01
79.00	2.00	2.00	2.00	1.99
80.00	1.98	2.00	2.00	1.99
81.00	2.00	2.00	1.99	2.00
82.00	2.00	2.00	2.00	1.99
83.00	2.00	2.00	2.00	2.01
84.00	2.00	1.99	2.00	1.99
85.00	2.00	2.00	2.00	2.01
86.00	2.00	2.00	2.00	1.99
87.00	1.99	2.00	1.99	1.99
88.00	2.00	2.00	2.00	2.01
89.00	1.99	2.00	2.00	1.99
90.00	2.00	1.99	2.00	1.99
91.00	2.00	2.00	2.00	2.00
92.00	1.99	2.00	2.00	2.00
93.00	1.99	2.00	1.99	2.00
94.00	2.01	2.00	2.00	2.00
95.00	1.98	2.00	2.00	1.99
96.00	2.00	1.99	2.00	1.99
97.00	1.99	2.00	2.00	2.01
98.00	1.98	2.00	2.00	1.98
99.00	2.00	1.99	2.00	1.99
100.00	2.00	2.01	1.99	2.01
101.00	1.99	1.99	2.00	1.99
102.00	2.00	2.00	2.00	2.00
103.00	2.00	2.00	2.00	2.00
104.00	1.99	2.00	2.00	1.98
105.00	2.00	2.00	2.00	2.00
106.00	2.00	2.00	1.99	2.01
107.00	2.00	1.99	2.00	1.99
108.00	2.00	2.00	2.00	2.00
109.00	2.00	2.00	2.00	2.01
110.00	2.00	2.00	2.00	1.98
111.00	1.99	2.00	2.00	2.00
112.00	2.00	2.00	1.99	2.00
113.00	2.00	1.99	2.00	1.99
114.00	2.00	2.00	2.00	2.01
115.00	2.00	2.00	2.00	1.99
116.00	2.00	2.00	2.00	2.00
117.00	1.99	2.00	2.00	2.01
118.00	2.00	2.00	1.99	1.99
119.00	2.00	2.00	2.00	2.00
120.00	2.00	1.99	2.00	1.99
121.00	2.00	2.00	2.00	2.01
122.00	2.00	2.00	2.00	1.98
123.00	2.00	2.00	2.00	2.00
124.00	1.99	2.00	1.99	2.00
125.00	0.04	0.67	2.00	2.00
126.00	2.14	2.76	2.00	1.99
127.00	2.03	2.05	2.00	1.99
128.00	2.00	2.00	2.00	2.03
129.00	1.99	2.00	2.00	1.99
130.00	2.00	2.00	1.99	2.00
131.00	2.00	2.00	2.00	2.00
132.00	2.00	2.00	2.00	2.00
133.00	2.00	2.00	2.00	1.99
134.00	2.00	1.99	2.00	1.99
135.00	2.00	2.00	2.00	2.00
136.00	1.99	2.00	1.99	2.00
137.00	2.00	2.00	2.00	2.00
138.00	2.00	1.99	2.00	1.99
139.00	2.00	2.01	2.00	2.00
140.00	2.00	1.99	2.00	2.00
141.00	2.00	2.00	2.00	2.00
142.00	1.99	2.00	2.00	2.00
143.00	1.98	2.00	1.99	1.99
144.00	2.00	1.99	2.00	2.01
145.00	2.00	2.01	2.00	2.00
146.00	1.99	1.99	2.00	2.00
147.00	2.00	2.00	2.00	1.98
148.00	1.99	2.00	2.00	2.00
149.00	1.99	2.00	1.99	2.00
150.00	2.00	2.00	2.00	2.01
151.00	2.00	2.00	2.00	1.94
152.00	1.99	1.99	2.00	1.99
153.00	2.00	2.00	2.00	2.00
154.00	1.99	2.00	2.00	2.00
155.00	1.99	2.00	1.99	2.00
156.00	1.99	2.00	2.00	1.99
157.00	2.00	2.00	2.00	2.01
158.00	2.00	1.99	2.00	1.99
159.00	2.00	2.00	2.00	2.00
160.00	1.99	2.00	2.00	2.00
161.00	1.99	2.00	1.99	1.99
162.00	2.00	1.99	2.00	1.99
163.00	2.00	2.00	2.00	2.01
164.00	1.99	2.00	2.00	1.99
165.00	2.00	2.00	2.00	1.99
166.00	1.98	2.00	2.00	2.00
167.00	2.00	2.00	1.99	2.00
168.00	2.00	2.00	2.00	2.00
169.00	2.00	1.99	2.00	1.99
170.00	1.99	2.00	2.00	2.01
171.00	2.00	2.00	2.00	1.99
172.00	2.00	2.00	2.00	2.01
173.00	1.99	1.99	1.99	1.97
174.00	2.00	2.00	2.00	2.03
175.00	2.00	2.01	2.00	2.00
176.00	1.99	1.99	2.00	2.00
177.00	2.00	2.00	2.00	2.00
178.00	2.00	2.00	2.00	1.99
179.00	1.99	2.00	1.99	2.00
10.1.1.1	2.03	7600.98
10.1.1.2	2.03	6886.52
10.2.1.2	2.04	7.86
10.1.1.4	2.04	3253.96
