Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.219s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.92	0.00	1.98	0.81	0.72
3.00	2.03	0.00	2.00	0.87	0.81
4.00	0.20	0.21	2.00	2.26	0.44
5.00	0.59	2.67	2.00	1.67	0.25
6.00	1.67	1.80	2.00	1.98	1.14
7.00	0.00	2.12	2.00	2.18	0.00
8.00	0.00	1.50	1.99	1.90	0.15
9.00	0.97	1.98	2.00	1.72	0.65
10.00	0.85	0.92	2.00	2.04	0.81
11.00	2.45	2.60	2.00	1.57	0.46
12.00	0.20	1.92	2.00	1.50	1.39
13.00	0.00	0.35	2.00	2.32	0.45
14.00	2.31	3.14	1.99	1.95	1.19
15.00	1.95	1.98	2.00	1.74	0.79
16.00	1.37	1.34	2.00	1.42	1.30
17.00	1.28	1.51	2.00	1.78	0.25
18.00	1.35	1.58	2.00	2.20	0.33
19.00	1.24	1.40	2.00	1.99	0.05
20.00	1.54	1.80	1.99	1.35	0.35
21.00	0.00	0.00	2.00	2.27	0.18
22.00	0.93	1.12	2.00	1.74	0.60
23.00	2.54	2.60	2.00	1.14	1.31
24.00	0.04	1.95	2.00	2.38	0.35
25.00	1.39	0.42	2.00	1.78	0.29
26.00	1.46	3.00	1.99	1.98	0.39
27.00	0.47	1.99	2.00	1.86	0.34
28.00	1.30	1.28	2.00	1.74	1.27
29.00	1.08	1.66	2.00	1.44	0.33
30.00	0.53	1.63	2.00	2.25	0.42
31.00	0.81	2.00	2.00	1.20	0.77
32.00	0.47	1.65	1.99	2.31	0.32
33.00	0.05	0.05	2.00	2.03	0.00
34.00	1.99	2.00	2.00	1.54	1.34
35.00	1.45	1.86	2.00	1.40	1.39
36.00	1.50	1.98	2.00	2.30	0.68
37.00	1.72	1.73	2.00	0.98	1.51
38.00	0.78	2.18	1.99	2.43	0.24
39.00	1.31	1.32	2.00	1.27	1.58
40.00	1.51	2.61	2.00	1.33	1.37
41.00	1.88	1.99	2.00	1.74	1.31
42.00	0.18	1.47	2.00	2.24	0.39
43.00	1.32	1.67	2.00	1.57	0.35
44.00	1.30	2.13	1.99	1.92	0.62
45.00	0.00	0.25	2.00	1.95	0.52
46.00	0.54	3.06	2.00	1.98	0.14
