Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.408s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	1.42	0.00	0.00	0.00	1.99	0.00	1.40	1.63
3.00	2.25	1.87	0.75	0.00	2.00	1.93	0.77	0.85
4.00	1.68	0.65	0.07	0.00	2.00	1.66	0.87	0.05
5.00	1.93	0.68	0.00	0.00	2.00	2.13	2.19	0.38
6.00	1.99	0.93	0.00	0.00	2.00	1.81	1.59	0.00
7.00	2.00	1.94	0.00	0.49	2.00	2.06	1.48	0.00
8.00	1.74	1.39	0.05	0.00	1.99	1.99	1.94	0.86
9.00	2.01	0.08	0.00	0.00	2.00	1.90	2.28	0.12
10.00	1.99	0.00	0.00	0.00	2.00	1.68	0.98	0.05
11.00	2.00	2.04	0.24	0.00	2.00	2.00	2.19	0.41
12.00	2.00	1.81	0.49	0.00	2.00	2.00	1.74	0.94
13.00	1.99	2.03	0.04	0.00	2.00	1.88	2.03	0.13
14.00	1.99	2.03	0.14	0.00	1.99	1.97	1.63	0.13
15.00	2.00	1.99	0.07	0.00	2.00	2.01	2.57	0.13
16.00	2.00	1.85	0.69	0.00	2.00	1.85	1.81	0.75
17.00	1.98	2.00	0.00	0.00	2.00	1.99	1.73	0.00
18.00	2.01	2.03	0.00	0.02	2.00	1.93	1.77	0.00
19.00	2.01	1.77	0.09	0.25	2.00	1.78	2.12	0.06
20.00	1.99	2.00	0.21	0.99	1.99	1.99	2.00	0.24
21.00	2.00	1.92	0.28	0.00	2.00	0.85	0.61	1.66
22.00	1.11	1.35	0.01	0.01	2.00	1.66	0.11	0.47
23.00	1.75	2.07	0.05	0.26	2.00	2.00	1.94	0.11
24.00	2.00	2.01	0.00	0.00	2.00	2.01	2.00	0.00
25.00	2.00	1.99	0.00	0.00	2.00	1.99	1.94	0.98
26.00	1.99	2.00	0.00	0.00	1.99	2.00	1.93	2.00
27.00	2.00	2.00	0.00	0.08	2.00	2.00	2.11	1.37
28.00	1.97	1.97	0.22	0.00	2.00	1.91	1.61	0.21
29.00	1.55	1.74	0.00	0.00	2.00	0.58	0.57	0.21
30.00	2.03	1.86	0.00	0.00	2.00	2.00	2.19	0.00
31.00	2.00	1.80	0.00	0.00	2.00	1.90	0.86	0.00
32.00	1.99	2.00	0.00	0.00	1.99	1.99	2.00	0.00
33.00	1.55	1.91	0.00	0.00	2.00	2.00	1.86	1.84
34.00	2.00	1.98	0.49	0.00	2.00	2.00	1.79	1.79
35.00	2.00	1.99	0.00	0.00	2.00	1.92	1.77	1.84
36.00	1.99	2.00	0.00	1.24	2.00	2.00	1.99	0.19
37.00	2.00	1.99	0.00	0.00	2.00	1.99	1.97	0.74
38.00	1.99	1.87	0.00	0.40	1.99	1.65	1.58	1.46
39.00	2.00	1.99	0.00	0.15	2.00	1.98	1.98	0.80
40.00	1.68	1.61	0.00	1.02	2.00	1.54	1.10	0.00
41.00	1.88	1.71	0.00	0.00	2.00	1.71	1.02	0.00
42.00	1.99	1.99	0.00	0.00	2.00	1.98	1.95	0.84
43.00	1.84	1.90	0.00	0.00	2.00	1.93	1.72	1.06
44.00	2.03	2.01	0.00	0.00	1.99	2.04	1.98	0.02
45.00	2.00	2.00	0.00	0.00	2.00	2.00	2.00	0.00
46.00	2.00	2.00	0.00	0.00	2.00	1.97	1.94	0.02
47.00	2.00	1.99	0.68	2.84	2.00	1.98	1.88	0.68
48.00	2.00	1.88	0.01	0.98	2.00	1.75	0.82	0.00
49.00	1.99	1.87	0.00	0.00	2.00	2.00	0.51	0.00
