Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.243s)
CreateVariables () DONE !!!
Creating 5 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4
2.00	1.92	1.95	1.99	1.47	0.00
3.00	1.99	2.00	2.00	2.00	0.00
4.00	2.00	1.99	2.00	1.99	1.94
5.00	1.99	2.00	2.00	2.00	2.00
6.00	2.00	2.00	2.00	2.00	2.00
7.00	1.99	2.00	2.00	1.99	2.00
8.00	1.99	2.00	1.99	2.00	2.00
9.00	2.00	1.99	2.00	1.99	1.99
10.00	2.00	2.00	2.00	2.01	2.00
11.00	1.99	1.99	2.00	1.86	1.86
12.00	2.00	2.00	2.00	2.00	2.00
13.00	1.98	2.00	2.00	2.00	2.00
14.00	1.98	2.00	1.99	2.00	1.98
15.00	2.00	1.99	2.00	2.00	2.01
16.00	2.00	2.00	2.00	2.00	1.99
17.00	2.00	2.00	2.00	1.98	1.98
18.00	1.99	2.00	2.00	2.00	2.00
19.00	2.00	2.00	2.00	2.00	2.00
20.00	1.99	2.00	1.99	1.99	1.99
21.00	2.00	2.00	2.00	2.00	2.00
22.00	2.00	1.99	2.00	2.00	2.00
23.00	2.00	1.99	2.00	1.99	2.00
24.00	2.00	2.00	2.00	1.99	2.00
25.00	1.99	2.00	2.00	2.00	2.00
26.00	1.99	2.00	1.99	1.98	1.98
27.00	2.00	2.00	2.00	2.00	2.00
28.00	1.99	1.98	2.00	2.00	2.00
29.00	1.99	2.00	2.00	2.00	1.99
30.00	2.00	2.00	2.00	1.99	2.00
31.00	1.99	2.00	2.00	2.00	1.99
32.00	2.00	2.00	1.99	2.00	1.99
33.00	1.99	1.99	2.00	1.66	0.27
34.00	2.00	1.99	2.00	2.18	2.97
35.00	2.00	2.00	2.00	1.98	1.99
36.00	2.00	2.00	2.00	2.03	2.01
37.00	1.99	2.00	2.00	1.99	1.98
38.00	1.99	2.00	1.99	2.00	2.00
39.00	2.00	2.00	2.00	2.00	2.00
40.00	2.00	2.00	2.00	2.00	1.99
41.00	1.97	1.99	2.00	2.00	1.99
42.00	1.99	2.00	2.00	1.99	2.00
43.00	2.01	2.00	2.00	2.00	2.00
44.00	1.98	2.00	1.99	1.98	1.98
45.00	2.00	2.00	2.00	2.01	2.00
46.00	2.00	1.99	2.00	1.99	2.00
47.00	2.00	2.00	2.00	2.00	1.98
48.00	2.00	2.00	2.00	1.93	1.94
49.00	1.99	2.00	2.00	1.99	1.99
50.00	1.99	2.00	2.00	1.99	1.99
51.00	1.99	2.00	1.99	2.00	2.01
52.00	2.00	1.99	2.00	2.00	1.98
53.00	1.99	2.00	2.00	2.00	2.00
54.00	2.00	2.00	2.00	2.00	1.99
55.00	2.00	2.00	2.00	1.99	2.00
56.00	2.00	1.99	2.00	2.00	1.98
57.00	2.00	2.00	1.99	1.55	1.55
