Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (4.221s)
CreateVariables () DONE !!!
Creating 8 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00
4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
5.00	1.10	0.00	0.74	0.33	2.00	0.00	0.65	0.00
6.00	1.31	0.00	0.58	0.29	2.00	0.00	0.39	0.00
7.00	1.27	0.00	0.91	0.73	2.00	0.00	1.22	0.02
8.00	0.82	0.71	1.77	0.80	1.99	1.07	1.25	0.11
9.00	1.01	0.35	0.27	1.04	2.00	1.26	1.13	1.45
10.00	2.59	1.77	0.00	0.26	2.00	1.71	1.53	0.00
11.00	1.80	1.88	0.42	0.00	2.00	0.67	0.66	0.08
12.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
13.00	2.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00
14.00	1.99	2.00	0.00	0.00	1.99	0.00	0.00	0.00
15.00	2.00	1.99	0.00	0.00	2.00	0.00	0.00	0.00
16.00	1.99	2.00	0.00	0.00	2.00	0.00	0.00	0.00
17.00	1.97	0.78	0.44	0.28	2.00	1.95	0.52	0.00
18.00	0.82	1.71	0.32	0.04	2.00	0.73	0.64	0.00
19.00	1.24	1.26	0.84	0.00	2.00	1.26	0.46	0.00
20.00	1.65	1.57	0.81	0.00	1.99	1.65	0.00	0.00
21.00	1.98	2.01	1.15	0.08	2.00	1.94	1.99	0.61
22.00	0.99	1.37	1.27	0.42	2.00	1.90	1.11	0.61
23.00	2.51	2.28	1.45	1.50	2.00	1.98	1.45	1.27
24.00	2.00	1.86	1.80	0.35	2.00	1.93	1.91	0.67
25.00	1.15	0.75	0.64	0.00	2.00	0.66	0.69	0.00
26.00	2.11	1.55	1.12	1.25	1.99	2.76	1.00	0.24
27.00	1.27	1.93	1.87	0.88	2.00	1.97	1.10	1.11
28.00	2.14	1.73	1.70	0.81	2.00	1.15	1.70	0.00
29.00	1.99	1.92	1.74	1.97	2.00	2.00	1.83	0.71
30.00	2.01	1.73	1.90	1.47	2.00	1.93	1.92	0.31
31.00	1.85	1.75	1.35	1.22	2.00	1.77	1.55	0.48
32.00	1.65	1.93	1.75	1.19	1.99	1.57	1.81	0.46
33.00	2.00	1.99	2.00	0.00	2.00	2.00	2.00	0.28
34.00	2.00	1.80	1.54	2.37	2.00	2.00	1.70	1.06
35.00	1.99	1.07	1.58	1.42	2.00	2.00	1.53	0.78
36.00	2.00	1.99	1.87	1.74	2.00	1.99	1.70	0.52
37.00	0.16	1.66	1.75	1.01	2.00	2.01	1.99	0.00
38.00	0.04	2.00	1.74	0.04	1.99	1.94	1.94	0.79
39.00	1.40	1.95	0.82	0.47	2.00	1.97	0.38	0.00
40.00	1.99	1.95	1.50	0.00	2.00	1.06	1.59	0.00
41.00	1.97	1.90	0.18	0.00	2.00	1.79	0.20	0.00
42.00	2.00	1.94	1.72	1.71	2.00	2.00	2.25	0.29
43.00	2.00	1.97	1.94	0.21	2.00	1.98	1.70	0.09
44.00	1.99	2.00	1.99	0.86	1.99	1.92	1.92	0.02
45.00	1.94	2.00	2.01	2.01	2.00	2.00	2.01	0.93
46.00	1.98	1.55	1.15	1.31	2.00	1.99	1.90	1.84
47.00	1.97	2.04	1.67	1.17	2.00	1.48	1.32	0.66
48.00	1.51	1.80	1.93	0.39	2.00	1.94	1.37	0.31
49.00	1.98	1.92	1.59	0.00	2.00	1.97	1.35	0.89
50.00	2.01	1.99	1.86	0.49	2.00	2.00	1.78	0.00
51.00	1.87	0.46	1.65	0.00	1.99	2.00	0.54	0.31
52.00	2.00	1.91	2.00	0.32	2.00	1.98	0.74	0.06
53.00	2.00	1.86	1.79	1.53	2.00	2.01	1.75	1.05
54.00	2.00	1.92	1.61	0.47	2.00	1.92	1.77	0.00
55.00	1.97	1.99	1.98	1.18	2.00	2.00	1.93	1.06
56.00	2.00	2.00	2.00	0.49	2.00	1.99	1.95	0.94
57.00	1.99	1.98	1.84	0.95	1.99	1.85	1.83	0.82
58.00	2.00	2.03	0.84	0.32	2.00	1.71	1.55	0.02
59.00	2.00	1.85	1.78	1.33	2.00	2.00	1.79	0.15
60.00	1.55	1.92	1.72	1.65	2.00	1.98	0.25	0.55
61.00	1.50	1.63	1.52	0.40	2.00	1.79	1.71	0.12
62.00	2.01	2.03	2.07	0.54	2.00	2.01	2.00	0.77
63.00	1.99	1.98	2.00	0.00	1.99	2.00	2.00	0.39
64.00	2.00	2.00	2.00	0.00	2.00	2.00	2.00	0.00
65.00	2.00	2.00	2.00	0.00	2.00	2.00	2.00	0.00
66.00	2.00	2.00	2.00	0.00	2.00	2.00	2.00	0.00
67.00	2.00	1.99	1.99	0.00	2.00	2.00	1.99	0.00
68.00	2.00	1.98	2.00	0.00	2.00	1.99	2.00	0.00
69.00	1.98	2.00	2.00	1.87	1.99	0.91	2.00	1.88
70.00	2.00	2.00	2.00	1.99	2.00	0.00	2.00	1.90
71.00	2.00	1.99	2.00	1.95	2.00	0.00	2.00	1.97
72.00	2.00	2.00	1.98	1.98	2.00	0.00	1.99	2.00
73.00	2.00	1.99	1.98	1.98	2.00	1.72	2.00	1.95
74.00	2.00	2.00	1.99	1.98	2.00	2.00	2.00	2.00
75.00	1.99	2.00	1.97	1.99	1.99	2.00	2.00	2.00
76.00	2.00	1.98	1.99	1.97	2.00	2.00	2.00	2.00
77.00	2.00	2.00	1.99	0.66	2.00	1.99	2.00	2.00
78.00	2.00	2.00	1.97	0.00	2.00	2.00	2.00	1.99
79.00	1.99	1.59	1.83	1.75	2.00	1.99	1.95	1.78
80.00	1.97	1.80	1.77	0.89	2.00	1.72	1.72	1.18
81.00	1.83	1.60	0.42	0.32	1.99	1.48	0.66	0.00
82.00	2.00	1.99	1.97	1.95	2.00	2.01	1.90	0.02
83.00	2.00	1.98	1.02	0.75	2.00	1.95	1.93	0.24
84.00	2.00	2.01	2.54	0.05	2.00	2.01	2.00	0.99
85.00	1.99	1.85	1.67	0.00	2.00	1.85	1.83	0.00
86.00	1.99	1.84	1.21	0.00	2.00	1.90	1.57	0.46
87.00	1.75	1.66	1.45	0.00	1.99	1.61	0.55	0.02
88.00	1.70	1.93	1.45	0.37	2.00	1.81	0.59	0.95
89.00	1.60	1.77	1.64	0.49	2.00	1.78	0.73	0.40
90.00	2.00	1.79	1.70	1.37	2.00	1.77	0.07	0.57
91.00	0.67	1.28	0.60	0.00	2.00	0.06	0.44	0.00
92.00	2.00	2.00	1.19	0.08	2.00	0.00	1.34	0.00
93.00	1.46	1.50	1.71	0.02	1.99	0.04	1.48	0.12
94.00	1.31	1.64	1.81	0.01	2.00	0.00	1.66	0.00
95.00	1.92	1.94	2.19	0.27	2.00	1.34	2.20	0.00
96.00	1.99	1.94	1.94	1.40	2.00	1.95	1.95	1.26
97.00	1.39	0.64	0.35	0.21	2.00	1.32	0.59	0.15
98.00	2.08	2.53	0.35	0.19	2.00	1.99	0.82	0.00
99.00	2.00	1.94	2.00	0.06	2.00	2.01	2.17	0.89
100.00	1.99	1.98	1.97	0.00	1.99	1.99	1.99	2.21
101.00	1.98	1.45	1.83	1.38	2.00	1.95	1.33	0.66
102.00	1.80	1.73	1.47	0.18	2.00	1.47	1.66	0.94
103.00	2.00	1.74	2.12	1.91	2.00	1.97	1.83	1.59
104.00	2.00	1.99	2.00	2.00	2.00	1.99	1.95	2.00
105.00	1.99	1.99	1.99	2.00	2.00	2.00	1.95	1.99
106.00	1.99	2.00	1.99	2.00	1.99	2.00	1.97	2.00
107.00	2.00	2.00	1.98	2.00	2.00	2.00	1.95	1.97
108.00	2.00	2.00	1.99	1.99	2.00	2.00	1.97	2.00
109.00	2.00	2.00	2.01	2.00	2.00	2.00	1.95	2.00
110.00	2.00	1.98	1.98	2.00	2.00	2.00	1.98	2.00
