Waf: Entering directory `/home/synrg462/sp2019-ns3-mesh/build'
Waf: Leaving directory `/home/synrg462/sp2019-ns3-mesh/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (3.856s)
CreateVariables () DONE !!!
Creating 3 APs 60.00 m apart.
CreateApNodes () DONE !!!
Creating 0 CLs 20.00 m away from each AP.
CreateClNodes () DONE !!!
CreateNodes () DONE !!!
CreateMeshDevices () DONE !!!
CreateWifiDevices () DONE !!!
CreateCsmaDevices () DONE !!!
CreateDevices () DONE !!!
InstallInternetStack () DONE !!!
Gateway is connect to AP 0
InstallApplications () DONE !!!
Starting simulation for 180.00 s ...
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2
2.00	1.95	1.99	1.94
3.00	1.99	2.00	2.00
4.00	2.01	2.00	1.99
5.00	1.99	2.00	2.01
6.00	2.00	2.00	2.00
7.00	2.00	2.00	1.99
8.00	1.99	1.99	2.01
9.00	2.01	2.00	1.99
10.00	1.99	2.00	2.00
11.00	2.00	2.00	2.00
12.00	2.00	2.00	2.00
13.00	1.99	2.00	1.99
14.00	2.01	1.99	1.99
15.00	1.99	2.00	2.00
16.00	2.00	2.00	2.00
17.00	2.00	2.00	2.00
18.00	1.99	2.00	2.00
19.00	2.01	2.00	1.99
20.00	2.00	1.99	2.01
21.00	1.99	2.00	2.00
22.00	2.00	2.00	2.00
23.00	2.00	2.00	1.99
24.00	2.00	2.00	2.00
25.00	1.99	2.00	2.00
26.00	2.01	1.99	2.00
27.00	1.99	2.00	2.00
28.00	2.00	2.00	1.99
29.00	2.00	2.00	2.00
30.00	1.99	2.00	2.00
31.00	2.00	2.00	2.00
32.00	2.00	1.99	2.00
33.00	2.01	2.00	1.99
34.00	1.99	2.00	2.00
35.00	2.00	2.00	2.00
36.00	2.00	2.00	2.00
37.00	2.00	2.00	1.99
38.00	2.00	1.99	2.01
39.00	1.99	2.00	2.00
40.00	2.01	2.00	1.99
41.00	1.99	2.00	2.00
42.00	2.00	2.00	2.00
43.00	2.00	2.00	2.00
44.00	1.99	1.99	2.00
45.00	2.01	2.00	1.99
46.00	2.00	2.00	2.00
47.00	1.99	2.00	2.01
